,what,was,michael,eisner,'s,main,credit,in,his,time,at,abc,?
he,0.3114890456199646,0.5410010814666748,0.22730565071105957,0.35028937458992004,0.024063590914011,0.166281059384346,0.16084790229797363,0.41690486669540405,0.7171558737754822,0.37626320123672485,0.3280475437641144,0.22597992420196533,0.2089974731206894
helped,0.1926339715719223,0.384408563375473,0.18303731083869934,0.15320539474487305,0.0025637869257479906,0.18144461512565613,0.24105550348758698,0.304380863904953,0.3259269595146179,0.29040953516960144,0.15598946809768677,0.0955943837761879,0.16572049260139465
bring,0.3273051679134369,0.17927412688732147,0.12880748510360718,0.1285758912563324,0.03623991087079048,0.17734508216381073,0.1592656970024109,0.2299850881099701,0.2487352043390274,0.2225484549999237,0.19455334544181824,0.14269956946372986,0.250621497631073
about,0.47976887226104736,0.2577359974384308,0.14567965269088745,0.1371852606534958,-0.020936643704771996,0.2594122886657715,0.1182047501206398,0.39797019958496094,0.24169853329658508,0.305572509765625,0.3110121488571167,0.18492475152015686,0.302409827709198
ideas,0.42330971360206604,0.2628113329410553,0.17916056513786316,0.17444276809692383,0.054914966225624084,0.1834283322095871,0.277029812335968,0.24198658764362335,0.33019760251045227,0.28688156604766846,0.11308339983224869,0.09318821132183075,0.2857283353805542
for,0.3017193675041199,0.3863949179649353,0.15234217047691345,0.2398267537355423,-0.07241261005401611,0.27491986751556396,0.2668331563472748,0.4322226941585541,0.39312878251075745,0.3992156386375427,0.34237727522850037,0.22510288655757904,0.264628142118454
many,0.36131182312965393,0.260356068611145,0.14795833826065063,0.1802128255367279,0.01698932610452175,0.27179279923439026,0.19764821231365204,0.41474202275276184,0.3188176155090332,0.3523001968860626,0.2716965675354004,0.18267793953418732,0.2124512493610382
series,0.17328087985515594,0.2261398285627365,0.197163388133049,0.2884010076522827,0.0006390819908119738,0.2151961624622345,0.1040114313364029,0.2914260923862457,0.23445890843868256,0.2359362095594406,0.1310107558965683,0.38518208265304565,0.1709602326154709
including,0.18328791856765747,0.21884717047214508,0.17175808548927307,0.1531383991241455,0.0074059427715837955,0.22166582942008972,0.15768522024154663,0.35857823491096497,0.25115638971328735,0.25413772463798523,0.2641666531562805,0.1471431404352188,0.1633303165435791
happy,0.2849810719490051,0.1448298990726471,0.1301945298910141,0.1614081710577011,0.08988738805055618,0.12100117653608322,0.18508395552635193,0.19048242270946503,0.2542493939399719,0.291474312543869,0.19496817886829376,0.1251838207244873,0.27375271916389465
days,0.2191895991563797,0.2985812723636627,0.07442180812358856,0.16546732187271118,0.08848981559276581,0.13665032386779785,0.14765147864818573,0.24827800691127777,0.28137731552124023,0.4134809374809265,0.2978195548057556,0.174025297164917,0.2198754847049713
(,0.2411840260028839,0.2980341613292694,0.18943551182746887,0.20599867403507233,0.0012731997994706035,0.21451304852962494,0.1502162367105484,0.3087427020072937,0.16098198294639587,0.28391751646995544,0.23315078020095825,0.183883935213089,0.40561532974243164
which,0.5261979103088379,0.2830964922904968,0.13976186513900757,0.18192273378372192,0.03856118768453598,0.37042954564094543,0.21863289177417755,0.4840516746044159,0.32283493876457214,0.325231671333313,0.3286694884300232,0.1991286277770996,0.25814583897590637
originated,0.17986609041690826,0.3099413812160492,0.08620062470436096,0.05618957057595253,-0.016868088394403458,0.27306804060935974,0.1226336881518364,0.25518563389778137,0.16326874494552612,0.2087002694606781,0.13372758030891418,0.15549536049365997,0.11205674707889557
as,0.31749409437179565,0.3677520453929901,0.18657377362251282,0.22946426272392273,-0.05775856226682663,0.25940921902656555,0.24918609857559204,0.3887844979763031,0.3146366477012634,0.3239102065563202,0.28092536330223083,0.2286096066236496,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.21851083636283875,0.21154002845287323,0.04866964742541313,0.27217230200767517,0.1721770018339157,0.539380669593811,0.3497250974178314,0.3292340338230133,0.3095070421695709,0.21331243216991425,0.23916715383529663
segment,0.2178480476140976,0.18340596556663513,0.11899180710315704,0.22481487691402435,0.012658229097723961,0.2464940994977951,0.12642309069633484,0.1870381087064743,0.16256503760814667,0.19262921810150146,0.1814163327217102,0.31673333048820496,0.1495765596628189
on,0.34226128458976746,0.3909217119216919,0.1717352718114853,0.2002200335264206,0.0026888418942689896,0.2898236811161041,0.16827398538589478,0.46853652596473694,0.32064297795295715,0.30044233798980713,0.4806317389011383,0.2862928807735443,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.21768254041671753,0.29918214678764343,-0.01540423184633255,0.38631999492645264,0.20452284812927246,0.6662389636039734,0.4394008219242096,0.43061500787734985,0.457212895154953,0.2068762183189392,0.22068053483963013
anthology,0.19700226187705994,0.27746060490608215,0.17736805975437164,0.28676503896713257,0.035935431718826294,0.18171866238117218,0.11179732531309128,0.240850031375885,0.24928922951221466,0.20333723723888397,0.22040274739265442,0.2907084822654724,0.18870647251605988
series,0.17328087985515594,0.2261398285627365,0.197163388133049,0.2884010076522827,0.0006390819908119738,0.2151961624622345,0.1040114313364029,0.2914260923862457,0.23445890843868256,0.2359362095594406,0.1310107558965683,0.38518208265304565,0.1709602326154709
love,0.2620820701122284,0.15218229591846466,0.13288991153240204,0.13183532655239105,0.007968809455633163,0.09126576781272888,0.14393843710422516,0.2026566118001938,0.27167055010795593,0.2226908653974533,0.15445727109909058,0.22775214910507202,0.24261747300624847
",",0.3087472915649414,0.45456063747406006,0.23383702337741852,0.26183414459228516,-0.0016132977325469255,0.2989408075809479,0.2032226324081421,0.5201468467712402,0.3378419280052185,0.3029961884021759,0.38314947485923767,0.2097204476594925,0.31091248989105225
american,0.1909721940755844,0.31632548570632935,0.2505475878715515,0.2941407263278961,0.01565130427479744,0.11546233296394348,0.14605720341205597,0.22871561348438263,0.21155373752117157,0.2153322398662567,0.16126874089241028,0.24405160546302795,0.18877598643302917
style,0.2488866001367569,0.17358732223510742,0.17097261548042297,0.1315690279006958,-0.051495883613824844,0.16068793833255768,0.16300618648529053,0.21896705031394958,0.21572482585906982,0.2168893665075302,0.1690666377544403,0.19795341789722443,0.19862167537212372
),0.26259949803352356,0.3267642855644226,0.18687736988067627,0.2052476853132248,0.021107977256178856,0.20574742555618286,0.13813096284866333,0.3326910734176636,0.18606403470039368,0.2857224941253662,0.23338089883327484,0.18381085991859436,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.23383702337741852,0.26183414459228516,-0.0016132977325469255,0.2989408075809479,0.2032226324081421,0.5201468467712402,0.3378419280052185,0.3029961884021759,0.38314947485923767,0.2097204476594925,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.18657377362251282,0.22946426272392273,-0.05775856226682663,0.25940921902656555,0.24918609857559204,0.3887844979763031,0.3146366477012634,0.3239102065563202,0.28092536330223083,0.2286096066236496,0.27043893933296204
well,0.4154493808746338,0.3130364418029785,0.14668335020542145,0.1965460181236267,-0.0049502006731927395,0.26579105854034424,0.27523374557495117,0.36612698435783386,0.3732656240463257,0.3029579818248749,0.26019635796546936,0.11003991216421127,0.24815571308135986
as,0.31749409437179565,0.3677520453929901,0.18657377362251282,0.22946426272392273,-0.05775856226682663,0.25940921902656555,0.24918609857559204,0.3887844979763031,0.3146366477012634,0.3239102065563202,0.28092536330223083,0.2286096066236496,0.27043893933296204
several,0.22446060180664062,0.25396689772605896,0.10193300247192383,0.1723146289587021,-0.012985157780349255,0.26454469561576843,0.19835267961025238,0.39405709505081177,0.32140597701072693,0.30116191506385803,0.24749618768692017,0.1428346037864685,0.15595775842666626
soap,0.17847999930381775,0.13256825506687164,0.12994323670864105,0.19651497900485992,0.08452301472425461,0.1520027369260788,0.058168184012174606,0.27619147300720215,0.13959617912769318,0.14998425543308258,0.1435393989086151,0.30289196968078613,0.1800997406244278
operas,0.22246046364307404,0.23864832520484924,0.09640578180551529,0.24653278291225433,0.0722050666809082,0.17191395163536072,0.1984202265739441,0.2928618788719177,0.29992103576660156,0.27304065227508545,0.2020534723997116,0.23779888451099396,0.16741734743118286
;,0.10986888408660889,0.0754367932677269,-0.07756388932466507,0.07655708491802216,0.006909397430717945,0.09533005207777023,0.026179609820246696,0.092739537358284,0.07100893557071686,0.07762139290571213,0.00622112350538373,-0.0012340332614257932,0.10349778085947037
however,0.4480680823326111,0.37327632308006287,0.1013573408126831,0.17073482275009155,0.011690815910696983,0.24299189448356628,0.3337949812412262,0.3982149362564087,0.3563295304775238,0.41736549139022827,0.29641106724739075,0.13561899960041046,0.2152075469493866
",",0.3087472915649414,0.45456063747406006,0.23383702337741852,0.26183414459228516,-0.0016132977325469255,0.2989408075809479,0.2032226324081421,0.5201468467712402,0.3378419280052185,0.3029961884021759,0.38314947485923767,0.2097204476594925,0.31091248989105225
eisner,0.15956594049930573,0.3284912705421448,0.2995339334011078,1.0000001192092896,0.01924777962267399,0.15421390533447266,0.17831236124038696,0.2135956734418869,0.2801930010318756,0.18706358969211578,0.17055608332157135,0.26641231775283813,0.19891394674777985
's,0.02692362666130066,0.008974763564765453,-0.037305716425180435,0.01924777962267399,0.9999999403953552,0.032559316605329514,0.09795784205198288,-0.037580832839012146,0.047556519508361816,0.01301188487559557,-0.08481216430664062,0.06670809537172318,-0.023395681753754616
main,0.2344268560409546,0.21035033464431763,0.08990374952554703,0.15421390533447266,0.032559316605329514,1.0000001192092896,0.11213856935501099,0.28862449526786804,0.143780916929245,0.14812199771404266,0.2409709095954895,0.09939103573560715,0.1665669083595276
credit,0.24852240085601807,0.15692640841007233,0.07259106636047363,0.17831236124038696,0.09795784205198288,0.11213856935501099,0.9999999403953552,0.07863761484622955,0.2684380114078522,0.2615073025226593,0.14802943170070648,0.14387086033821106,0.13371090590953827
at,0.2838611304759979,0.36707764863967896,0.18611879646778107,0.17055608332157135,-0.08481216430664062,0.2409709095954895,0.14802943170070648,0.4374977946281433,0.27659502625465393,0.3956010341644287,1.0,0.12953892350196838,0.21978627145290375
abc,0.1317344456911087,0.21565799415111542,0.18892745673656464,0.26641231775283813,0.06670809537172318,0.09939103573560715,0.14387086033821106,0.1697147786617279,0.18588677048683167,0.17553414404392242,0.12953892350196838,1.0000001192092896,0.19065172970294952
was,0.22111038863658905,1.0000001192092896,0.2856155037879944,0.3284912705421448,0.008974763564765453,0.21035033464431763,0.15692640841007233,0.45514053106307983,0.4405253231525421,0.3641340136528015,0.36707764863967896,0.21565799415111542,0.18412111699581146
for,0.3017193675041199,0.3863949179649353,0.15234217047691345,0.2398267537355423,-0.07241261005401611,0.27491986751556396,0.2668331563472748,0.4322226941585541,0.39312878251075745,0.3992156386375427,0.34237727522850037,0.22510288655757904,0.264628142118454
developing,0.22094523906707764,0.20219255983829498,0.09194494038820267,0.11763384193181992,-0.02905133366584778,0.19920548796653748,0.19455817341804504,0.2911061644554138,0.20220740139484406,0.25166866183280945,0.18731263279914856,0.09577266871929169,0.1301516592502594
youth-oriented,0.21665030717849731,0.2403569221496582,0.2277626097202301,0.2197459489107132,0.09061840921640396,0.24358610808849335,0.1298058032989502,0.285653293132782,0.23321828246116638,0.22417131066322327,0.278643399477005,0.26477178931236267,0.2040797770023346
