,what,was,germany,'s,central,interest,?
he,0.3114890456199646,0.5410010814666748,0.3080921769142151,0.024063590914011,0.20146983861923218,0.23327377438545227,0.2089974731206894
felt,0.31107643246650696,0.3879420757293701,0.17948848009109497,0.0640573799610138,0.15642984211444855,0.18318124115467072,0.17489777505397797
that,0.6297725439071655,0.33670201897621155,0.22514168918132782,0.04397977516055107,0.23977944254875183,0.33937549591064453,0.32716336846351624
colonies,0.20822033286094666,0.21739500761032104,0.19821318984031677,0.06124969571828842,0.1665782630443573,0.232296884059906,0.07886616140604019
did,0.4259131848812103,0.41399896144866943,0.2132834792137146,0.05069678649306297,0.14962437748908997,0.21788068115711212,0.3023456633090973
not,0.5449194312095642,0.2888734042644501,0.21895603835582733,0.002583299996331334,0.18825478851795197,0.27247488498687744,0.41942933201789856
pay,0.2870062291622162,0.19225089251995087,0.1569010615348816,0.11794386804103851,0.06437031924724579,0.2676292359828949,0.19821009039878845
for,0.3017193675041199,0.3863949179649353,0.2319389283657074,-0.07241261005401611,0.20646226406097412,0.2997593283653259,0.264628142118454
themselves,0.34807315468788147,0.1582118272781372,0.15227997303009033,-0.02318161353468895,0.09896549582481384,0.20247934758663177,0.20170879364013672
",",0.3087472915649414,0.45456063747406006,0.2898865044116974,-0.0016132977325469255,0.2587154507637024,0.2741461396217346,0.31091248989105225
that,0.6297725439071655,0.33670201897621155,0.22514168918132782,0.04397977516055107,0.23977944254875183,0.33937549591064453,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,0.3181285262107849,-0.01540423184633255,0.3417201042175293,0.197127103805542,0.22068053483963013
german,0.1960553526878357,0.26016926765441895,0.69117671251297,0.07066776603460312,0.1186656579375267,0.1578240841627121,0.13978645205497742
bureaucratic,0.36574700474739075,0.17415206134319305,0.15607959032058716,0.00022479532344732434,0.1499801129102707,0.2933691740036011,0.3583265542984009
system,0.23557309806346893,0.2147521674633026,0.13520540297031403,0.04329425096511841,0.3090604245662689,0.12245584279298782,0.15556083619594574
would,0.45766422152519226,0.41663143038749695,0.18950334191322327,0.036968596279621124,0.15479539334774017,0.2439950704574585,0.37178951501846313
not,0.5449194312095642,0.2888734042644501,0.21895603835582733,0.002583299996331334,0.18825478851795197,0.27247488498687744,0.41942933201789856
work,0.3762225806713104,0.24745555222034454,0.1901056319475174,-0.03332063928246498,0.13665343821048737,0.33891552686691284,0.2621155381202698
well,0.4154493808746338,0.3130364418029785,0.2151825726032257,-0.0049502006731927395,0.20551922917366028,0.2772248685359955,0.24815571308135986
in,0.30808621644973755,0.45514053106307983,0.3642844259738922,-0.037580832839012146,0.30844059586524963,0.27232617139816284,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.3181285262107849,-0.01540423184633255,0.3417201042175293,0.197127103805542,0.22068053483963013
tropics,0.20271454751491547,0.12298079580068588,0.1924375295639038,0.08029016107320786,0.2661886215209961,0.24618445336818695,0.151444211602211
and,0.31309178471565247,0.3740963041782379,0.29381805658340454,0.06895173341035843,0.2465941160917282,0.26105934381484985,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.3181285262107849,-0.01540423184633255,0.3417201042175293,0.197127103805542,0.22068053483963013
diplomatic,0.18957316875457764,0.1641540825366974,0.2079116404056549,-0.09958066046237946,0.15240338444709778,0.19679708778858185,0.17442072927951813
disputes,0.3852773606777191,0.17926274240016937,0.15137603878974915,0.012856809422373772,0.18269316852092743,0.3352647125720978,0.2840479910373688
over,0.28007611632347107,0.24486446380615234,0.20113405585289001,0.016215575858950615,0.2639354467391968,0.2154693752527237,0.25742942094802856
colonies,0.20822033286094666,0.21739500761032104,0.19821318984031677,0.06124969571828842,0.1665782630443573,0.232296884059906,0.07886616140604019
would,0.45766422152519226,0.41663143038749695,0.18950334191322327,0.036968596279621124,0.15479539334774017,0.2439950704574585,0.37178951501846313
distract,0.3476234972476959,0.089339479804039,0.16776028275489807,0.007778743747621775,0.017029710114002228,0.21786019206047058,0.19661304354667664
germany,0.21690446138381958,0.2618768811225891,1.0,0.07082316279411316,0.14650852978229523,0.16543461382389069,0.1388660967350006
from,0.2737620174884796,0.31171464920043945,0.18705032765865326,-0.01936490088701248,0.2553580701351166,0.2099333554506302,0.19969791173934937
its,0.30393704771995544,0.3518870174884796,0.23510928452014923,0.03202139586210251,0.2514321208000183,0.21241506934165955,0.15103481709957123
central,0.17723965644836426,0.21519865095615387,0.14650852978229523,-0.03171226754784584,1.0,0.1224440410733223,0.14787602424621582
interest,0.23849236965179443,0.18275634944438934,0.16543461382389069,-0.04592332988977432,0.1224440410733223,1.0000001192092896,0.2411724328994751
",",0.3087472915649414,0.45456063747406006,0.2898865044116974,-0.0016132977325469255,0.2587154507637024,0.2741461396217346,0.31091248989105225
europe,0.17179538309574127,0.2931758761405945,0.44431573152542114,0.08762212097644806,0.2893555164337158,0.17907801270484924,0.18278923630714417
itself,0.3625122308731079,0.24240277707576752,0.19191883504390717,-0.024358876049518585,0.2510429918766022,0.1881529688835144,0.17933900654315948
.,0.3567904531955719,0.40146201848983765,0.28498756885528564,-0.003708066651597619,0.3193301260471344,0.2713910639286041,0.4130953550338745
