,what,is,the,largest,ctenophore,?
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.2674221694469452,0.20682582259178162,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.23992078006267548,0.30906161665916443,0.24591213464736938
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.17506080865859985,0.22179535031318665,0.19645625352859497
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.2938424348831177,0.25105637311935425,0.18314571678638458
species,0.14617158472537994,0.2673557698726654,0.2522439956665039,0.24821019172668457,0.562263011932373,0.1957087516784668
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.18335451185703278,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.16282805800437927,0.1578265279531479,0.2433311939239502
worldwide,0.20704631507396698,0.20722445845603943,0.2698158025741577,0.34583815932273865,0.19596432149410248,0.2253960371017456
distribution,0.17429208755493164,0.2414398044347763,0.27569329738616943,0.23217572271823883,0.26624131202697754,0.0929616317152977
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.1891518235206604,0.20430970191955566
warm,0.23657123744487762,0.26076000928878784,0.2764509320259094,0.11212822794914246,0.24769100546836853,0.15442228317260742
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.18335451185703278,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.19002923369407654,0.20544172823429108
warm-temperate,0.23718157410621643,0.305122435092926,0.26691585779190063,0.24247680604457855,0.35457202792167664,0.22368434071540833
waters,0.14115752279758453,0.21883726119995117,0.2699524164199829,0.14148063957691193,0.2897542417049408,0.135763481259346
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.07544846087694168,-0.10940053313970566,-0.07156077772378922
cestum,0.25229960680007935,0.23238034546375275,0.26966768503189087,0.2277076244354248,0.42654943466186523,0.3049270808696747
veneris,0.15685787796974182,0.1759326308965683,0.23074880242347717,0.10494890064001083,0.1984701007604599,0.07872956246137619
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21258211135864258,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.22254644334316254,0.0685480609536171
venus,0.14404770731925964,0.18782970309257507,0.19138097763061523,0.06634591519832611,0.27506792545318604,0.1349031776189804
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.23450976610183716,0.16709434986114502,0.330942302942276
girdle,0.17209017276763916,0.2290012091398239,0.305755078792572,0.1824580579996109,0.44177791476249695,0.1142316684126854
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,0.02756301313638687,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.1869947910308838,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.3413417339324951,0.23042532801628113,0.22961433231830597
among,0.21154822409152985,0.21956473588943481,0.3507058024406433,0.2728939950466156,0.25911232829093933,0.14343059062957764
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2813475728034973,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.21512992680072784,0.12401245534420013
ctenophores,0.2505159080028534,0.22332732379436493,0.2543465793132782,0.20120219886302948,0.9598069787025452,0.2054179310798645
–,0.13008765876293182,0.1436920464038849,0.2607575058937073,0.1807384341955185,0.14179196953773499,0.2714554965496063
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.20254385471343994,0.16632984578609467,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.18687231838703156,0.19780312478542328,0.29463258385658264
1.5,-0.03446419537067413,0.012740067206323147,-0.0306364968419075,-0.02780134417116642,-0.03892384096980095,0.007378216367214918
meters,0.18113063275814056,0.2669205069541931,0.303559809923172,0.36373937129974365,0.27127575874328613,0.13794536888599396
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21258211135864258,0.40561532974243164
4.9,0.21564428508281708,0.20245353877544403,0.2861879765987396,0.23375698924064636,0.18693479895591736,0.12680739164352417
ft,0.20828482508659363,0.17731311917304993,0.16553674638271332,0.29310426115989685,0.2630726993083954,0.17776548862457275
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.1869947910308838,0.42300865054130554
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.20677107572555542,0.24657543003559113,0.19699987769126892
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.18335451185703278,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.19002923369407654,0.20544172823429108
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.18045809864997864,0.31543269753456116,0.3226337134838104
undulate,0.24325424432754517,0.21317420899868011,0.26652076840400696,0.17329919338226318,0.4919748902320862,0.15502730011940002
slowly,0.24897323548793793,0.19399799406528473,0.30282843112945557,0.11183375865221024,0.20289070904254913,0.10119781643152237
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.15706036984920502,0.31950289011001587,0.32389625906944275
quite,0.4139309525489807,0.3340429961681366,0.3001116216182709,0.12957969307899475,0.2995600700378418,0.2597154676914215
rapidly,0.20276354253292084,0.16968868672847748,0.26927268505096436,0.18360315263271332,0.2507849633693695,0.11245343834161758
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.2398306131362915,0.4130953550338745
