,in,what,city,'s,marriott,did,the,panthers,stay,?
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,-0.01540423184633255,0.2137458175420761,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.22068053483963013
panthers,0.2115829735994339,0.17002959549427032,0.24239873886108398,0.06940732896327972,0.2338441163301468,0.189295694231987,0.2602776288986206,0.9999999403953552,0.2102188616991043,0.16608978807926178
used,0.3090210556983948,0.27546408772468567,0.14128099381923676,0.00600846204906702,0.06827952712774277,0.30443844199180603,0.3718377649784088,0.11825588345527649,0.20226168632507324,0.22430120408535004
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,-0.01540423184633255,0.2137458175420761,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.22068053483963013
san,0.2617562413215637,0.19375550746917725,0.32193511724472046,-0.022058377042412758,0.21666410565376282,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.1256573349237442,0.10952327400445938
jose,0.12591789662837982,0.14773352444171906,0.15809156000614166,0.07878328859806061,0.2842751741409302,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.159159854054451,0.06250977516174316
state,0.33316072821617126,0.24273863434791565,0.4248887002468109,0.038451772183179855,0.219463050365448,0.152080237865448,0.3097178041934967,0.21158847212791443,0.1801750212907791,0.1160883978009224
practice,0.24572531878948212,0.2749895751476288,0.10737371444702148,0.06984969228506088,0.18456484377384186,0.256716251373291,0.27333036065101624,0.18023143708705902,0.21176418662071228,0.21386858820915222
facility,0.23319417238235474,0.13735945522785187,0.24422498047351837,-0.023819494992494583,0.21303799748420715,0.12269388139247894,0.19252020120620728,0.1516900211572647,0.1637221872806549,0.12783357501029968
and,0.4954058527946472,0.31309178471565247,0.2827445864677429,0.06895173341035843,0.32654210925102234,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.279899924993515,0.20544172823429108
stayed,0.29930081963539124,0.19541862607002258,0.21747787296772003,0.04686899110674858,0.16563761234283447,0.42530572414398193,0.3768083155155182,0.17210689187049866,0.5232035517692566,0.06590735167264938
at,0.4374977946281433,0.2838611304759979,0.2310783565044403,-0.08481216430664062,0.2200389802455902,0.28390252590179443,0.457212895154953,0.21283596754074097,0.23286797106266022,0.21978627145290375
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,-0.01540423184633255,0.2137458175420761,0.34736719727516174,1.0,0.2602776288986206,0.2869375944137573,0.22068053483963013
san,0.2617562413215637,0.19375550746917725,0.32193511724472046,-0.022058377042412758,0.21666410565376282,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.1256573349237442,0.10952327400445938
jose,0.12591789662837982,0.14773352444171906,0.15809156000614166,0.07878328859806061,0.2842751741409302,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.159159854054451,0.06250977516174316
marriott,0.3011830151081085,0.09404444694519043,0.29351794719696045,-0.040775906294584274,1.0,0.17210820317268372,0.2137458175420761,0.2338441163301468,0.1887931078672409,0.16338540613651276
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,-0.003708066651597619,0.3352230489253998,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.3077605068683624,0.4130953550338745
