,who,tackled,the,carolina,panthers,',quarterback,just,before,the,end,of,the,first,half,?
but,0.4487357437610626,0.26887330412864685,0.4859698414802551,0.1685098558664322,0.19083257019519806,0.33652931451797485,0.1965695172548294,0.6024966835975647,0.413316935300827,0.4859698414802551,0.2667407691478729,0.39942997694015503,0.4859698414802551,0.34309494495391846,0.27247828245162964,0.27921953797340393
with,0.3282766342163086,0.2434600442647934,0.4223487675189972,0.1565731316804886,0.23276561498641968,0.2546919286251068,0.1795865148305893,0.30194807052612305,0.32654517889022827,0.4223487675189972,0.23444485664367676,0.41827285289764404,0.4223487675189972,0.2691199779510498,0.2849871516227722,0.2433311939239502
11,0.11859084665775299,0.039890650659799576,-0.0219515822827816,0.028496049344539642,-0.007205528672784567,-0.01764361932873726,0.007623498328030109,-0.028521230444312096,-0.0024110807571560144,-0.0219515822827816,-0.12467221170663834,-0.022359032183885574,-0.0219515822827816,0.010843289084732533,-0.0578436441719532,-0.04295448586344719
seconds,0.16846957802772522,0.19097962975502014,0.1997634470462799,0.10023333877325058,0.2115422487258911,0.1689596176147461,0.2367209643125534,0.2884201109409332,0.3469697833061218,0.1997634470462799,0.15851831436157227,0.13684065639972687,0.1997634470462799,0.30911749601364136,0.2934293746948242,0.20335537195205688
left,0.24052289128303528,0.20158961415290833,0.33113980293273926,0.1195613220334053,0.27322229743003845,0.2038896083831787,0.18359439074993134,0.2473597675561905,0.3031454086303711,0.33113980293273926,0.2131517082452774,0.2218635529279709,0.33113980293273926,0.20286494493484497,0.1788269281387329,0.13251960277557373
",",0.3365725874900818,0.24003246426582336,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.5178600549697876,0.2844501733779907,0.43425118923187256,0.3156566619873047,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.26690807938575745,0.31091248989105225
newton,0.19243690371513367,0.19945119321346283,0.1876603662967682,0.2037651538848877,0.2555108666419983,0.22279679775238037,0.29465755820274353,0.2019849717617035,0.12461631745100021,0.1876603662967682,0.06915309280157089,0.18479612469673157,0.1876603662967682,0.2017267495393753,0.11401809751987457,0.09645649790763855
was,0.3318818509578705,0.1998705118894577,0.48711544275283813,0.26687008142471313,0.2605615258216858,0.33675912022590637,0.24103644490242004,0.29934245347976685,0.38607707619667053,0.48711544275283813,0.19220198690891266,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.21022500097751617,0.18412111699581146
sacked,0.21875178813934326,0.37735554575920105,0.23815631866455078,0.12821082770824432,0.252092182636261,0.17518527805805206,0.3611829876899719,0.18107011914253235,0.24248571693897247,0.23815631866455078,0.24439190328121185,0.21375003457069397,0.23815631866455078,0.16517746448516846,0.14904317259788513,0.07766196876764297
by,0.39727845788002014,0.15039530396461487,0.4408751428127289,0.1935426890850067,0.16948609054088593,0.2610379159450531,0.12718109786510468,0.2508312165737152,0.37709173560142517,0.4408751428127289,0.19136181473731995,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.22449548542499542,0.17966607213020325
demarcus,0.3140353262424469,0.19573380053043365,0.23321470618247986,0.2424400895833969,0.2826589345932007,0.21084877848625183,0.207403764128685,0.22449593245983124,0.14174367487430573,0.23321470618247986,0.14951692521572113,0.1904100626707077,0.23321470618247986,0.24397456645965576,0.12953998148441315,0.20002961158752441
ware,0.1765473484992981,0.19464312493801117,0.14636042714118958,0.19701598584651947,0.16047225892543793,0.1940423846244812,0.24762281775474548,0.13561981916427612,0.1267959028482437,0.14636042714118958,0.07681696116924286,0.1784062534570694,0.14636042714118958,0.16772674024105072,0.07027461379766464,0.07426849752664566
as,0.3923053741455078,0.2744040787220001,0.48381632566452026,0.1645849645137787,0.2052529901266098,0.41391023993492126,0.2484835833311081,0.45285287499427795,0.3552539646625519,0.48381632566452026,0.23417671024799347,0.3886612355709076,0.48381632566452026,0.33842000365257263,0.23334455490112305,0.27043893933296204
time,0.36634087562561035,0.2710890471935272,0.43061500787734985,0.15216653048992157,0.2628815770149231,0.24727515876293182,0.24708299338817596,0.33381739258766174,0.4620465338230133,0.43061500787734985,0.2940249741077423,0.35127586126327515,0.43061500787734985,0.4013477563858032,0.2958219349384308,0.27391523122787476
expired,0.18601444363594055,0.2574966251850128,0.26217955350875854,0.13227006793022156,0.20331451296806335,0.20145830512046814,0.25319796800613403,0.24317136406898499,0.3622801601886749,0.26217955350875854,0.2738989591598511,0.16303057968616486,0.26217955350875854,0.26324257254600525,0.178346648812294,0.22768248617649078
in,0.2792111933231354,0.21225042641162872,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.4158826768398285,0.17283181846141815,0.3910168707370758,0.4155850410461426,0.6662389636039734,0.28539085388183594,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.25644969940185547,0.20430970191955566
the,0.3733934462070465,0.19332660734653473,1.0,0.24749229848384857,0.2602776288986206,0.474788099527359,0.23757418990135193,0.40061673521995544,0.45900648832321167,1.0,0.39658910036087036,0.733189046382904,1.0,0.49448907375335693,0.3189295828342438,0.22068053483963013
