,when,have,lutheran,churches,repudiated,luther,'s,statements,about,the,jews,?
since,0.42774689197540283,0.47784632444381714,0.1645810455083847,0.17655505239963531,0.25100404024124146,0.11990752816200256,-0.04899144917726517,0.24443289637565613,0.2784513235092163,0.4054957628250122,0.2068002074956894,0.2876587212085724
the,0.5091903209686279,0.40389683842658997,0.20315466821193695,0.2626241147518158,0.34500056505203247,0.1759674996137619,-0.01540423184633255,0.20045673847198486,0.37995871901512146,1.0,0.24901628494262695,0.22068053483963013
1980s,-0.038990430533885956,0.0777403861284256,0.08418901264667511,0.14382100105285645,0.03190150484442711,-0.05761978402733803,0.1363120675086975,-0.056553568691015244,-0.08300752192735672,0.07890266180038452,0.046645402908325195,-0.0718669518828392
",",0.36674630641937256,0.3541618287563324,0.26864951848983765,0.247207909822464,0.27965402603149414,0.23255878686904907,-0.0016132977325469255,0.2683500051498413,0.3877100944519043,0.4933079481124878,0.27184903621673584,0.31091248989105225
lutheran,0.1024550050497055,0.13573041558265686,1.0000001192092896,0.6009778380393982,0.2539145350456238,0.7014965415000916,0.04349266365170479,0.2561499774456024,0.17368723452091217,0.20315466821193695,0.30448025465011597,0.1752520203590393
church,0.20053261518478394,0.14373023808002472,0.6308091282844543,0.7955681681632996,0.25976812839508057,0.379041463136673,0.023664841428399086,0.19181421399116516,0.21815736591815948,0.23846197128295898,0.2682075798511505,0.18081501126289368
denominations,0.14523880183696747,0.29261404275894165,0.5341786742210388,0.6168503761291504,0.30883312225341797,0.3116074502468109,0.01839645765721798,0.3940863311290741,0.16006027162075043,0.2641148269176483,0.3624807596206665,0.2765534520149231
have,0.40555819869041443,0.9999999403953552,0.13573041558265686,0.22720080614089966,0.3053799867630005,0.12011514604091644,-0.02807004563510418,0.30770769715309143,0.3940475583076477,0.40389683842658997,0.21302759647369385,0.32991164922714233
repudiated,0.29499557614326477,0.3053799867630005,0.2539145350456238,0.27410128712654114,1.0,0.17365041375160217,-0.030257439240813255,0.2806767523288727,0.26831603050231934,0.34500056505203247,0.2798697054386139,0.15507285296916962
martin,0.18206718564033508,0.11276717483997345,0.3803090453147888,0.2257714420557022,0.07901863008737564,0.6228963136672974,0.07599356025457382,0.1306571364402771,0.1383993774652481,0.22029393911361694,0.10628208518028259,0.060103293508291245
luther,0.14516782760620117,0.12011514604091644,0.7014965415000916,0.36007383465766907,0.17365041375160217,1.0,-0.009990512393414974,0.24558140337467194,0.203048437833786,0.1759674996137619,0.24326977133750916,0.1732746809720993
's,-0.03368149697780609,-0.02807004563510418,0.04349266365170479,0.048431213945150375,-0.030257439240813255,-0.009990512393414974,0.9999999403953552,-0.018237370997667313,-0.020936643704771996,-0.01540423184633255,0.017030835151672363,-0.023395681753754616
statements,0.24497102200984955,0.30770769715309143,0.2561499774456024,0.279537171125412,0.2806767523288727,0.24558140337467194,-0.018237370997667313,1.0,0.2562873661518097,0.20045673847198486,0.20298302173614502,0.28064221143722534
against,0.32684949040412903,0.2534869611263275,0.14911162853240967,0.1461246758699417,0.3126192092895508,0.18804924190044403,-0.0006242102244868875,0.23772896826267242,0.1949513703584671,0.3090755045413971,0.28023698925971985,0.18095137178897858
the,0.5091903209686279,0.40389683842658997,0.20315466821193695,0.2626241147518158,0.34500056505203247,0.1759674996137619,-0.01540423184633255,0.20045673847198486,0.37995871901512146,1.0,0.24901628494262695,0.22068053483963013
jews,0.2035551369190216,0.21302759647369385,0.30448025465011597,0.35537225008010864,0.2798697054386139,0.24326977133750916,0.017030835151672363,0.20298302173614502,0.20877037942409515,0.24901628494262695,1.0000001192092896,0.16730794310569763
and,0.4716290831565857,0.4711785912513733,0.20310066640377045,0.27674582600593567,0.26852548122406006,0.20796556770801544,0.06895173341035843,0.2422226220369339,0.3875081241130829,0.5171257257461548,0.2555774748325348,0.20544172823429108
have,0.40555819869041443,0.9999999403953552,0.13573041558265686,0.22720080614089966,0.3053799867630005,0.12011514604091644,-0.02807004563510418,0.30770769715309143,0.3940475583076477,0.40389683842658997,0.21302759647369385,0.32991164922714233
rejected,0.2661008834838867,0.23449333012104034,0.31197723746299744,0.2917890250682831,0.4538523852825165,0.21717029809951782,-0.04478023573756218,0.3173485994338989,0.19047629833221436,0.2610994279384613,0.23265841603279114,0.20434792339801788
the,0.5091903209686279,0.40389683842658997,0.20315466821193695,0.2626241147518158,0.34500056505203247,0.1759674996137619,-0.01540423184633255,0.20045673847198486,0.37995871901512146,1.0,0.24901628494262695,0.22068053483963013
use,0.3298092782497406,0.4805850088596344,0.13385698199272156,0.23418433964252472,0.15639880299568176,0.10849796235561371,0.004619393963366747,0.29606419801712036,0.2576371729373932,0.34342584013938904,0.18295027315616608,0.32795652747154236
