,in,what,year,was,the,great,internet,mersenne,prime,search,project,conducted,?
some,0.4010399878025055,0.4491020441055298,0.15327271819114685,0.21528802812099457,0.4566698372364044,0.25469303131103516,0.21682681143283844,0.2572198510169983,0.12270823866128922,0.23851676285266876,0.21081925928592682,0.19444343447685242,0.2562315762042999
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.3168134391307831,0.16397756338119507,0.26412224769592285,0.23935265839099884,0.14824159443378448,0.17578177154064178,0.22415050864219666,0.1826142966747284
these,0.3791837692260742,0.4164220690727234,0.1818191558122635,0.19784674048423767,0.49086877703666687,0.2313079982995987,0.22391334176063538,0.2633169889450073,0.13393478095531464,0.20078931748867035,0.17580462992191315,0.203453928232193,0.2571668326854706
primes,0.20882321894168854,0.2505246102809906,0.1619928777217865,0.17198164761066437,0.22359657287597656,0.13140133023262024,0.18468859791755676,0.5664515495300293,0.7104739546775818,0.21247635781764984,0.154392272233963,0.16281478106975555,0.18851876258850098
have,0.36843645572662354,0.39808809757232666,0.23220738768577576,0.2863433063030243,0.40389683842658997,0.24053381383419037,0.21882331371307373,0.24725674092769623,0.1710582673549652,0.24858781695365906,0.24547767639160156,0.17665614187717438,0.32991164922714233
been,0.3515113592147827,0.2567804455757141,0.2560553550720215,0.518218457698822,0.3563927710056305,0.1965983361005783,0.2130676805973053,0.21839949488639832,0.13680292665958405,0.17184017598628998,0.2192811518907547,0.24225592613220215,0.24354910850524902
found,0.39141854643821716,0.1796332150697708,0.11378120630979538,0.18447895348072052,0.3452354073524475,0.15546762943267822,0.18258021771907806,0.27770739793777466,0.11974391341209412,0.3163836896419525,0.06454657018184662,0.2018323689699173,0.16790300607681274
using,0.2717311978340149,0.27984681725502014,0.13926532864570618,0.18766598403453827,0.28364112973213196,0.0759725570678711,0.2539142668247223,0.2334136962890625,0.11161793023347855,0.259478896856308,0.22450609505176544,0.16179794073104858,0.2804589569568634
distributed,0.2443390041589737,0.12753748893737793,0.18966132402420044,0.1954849809408188,0.28740596771240234,0.17000484466552734,0.2860777676105499,0.2614028751850128,0.19016781449317932,0.21134814620018005,0.24614132940769196,0.2151051163673401,0.08428370952606201
computing,0.1926073431968689,0.22399358451366425,0.1980363428592682,0.13594935834407806,0.20952925086021423,0.16840672492980957,0.4142758846282959,0.33900049328804016,0.17900057137012482,0.2650528848171234,0.30453938245773315,0.17389753460884094,0.1869615614414215
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2178412526845932,0.206785187125206,0.2881612479686737,0.17658381164073944,0.23011313378810883,0.23938670754432678,0.1726469248533249,0.4130953550338745
,in,what,year,was,the,great,internet,mersenne,prime,search,project,conducted,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.23348836600780487,0.15279750525951385,0.21984080970287323,0.18097394704818726,0.1635878086090088,0.16277937591075897,0.31342044472694397,0.20430970191955566
2009,-0.28531888127326965,-0.2519478499889374,-0.13903464376926422,-0.17510849237442017,-0.23935742676258087,-0.18166029453277588,-0.1519515961408615,-0.2531561851501465,-0.16843141615390778,-0.16609777510166168,-0.15713562071323395,-0.2037314772605896,-0.2287932187318802
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.29579275846481323,0.17182038724422455,0.29002073407173157,0.2565026581287384,0.21006807684898376,0.24875426292419434,0.23980332911014557,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.2822027802467346,0.2156122475862503,0.2577901780605316,0.19960100948810577,0.23126746714115143,0.2027820199728012,0.25795331597328186,0.22068053483963013
great,0.23348836600780487,0.2562883198261261,0.12131180614233017,0.19652196764945984,0.2822027802467346,1.0,0.10238499939441681,0.1926053762435913,0.16173622012138367,0.13834534585475922,0.17354144155979156,0.1615067422389984,0.13135133683681488
internet,0.15279750525951385,0.1770392656326294,0.14793585240840912,0.19319117069244385,0.2156122475862503,0.10238499939441681,1.0,0.26588284969329834,0.11890927702188492,0.2968921959400177,0.25460973381996155,0.1847817301750183,0.23314887285232544
mersenne,0.21984080970287323,0.24111336469650269,0.1675068885087967,0.21245545148849487,0.2577901780605316,0.1926053762435913,0.26588284969329834,1.0000001192092896,0.420093297958374,0.27016007900238037,0.15148015320301056,0.16725265979766846,0.22092168033123016
prime,0.18097394704818726,0.15586113929748535,0.14562512934207916,0.21048103272914886,0.19960100948810577,0.16173622012138367,0.11890927702188492,0.420093297958374,1.0,0.14938753843307495,0.10935943573713303,0.10503485798835754,0.11276303976774216
search,0.1635878086090088,0.20825417339801788,0.18576709926128387,0.10399880260229111,0.23126746714115143,0.13834534585475922,0.2968921959400177,0.27016007900238037,0.14938753843307495,1.0,0.24966011941432953,0.10268260538578033,0.23093242943286896
project,0.16277937591075897,0.27033838629722595,0.17025868594646454,0.17915812134742737,0.2027820199728012,0.17354144155979156,0.25460973381996155,0.15148015320301056,0.10935943573713303,0.24966011941432953,1.0,0.1895797699689865,0.30569031834602356
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.19652196764945984,0.19319117069244385,0.21245545148849487,0.21048103272914886,0.10399880260229111,0.17915812134742737,0.28831079602241516,0.18412111699581146
awarded,0.25735601782798767,0.0973663404583931,0.30510014295578003,0.30614012479782104,0.24971646070480347,0.1381089985370636,0.05138023570179939,0.10984452813863754,0.11506067961454391,0.025609686970710754,0.0922776460647583,0.30009016394615173,0.1431703418493271
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.21836373209953308,0.2250564843416214,0.23936179280281067,0.17998681962490082,0.18985043466091156,0.2328382134437561,0.1929338276386261,0.23916715383529663
us,0.19746538996696472,0.32081687450408936,0.17973962426185608,0.19898231327533722,0.25727739930152893,0.1260295808315277,0.12919259071350098,0.21263624727725983,0.1244615986943245,0.18886932730674744,0.20404070615768433,0.11736363172531128,0.2742428481578827
$,0.21616753935813904,0.24858909845352173,0.30956965684890747,0.23838669061660767,0.23367542028427124,0.13563941419124603,0.15298841893672943,0.10237754136323929,0.14078696072101593,0.18393674492835999,0.18965274095535278,0.11825229972600937,0.2786129117012024
"100,000",0.05864831805229187,0.05318872258067131,0.09940513968467712,0.07360007613897324,0.12082944065332413,0.028634652495384216,0.06173980236053467,0.26599058508872986,0.11925442516803741,0.09330940991640091,0.02852519601583481,0.12757110595703125,0.035472359508275986
prize,0.21274791657924652,0.1654435694217682,0.2223391830921173,0.2402031123638153,0.18969248235225677,0.15773840248584747,0.06896666437387466,0.1855735182762146,0.22836096584796906,0.10327775776386261,0.14309662580490112,0.19805869460105896,0.14158497750759125
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.19302397966384888,0.2189805507659912,0.18955709040164948,0.17833133041858673,0.277881920337677,0.2228124439716339,0.27309373021125793,0.264628142118454
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.2416098713874817,0.11781787872314453,0.2387157529592514,0.21695679426193237,0.1511324942111969,0.2069343626499176,0.22892512381076813,0.18701928853988647
discovering,0.29678213596343994,0.22784562408924103,0.10954113304615021,0.26701831817626953,0.32662686705589294,0.20137055218219757,0.131418839097023,0.22681687772274017,0.14697977900505066,0.28766632080078125,0.18157155811786652,0.21637165546417236,0.12564857304096222
