,how,many,huguenots,were,killed,in,toulouse,?
the,0.33890387415885925,0.4335206151008606,0.30745792388916016,0.3906462490558624,0.23115427792072296,0.6662389636039734,0.2196681797504425,0.22068053483963013
main,0.1668178290128708,0.27179279923439026,0.1411077082157135,0.16944953799247742,0.10158750414848328,0.28862449526786804,0.14249275624752045,0.1665669083595276
provincial,0.11071878671646118,0.17517153918743134,0.17002533376216888,0.1574000120162964,0.15390731394290924,0.22605130076408386,0.12483658641576767,0.11250471323728561
towns,0.049285225570201874,0.2392546385526657,0.2490314096212387,0.27066606283187866,0.1969119906425476,0.2862590253353119,0.15559163689613342,0.1348545402288437
and,0.33647966384887695,0.5296266674995422,0.28783127665519714,0.42175528407096863,0.23023393750190735,0.4954058527946472,0.27180927991867065,0.20544172823429108
cities,0.10434838384389877,0.2867770195007324,0.21641027927398682,0.2273229956626892,0.19172148406505585,0.32293570041656494,0.22319523990154266,0.13339310884475708
experiencing,0.33027827739715576,0.28887704014778137,0.20419013500213623,0.18949387967586517,0.2775898277759552,0.28785714507102966,0.16992595791816711,0.19664378464221954
the,0.33890387415885925,0.4335206151008606,0.30745792388916016,0.3906462490558624,0.23115427792072296,0.6662389636039734,0.2196681797504425,0.22068053483963013
massacre,0.11958529055118561,0.1382083296775818,0.3301491439342499,0.2701851725578308,0.47948741912841797,0.223619282245636,0.23650366067886353,0.17941462993621826
were,0.2082374095916748,0.4804460406303406,0.2728680968284607,1.0000001192092896,0.3441145420074463,0.3815755248069763,0.16525837779045105,0.17890112102031708
aix,0.17593565583229065,0.2372702956199646,0.43032175302505493,0.1235884353518486,0.0788910835981369,0.28458723425865173,0.4865734279155731,0.18906499445438385
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
bordeaux,0.1515190452337265,0.18719767034053802,0.39534246921539307,0.14897753298282623,0.13551747798919678,0.24262046813964844,0.5584426522254944,0.15625910460948944
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
bourges,0.12068836390972137,0.15320022404193878,0.46879276633262634,0.18280541896820068,0.13871505856513977,0.23793143033981323,0.47393855452537537,0.09308771044015884
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
lyons,0.2109772264957428,0.2002422958612442,0.30825597047805786,0.26165854930877686,0.2318795770406723,0.23570628464221954,0.32756710052490234,0.18846431374549866
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
meaux,0.15903006494045258,0.21489006280899048,0.45322728157043457,0.22514285147190094,0.17703917622566223,0.2381942868232727,0.48504096269607544,0.1869475096464157
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
orleans,0.17430447041988373,0.20345625281333923,0.34161248803138733,0.1871853917837143,0.21185731887817383,0.20925204455852509,0.21472765505313873,0.13097690045833588
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
rouen,0.18114084005355835,0.18654167652130127,0.5829446911811829,0.23173750936985016,0.19725000858306885,0.1899111121892929,0.4922594428062439,0.14388547837734222
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
toulouse,0.1414119303226471,0.18945440649986267,0.37342962622642517,0.16525837779045105,0.1615205705165863,0.1930818259716034,1.0,0.1724051535129547
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.36755475401878357,0.3006497025489807,0.5201468467712402,0.24161787331104279,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28783127665519714,0.42175528407096863,0.23023393750190735,0.4954058527946472,0.27180927991867065,0.20544172823429108
troyes,0.21058504283428192,0.11497744172811508,0.4258172810077667,0.2546836733818054,0.21402086317539215,0.27108296751976013,0.4494098424911499,0.21500103175640106
.,0.3287222981452942,0.3974229395389557,0.2170230895280838,0.3378238379955292,0.2666846215724945,0.5591574311256409,0.26394498348236084,0.4130953550338745
