,his,poem,is,considered,the,first,kind,of,what,type,of,protest,?
it,0.2876833975315094,0.215616375207901,0.6328473687171936,0.3332322835922241,0.6251175999641418,0.3491429388523102,0.2979188859462738,0.38761502504348755,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.20172594487667084,0.25732165575027466
is,0.24372583627700806,0.21483896672725677,1.0,0.4096149802207947,0.5823672413825989,0.30889374017715454,0.3292753994464874,0.4854315221309662,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.16113008558750153,0.22961433231830597
perhaps,0.3027971088886261,0.240073561668396,0.3232467472553253,0.4075327217578888,0.35476016998291016,0.24426054954528809,0.2850916087627411,0.3375486433506012,0.45013323426246643,0.1953304260969162,0.3375486433506012,0.19905981421470642,0.4211712181568146
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
first,0.3241460621356964,0.2521473467350006,0.30889374017715454,0.22218865156173706,0.49448907375335693,1.0,0.21994365751743317,0.3536086082458496,0.28086137771606445,0.20709431171417236,0.3536086082458496,0.22153489291667938,0.18701928853988647
modern,0.21339957416057587,0.10500416904687881,0.24170172214508057,0.25818559527397156,0.3283970355987549,0.33161288499832153,0.23134341835975647,0.3482828736305237,0.2655639946460724,0.19044294953346252,0.3482828736305237,0.08147607743740082,0.12475407868623734
[,0.07722601294517517,0.02679523266851902,-0.06921151280403137,-0.044157255440950394,0.07130392640829086,0.08353309333324432,0.03352242708206177,0.010817250236868858,0.010752761736512184,0.052212439477443695,0.010817250236868858,0.15476463735103607,0.011015460826456547
vague,0.17529655992984772,0.22816354036331177,0.24515512585639954,0.3059546947479248,0.2252180129289627,0.18280668556690216,0.2536889910697937,0.22361907362937927,0.39795148372650146,0.14367340505123138,0.22361907362937927,0.17419077455997467,0.3467235267162323
],-0.008013250306248665,-0.02285684272646904,-0.02998926118016243,0.08716161549091339,-0.04779602214694023,0.09368002414703369,0.04124775528907776,-0.035044461488723755,-0.03775298595428467,0.044324640184640884,-0.035044461488723755,-0.0071324133314192295,-0.0022520492784678936
statement,0.2391558736562729,0.20406748354434967,0.24378558993339539,0.24829693138599396,0.20954233407974243,0.24768909811973572,0.3060300946235657,0.1980573982000351,0.39422667026519775,0.2071104794740677,0.1980573982000351,0.24828395247459412,0.28978636860847473
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
principle,0.20258104801177979,0.17666640877723694,0.20634804666042328,0.2334500104188919,0.24017377197742462,0.16994549334049225,0.3231324255466461,0.2430231273174286,0.3569014072418213,0.1916792243719101,0.2430231273174286,0.17353782057762146,0.2002675086259842
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
nonviolent,0.2773885428905487,0.12959006428718567,0.2062213271856308,0.20301015675067902,0.23885348439216614,0.18212832510471344,0.23524209856987,0.2696565091609955,0.27531832456588745,0.14284296333789825,0.2696565091609955,0.4924745559692383,0.23365403711795807
protest,0.21227677166461945,0.19679367542266846,0.16113008558750153,0.16218194365501404,0.25126034021377563,0.22153489291667938,0.1844654232263565,0.24564224481582642,0.20248152315616608,0.09403293579816818,0.24564224481582642,0.9999998807907104,0.1878921240568161
.,0.3119256794452667,0.16596515476703644,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.4345304071903229,0.21254374086856842,0.5352458953857422,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2598128020763397,0.4130953550338745
,his,poem,is,considered,the,first,kind,of,what,type,of,protest,?
following,0.2390999048948288,0.15189909934997559,0.21705439686775208,0.169228196144104,0.39779382944107056,0.27108168601989746,0.07907567918300629,0.3576679527759552,0.2506418824195862,0.04522080719470978,0.3576679527759552,0.1741293966770172,0.1555173695087433
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
peterloo,0.20974811911582947,0.2281935065984726,0.19484351575374603,0.11795809119939804,0.35128697752952576,0.20362704992294312,0.14522197842597961,0.3140549957752228,0.22300104796886444,0.14039476215839386,0.3140549957752228,0.2951388657093048,0.19034317135810852
massacre,0.18854345381259918,0.16608476638793945,0.13397537171840668,0.11253386735916138,0.23870180547237396,0.1885235458612442,0.11789402365684509,0.20526865124702454,0.16681800782680511,0.1022014170885086,0.20526865124702454,0.4120350182056427,0.17941462993621826
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
1819,-0.11509311944246292,-0.013834706507623196,-0.03865281119942665,-0.01988382264971733,-0.16549162566661835,-0.054013315588235855,0.11673898994922638,-0.16544584929943085,0.05345098301768303,0.045693427324295044,-0.16544584929943085,-0.10747124254703522,0.11997729539871216
",",0.3378419280052185,0.15003186464309692,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.34503069519996643,0.20629581809043884,0.4946078956127167,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2963520884513855,0.31091248989105225
poet,0.25210973620414734,0.6045802235603333,0.195703387260437,0.21140460669994354,0.14614954590797424,0.20325316488742828,0.06465042382478714,0.1686325967311859,0.10796449333429337,0.05475655570626259,0.1686325967311859,0.16991564631462097,0.16892145574092865
percy,0.32476216554641724,0.2046608179807663,0.18761098384857178,0.07813285291194916,0.24403482675552368,0.15305756032466888,0.16112102568149567,0.19737383723258972,0.15628266334533691,0.14234046638011932,0.19737383723258972,0.09018484503030777,0.13365407288074493
shelley,0.3374878764152527,0.26259467005729675,0.21151965856552124,0.1743009388446808,0.19734613597393036,0.21500998735427856,0.17770621180534363,0.15595409274101257,0.1713116317987442,0.17723064124584198,0.15595409274101257,0.1643563061952591,0.16777275502681732
wrote,0.37588781118392944,0.47295135259628296,0.23763930797576904,0.2372954934835434,0.2426944375038147,0.26172947883605957,0.26110371947288513,0.30241408944129944,0.2664989233016968,0.10234593600034714,0.30241408944129944,0.28878676891326904,0.19322504103183746
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
political,0.2937181890010834,0.12168172001838684,0.15203817188739777,0.2639535665512085,0.20477235317230225,0.13932327926158905,0.14884088933467865,0.27319738268852234,0.21846716105937958,0.03672046214342117,0.27319738268852234,0.34084561467170715,0.17130474746227264
poem,0.2791810929775238,1.0,0.21483896672725677,0.19566145539283752,0.22930538654327393,0.2521473467350006,0.1543428897857666,0.2282063513994217,0.19967712461948395,0.07566795498132706,0.2282063513994217,0.19679367542266846,0.17328360676765442
the,0.4394008219242096,0.22930538654327393,0.5823672413825989,0.4028765559196472,1.0,0.49448907375335693,0.2516445517539978,0.733189046382904,0.42745697498321533,0.21819381415843964,0.733189046382904,0.25126034021377563,0.22068053483963013
mask,0.2630513310432434,0.11410526931285858,0.18842504918575287,0.09235764294862747,0.21132248640060425,0.21410170197486877,0.17738975584506989,0.16784228384494781,0.18539433181285858,0.06675182282924652,0.16784228384494781,0.1340351402759552,0.1506187915802002
of,0.38364991545677185,0.2282063513994217,0.4854315221309662,0.4190242290496826,0.733189046382904,0.3536086082458496,0.2285657674074173,1.0,0.33290785551071167,0.18112817406654358,1.0,0.24564224481582642,0.1826142966747284
anarchy,0.2159770280122757,0.22461247444152832,0.1350296437740326,0.17734554409980774,0.18858380615711212,0.14125782251358032,0.16366836428642273,0.19957754015922546,0.24923689663410187,0.11438536643981934,0.19957754015922546,0.33834606409072876,0.2034674733877182
later,0.4538118839263916,0.22372251749038696,0.21527644991874695,0.182359516620636,0.4060266613960266,0.48412203788757324,0.14668625593185425,0.3458743393421173,0.2517229914665222,0.08406522125005722,0.3458743393421173,0.2015680968761444,0.1417175978422165
