,as,a,result,of,a,compromise,",",about,how,many,chinese,schools,became,national,type,schools,?
over,0.3506779670715332,0.32199642062187195,0.25722363591194153,0.36136594414711,0.32199642062187195,0.2721186578273773,0.3301127254962921,0.44422563910484314,0.31446483731269836,0.47131630778312683,0.19618132710456848,0.1698845475912094,0.250576913356781,0.23819220066070557,0.13094623386859894,0.1698845475912094,0.25742942094802856
60,0.024229904636740685,0.028617827221751213,0.030053522437810898,0.05524682253599167,0.028617827221751213,0.10072297602891922,-0.0030452930368483067,0.005046590231359005,0.12259688228368759,0.0015101747121661901,0.019886095076799393,-0.005893309600651264,-0.047300226986408234,-0.010049987584352493,0.09757602959871292,-0.005893309600651264,0.06999651342630386
schools,0.21233005821704865,0.2118925303220749,0.13011713325977325,0.265506386756897,0.2118925303220749,0.19893229007720947,0.2760516405105591,0.21555131673812866,0.12874440848827362,0.3108086585998535,0.19302847981452942,1.0,0.15182025730609894,0.21169473230838776,0.1240563839673996,1.0,0.18349280953407288
converted,0.2590799033641815,0.22638265788555145,0.19338974356651306,0.27010029554367065,0.22638265788555145,0.09486634284257889,0.18564631044864655,0.12762877345085144,0.12566296756267548,0.24064235389232635,0.11881838738918304,0.16938258707523346,0.17845353484153748,0.08168312162160873,0.11109039932489395,0.16938258707523346,0.12743066251277924
to,0.42092081904411316,0.45503583550453186,0.23653174936771393,0.41548454761505127,0.45503583550453186,0.30321523547172546,0.44245919585227966,0.391953706741333,0.44169697165489197,0.40243685245513916,0.17416036128997803,0.2362271547317505,0.20401327311992645,0.21067756414413452,0.19930607080459595,0.2362271547317505,0.29463258385658264
become,0.36734503507614136,0.3215816617012024,0.19398044049739838,0.31678006052970886,0.3215816617012024,0.23736657202243805,0.29676204919815063,0.21891550719738007,0.25223416090011597,0.3298918306827545,0.1267653852701187,0.18135619163513184,0.6258460283279419,0.14556005597114563,0.09935444593429565,0.18135619163513184,0.19511328637599945
national,0.21661384403705597,0.27889734506607056,0.08475977927446365,0.3314673602581024,0.27889734506607056,0.15495598316192627,0.23933029174804688,0.16441822052001953,0.13248363137245178,0.21160955727100372,0.21226802468299866,0.21169473230838776,0.23738786578178406,1.0000001192092896,0.14095038175582886,0.21169473230838776,0.15643028914928436
type,0.19307732582092285,0.3813284635543823,0.23009227216243744,0.18112817406654358,0.3813284635543823,0.16414512693881989,0.1804078221321106,0.1371919810771942,0.23951666057109833,0.19664129614830017,0.15781651437282562,0.1240563839673996,0.09990005195140839,0.14095038175582886,1.0000001192092896,0.1240563839673996,0.17536182701587677
schools,0.21233005821704865,0.2118925303220749,0.13011713325977325,0.265506386756897,0.2118925303220749,0.19893229007720947,0.2760516405105591,0.21555131673812866,0.12874440848827362,0.3108086585998535,0.19302847981452942,1.0,0.15182025730609894,0.21169473230838776,0.1240563839673996,1.0,0.18349280953407288
.,0.515582263469696,0.50484299659729,0.31092435121536255,0.5352458953857422,0.50484299659729,0.24009202420711517,0.6812511086463928,0.42038556933403015,0.3287222981452942,0.3974229395389557,0.25441038608551025,0.2752705216407776,0.2806840240955353,0.29436907172203064,0.23195341229438782,0.2752705216407776,0.4130953550338745
,as,a,result,of,a,compromise,",",about,how,many,chinese,schools,became,national,type,schools,?
after,0.3014480769634247,0.3831600844860077,0.3922039866447449,0.3867455720901489,0.3831600844860077,0.1789078414440155,0.38860568404197693,0.2603839039802551,0.23871733248233795,0.2586410939693451,0.17401684820652008,0.17894473671913147,0.35676637291908264,0.1503983587026596,0.09807434678077698,0.17894473671913147,0.16608688235282898
malaysia,0.22003169357776642,0.17212514579296112,0.1655353158712387,0.24504433572292328,0.17212514579296112,0.12446491420269012,0.20304693281650543,0.13951078057289124,0.09565272927284241,0.20178744196891785,0.3376021683216095,0.19509389996528625,0.1679164171218872,0.3072175979614258,0.1398182064294815,0.19509389996528625,0.13121624290943146
's,-0.05775856226682663,0.04866964742541313,0.06641998142004013,-0.03817026689648628,0.04866964742541313,0.007141305599361658,-0.0016132977325469255,-0.020936643704771996,-0.026164190843701363,0.01698932610452175,0.01673142798244953,0.003616944421082735,0.0067522358149290085,-0.05226261913776398,0.05257158726453781,0.003616944421082735,-0.023395681753754616
independence,0.17891374230384827,0.19904725253582,0.206783726811409,0.2965129017829895,0.19904725253582,0.28687483072280884,0.26219290494918823,0.0959954634308815,0.11954773217439651,0.17884445190429688,0.17703796923160553,0.21138903498649597,0.30322039127349854,0.3063720166683197,0.029604440554976463,0.21138903498649597,0.12301119416952133
in,0.3887844979763031,0.539380669593811,0.25670310854911804,0.5696388483047485,0.539380669593811,0.14546170830726624,0.5201468467712402,0.39797019958496094,0.2601168751716614,0.41474202275276184,0.20821347832679749,0.2632134258747101,0.31047213077545166,0.28915393352508545,0.20604541897773743,0.2632134258747101,0.20430970191955566
1957,-0.10892367362976074,-0.12808078527450562,-0.1348572075366974,-0.03177386894822121,-0.12808078527450562,-0.1085795983672142,-0.07933740317821503,0.13181011378765106,-0.06331565976142883,0.06802180409431458,-0.13247020542621613,0.01466434821486473,-0.0495980903506279,-0.12432693690061569,-0.08001166582107544,0.01466434821486473,-0.11977791041135788
",",0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.427140474319458,0.23330160975456238,1.0000001192092896,0.3877100944519043,0.22659391164779663,0.40610817074775696,0.2697280943393707,0.2760516405105591,0.2798398435115814,0.23933029174804688,0.1804078221321106,0.2760516405105591,0.31091248989105225
the,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,0.5829201340675354,0.25162890553474426,0.4933079481124878,0.37995871901512146,0.33890387415885925,0.4335206151008606,0.2785343527793884,0.22905772924423218,0.36325156688690186,0.32739606499671936,0.21819381415843964,0.22905772924423218,0.22068053483963013
government,0.1883569210767746,0.25158295035362244,0.14980827271938324,0.3475167155265808,0.25158295035362244,0.31699633598327637,0.27344048023223877,0.2398819625377655,0.21719732880592346,0.27652618288993835,0.28498339653015137,0.3405122756958008,0.26482608914375305,0.29917800426483154,0.09938877820968628,0.3405122756958008,0.18851417303085327
instructed,0.2154979109764099,0.24083702266216278,0.08689908683300018,0.19590458273887634,0.24083702266216278,0.12030629068613052,0.19262823462486267,0.123947873711586,0.3111838102340698,0.1802458018064499,0.15358459949493408,0.23996877670288086,0.11209224164485931,0.14562885463237762,0.14479953050613403,0.23996877670288086,0.1519833505153656
all,0.33195313811302185,0.2696802616119385,0.2305283099412918,0.42798417806625366,0.2696802616119385,0.31340742111206055,0.425624817609787,0.2926684319972992,0.3725806474685669,0.5443700551986694,0.20134666562080383,0.31516021490097046,0.21539275348186493,0.22516204416751862,0.21204189956188202,0.31516021490097046,0.29575422406196594
schools,0.21233005821704865,0.2118925303220749,0.13011713325977325,0.265506386756897,0.2118925303220749,0.19893229007720947,0.2760516405105591,0.21555131673812866,0.12874440848827362,0.3108086585998535,0.19302847981452942,1.0,0.15182025730609894,0.21169473230838776,0.1240563839673996,1.0,0.18349280953407288
to,0.42092081904411316,0.45503583550453186,0.23653174936771393,0.41548454761505127,0.45503583550453186,0.30321523547172546,0.44245919585227966,0.391953706741333,0.44169697165489197,0.40243685245513916,0.17416036128997803,0.2362271547317505,0.20401327311992645,0.21067756414413452,0.19930607080459595,0.2362271547317505,0.29463258385658264
surrender,0.1731438934803009,0.16464293003082275,0.17972800135612488,0.23703521490097046,0.16464293003082275,0.3015340566635132,0.27091357111930847,0.12709924578666687,0.07884012907743454,0.13992953300476074,0.14934924244880676,0.0971899926662445,0.20307056605815887,0.15500830113887787,0.060220491141080856,0.0971899926662445,0.0896526649594307
their,0.29218852519989014,0.29698723554611206,0.2298729121685028,0.4329940676689148,0.29698723554611206,0.19258226454257965,0.3045167922973633,0.25792208313941956,0.3316696584224701,0.4574248492717743,0.19482123851776123,0.22621867060661316,0.24366867542266846,0.15907274186611176,0.14413684606552124,0.22621867060661316,0.1898253709077835
properties,0.2591269016265869,0.21527832746505737,0.2616577744483948,0.2832101881504059,0.21527832746505737,0.2475702166557312,0.21241174638271332,0.1761234849691391,0.29306328296661377,0.2684720754623413,0.15663543343544006,0.1605137437582016,0.1547909528017044,0.20098565518856049,0.27833178639411926,0.1605137437582016,0.12601029872894287
and,0.49487000703811646,0.3739250600337982,0.27436327934265137,0.5116966962814331,0.3739250600337982,0.20052599906921387,0.6633074283599854,0.3875081241130829,0.33647966384887695,0.5296266674995422,0.25892454385757446,0.29319998621940613,0.31226563453674316,0.2608908712863922,0.16898801922798157,0.29319998621940613,0.20544172823429108
be,0.5230465531349182,0.39883795380592346,0.3516577184200287,0.33904364705085754,0.39883795380592346,0.33225107192993164,0.39254459738731384,0.26362910866737366,0.4158933162689209,0.3961109519004822,0.21031901240348816,0.21943484246730804,0.22371777892112732,0.1411116123199463,0.25716274976730347,0.21943484246730804,0.3324260413646698
assimilated,0.27350935339927673,0.1957758218050003,0.2566613256931305,0.295529305934906,0.1957758218050003,0.29239988327026367,0.25745517015457153,0.21631048619747162,0.22340551018714905,0.36453717947006226,0.26505500078201294,0.25767672061920166,0.2427470088005066,0.17182691395282745,0.17894650995731354,0.25767672061920166,0.12381062656641006
into,0.24094121158123016,0.3461161255836487,0.23260711133480072,0.32255905866622925,0.3461161255836487,0.21244561672210693,0.2826121151447296,0.2791807949542999,0.2303972691297531,0.2618265151977539,0.12096261978149414,0.1375420093536377,0.19829480350017548,0.13876460492610931,0.14269600808620453,0.1375420093536377,0.15662476420402527
the,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,0.5829201340675354,0.25162890553474426,0.4933079481124878,0.37995871901512146,0.33890387415885925,0.4335206151008606,0.2785343527793884,0.22905772924423218,0.36325156688690186,0.32739606499671936,0.21819381415843964,0.22905772924423218,0.22068053483963013
national,0.21661384403705597,0.27889734506607056,0.08475977927446365,0.3314673602581024,0.27889734506607056,0.15495598316192627,0.23933029174804688,0.16441822052001953,0.13248363137245178,0.21160955727100372,0.21226802468299866,0.21169473230838776,0.23738786578178406,1.0000001192092896,0.14095038175582886,0.21169473230838776,0.15643028914928436
school,0.2065676748752594,0.2245093584060669,0.080039843916893,0.2391800880432129,0.2245093584060669,0.1802302747964859,0.27141863107681274,0.23017577826976776,0.11585085093975067,0.20931920409202576,0.15987779200077057,0.7602541446685791,0.1926351636648178,0.18873678147792816,0.11896730959415436,0.7602541446685791,0.15091250836849213
system,0.1973835676908493,0.2589043080806732,0.21501560509204865,0.25597915053367615,0.2589043080806732,0.2616375982761383,0.18439900875091553,0.2074505239725113,0.282820463180542,0.2631138563156128,0.2205471247434616,0.22995531558990479,0.15057066082954407,0.18558050692081451,0.24706636369228363,0.22995531558990479,0.15556083619594574
.,0.515582263469696,0.50484299659729,0.31092435121536255,0.5352458953857422,0.50484299659729,0.24009202420711517,0.6812511086463928,0.42038556933403015,0.3287222981452942,0.3974229395389557,0.25441038608551025,0.2752705216407776,0.2806840240955353,0.29436907172203064,0.23195341229438782,0.2752705216407776,0.4130953550338745
