,in,what,magazine,did,tesla,talk,about,reflecting,electricity,off,of,submarine,'s,hulls,?
in,1.0,0.30808621644973755,0.17267684638500214,0.2593238651752472,0.17097744345664978,0.18162277340888977,0.39797019958496094,0.2639507055282593,0.2437814176082611,0.25627145171165466,0.5696388483047485,0.18875961005687714,-0.037580832839012146,0.25160786509513855,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.37995871901512146,0.34034740924835205,0.274786114692688,0.2773582935333252,0.733189046382904,0.2477266490459442,-0.01540423184633255,0.2960450053215027,0.22068053483963013
august,0.24307909607887268,0.2305731326341629,0.16687354445457458,0.26378265023231506,0.15196608006954193,0.33687224984169006,0.18779972195625305,0.04154828190803528,0.10857066512107849,0.14404930174350739,0.1712995171546936,0.15350866317749023,-0.05140150338411331,0.06422686576843262,0.3006744682788849
1917,0.12598910927772522,0.01769399829208851,0.11888060718774796,0.022410983219742775,0.1756928414106369,0.0996771976351738,0.06442392617464066,0.006051011849194765,0.04555737227201462,-0.04361746832728386,0.15032872557640076,0.13179944455623627,-0.03913708031177521,0.05231304094195366,0.11480528861284256
edition,0.23735995590686798,0.10302292555570602,0.2881473898887634,0.1429024487733841,0.13910573720932007,0.23434828221797943,0.14630809426307678,0.0868036225438118,0.11187928915023804,0.07745282351970673,0.20911648869514465,0.1049170047044754,-0.06360995024442673,0.026313623413443565,0.20261122286319733
of,0.5696388483047485,0.33290785551071167,0.16736742854118347,0.2513895630836487,0.18837453424930573,0.15524029731750488,0.40939709544181824,0.33538100123405457,0.22897469997406006,0.20023372769355774,1.0,0.17833749949932098,-0.03817026689648628,0.2868465483188629,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.37995871901512146,0.34034740924835205,0.274786114692688,0.2773582935333252,0.733189046382904,0.2477266490459442,-0.01540423184633255,0.2960450053215027,0.22068053483963013
magazine,0.17267684638500214,0.16423653066158295,1.0000001192092896,0.14056919515132904,0.2325788289308548,0.1552007794380188,0.185328409075737,0.10378612577915192,0.10364723950624466,0.06008445844054222,0.16736742854118347,0.09919334203004837,0.04030289873480797,0.09161139279603958,0.15570664405822754
electrical,0.2146623730659485,0.19961315393447876,0.1375461369752884,0.12294142693281174,0.45727142691612244,0.18785183131694794,0.13572436571121216,0.239104226231575,0.7824541330337524,0.21912997961044312,0.23057208955287933,0.27935147285461426,0.012006526812911034,0.28520843386650085,0.10923371464014053
experimenter,0.21467573940753937,0.2885882258415222,0.19569769501686096,0.23714755475521088,0.32646918296813965,0.228160560131073,0.2015010267496109,0.24205751717090607,0.25761306285858154,0.13699746131896973,0.1491243988275528,0.18390779197216034,0.013959473930299282,0.2373034954071045,0.14729253947734833
tesla,0.17097744345664978,0.23221199214458466,0.2325788289308548,0.09757418930530548,0.9999999403953552,0.1718684434890747,0.16756023466587067,0.12515057623386383,0.37243616580963135,0.06122659519314766,0.18837453424930573,0.1385875642299652,0.06449045985937119,0.2150447964668274,0.10250775516033173
postulated,0.22064094245433807,0.2506844997406006,0.18190717697143555,0.2283257693052292,0.27581164240837097,0.21828387677669525,0.24937327206134796,0.2550109922885895,0.2648729681968689,0.08026866614818573,0.2886465787887573,0.18666411936283112,-0.040828507393598557,0.2667127549648285,0.2177824229001999
that,0.435920387506485,0.6297725439071655,0.24136295914649963,0.47518548369407654,0.22102725505828857,0.3631998598575592,0.4500710964202881,0.3174634277820587,0.28066468238830566,0.26251673698425293,0.41498205065727234,0.19361482560634613,0.04397977516055107,0.23801152408123016,0.32716336846351624
electricity,0.2437814176082611,0.20851419866085052,0.10364723950624466,0.22498734295368195,0.37243616580963135,0.1876545399427414,0.20715945959091187,0.27314358949661255,0.9999999403953552,0.22252999246120453,0.22897469997406006,0.31402549147605896,0.04452890530228615,0.2844739258289337,0.17856204509735107
could,0.29357993602752686,0.4188697934150696,0.2030448317527771,0.6308382749557495,0.16634690761566162,0.321691632270813,0.29409685730934143,0.2346874326467514,0.26329320669174194,0.2606302797794342,0.29043012857437134,0.20872928202152252,0.02905246801674366,0.25567519664764404,0.3411986827850342
be,0.3481820821762085,0.3929833769798279,0.15257063508033752,0.22657383978366852,0.15180771052837372,0.41844770312309265,0.26362910866737366,0.23906777799129486,0.25100380182266235,0.2326182723045349,0.33904364705085754,0.13918885588645935,0.025217169895768166,0.24829436838626862,0.3324260413646698
used,0.3090210556983948,0.27546408772468567,0.17517125606536865,0.30443844199180603,0.226042702794075,0.19525401294231415,0.2304701954126358,0.21281276643276215,0.30118876695632935,0.18048913776874542,0.3075267970561981,0.1917138397693634,0.00600846204906702,0.2824062407016754,0.22430120408535004
to,0.45010748505592346,0.455847829580307,0.15560579299926758,0.4452643394470215,0.17548894882202148,0.30511119961738586,0.391953706741333,0.21018914878368378,0.31636500358581543,0.3533020317554474,0.41548454761505127,0.17721128463745117,0.03782717138528824,0.22808080911636353,0.29463258385658264
locate,0.25317317247390747,0.3336636424064636,0.09806063771247864,0.20737598836421967,0.1323620080947876,0.22950303554534912,0.2506237328052521,0.16247475147247314,0.2489585131406784,0.17348578572273254,0.24132601916790009,0.20841383934020996,0.018139827996492386,0.19727972149848938,0.22199362516403198
submarines,0.213352769613266,0.24483607709407806,0.10768301039934158,0.21367989480495453,0.1667490303516388,0.23794545233249664,0.19423164427280426,0.19505423307418823,0.3582279682159424,0.2573523223400116,0.20532305538654327,0.9178505539894104,-0.009709416888654232,0.33890867233276367,0.21099020540714264
via,0.19981135427951813,0.16736915707588196,0.1561776101589203,0.04282603785395622,0.1094459593296051,0.1991211473941803,0.15593554079532623,0.13494561612606049,0.16613736748695374,0.1626349687576294,0.1293322592973709,0.07218229025602341,-0.009976539760828018,0.11985495686531067,0.19443516433238983
using,0.2717311978340149,0.27984681725502014,0.17643018066883087,0.25429773330688477,0.24952489137649536,0.2732143700122833,0.2758254110813141,0.3192431628704071,0.2657563388347626,0.2678688168525696,0.24298200011253357,0.16732460260391235,-0.029558077454566956,0.24552364647388458,0.2804589569568634
the,0.6662389636039734,0.42745697498321533,0.19931171834468842,0.34736719727516174,0.1324402391910553,0.2565208673477173,0.37995871901512146,0.34034740924835205,0.274786114692688,0.2773582935333252,0.733189046382904,0.2477266490459442,-0.01540423184633255,0.2960450053215027,0.22068053483963013
reflection,0.25336217880249023,0.27464163303375244,0.1352386623620987,0.1882966160774231,0.12907181680202484,0.2738593816757202,0.22567108273506165,0.8294146656990051,0.2854793667793274,0.21392107009887695,0.27738237380981445,0.17839644849300385,-0.01178192999213934,0.2028023600578308,0.17918743193149567
