,what,is,the,name,of,the,holding,company,for,bskyb,?
following,0.2506418824195862,0.21705439686775208,0.39779382944107056,0.15635080635547638,0.3576679527759552,0.39779382944107056,0.19145585596561432,0.12013605982065201,0.2965082824230194,0.15646526217460632,0.1555173695087433
bskyb,0.17457032203674316,0.20114660263061523,0.20915858447551727,0.2800062596797943,0.16413870453834534,0.20915858447551727,0.11074066907167435,0.18916723132133484,0.16577120125293732,1.0000001192092896,0.2979319989681244
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.05465402081608772,0.003266559913754463,-0.07241261005401611,0.046084970235824585,-0.023395681753754616
2014,0.041483160108327866,0.16745887696743011,0.059490643441677094,0.16726040840148926,0.0493064783513546,0.059490643441677094,0.06575218588113785,0.004274360835552216,-0.029771532863378525,0.1784491389989853,0.058127544820308685
acquisition,0.21367503702640533,0.1708427518606186,0.2637207508087158,0.16761523485183716,0.24669308960437775,0.2637207508087158,0.22455158829689026,0.3623914420604706,0.20391343533992767,0.21808746457099915,0.11946909129619598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.25994744896888733,0.20467796921730042,0.4185989499092102,0.16413870453834534,0.1826142966747284
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,0.26521286368370056,0.27580270171165466,0.16273526847362518,0.15601696074008942,0.2902737259864807,0.11270341277122498
italia,0.11225985735654831,0.10140988230705261,0.21079841256141663,0.21632251143455505,0.1795787811279297,0.21079841256141663,0.12788617610931396,0.1800917536020279,0.19509200751781464,0.28744691610336304,0.12158890813589096
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2692902982234955,0.23788511753082275,0.5064792633056641,0.2175528109073639,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.3320668041706085,0.22037413716316223,0.44038116931915283,0.21951700747013092,0.23916715383529663
majority,0.25967487692832947,0.19749082624912262,0.28757327795028687,0.1840766966342926,0.29706597328186035,0.28757327795028687,0.28183069825172424,0.23069651424884796,0.2237682044506073,0.1775798201560974,0.220119908452034
90.04,-0.11964607238769531,-0.06252343952655792,-0.11199426651000977,0.10492601245641708,-0.06042527034878731,-0.11199426651000977,-0.07430227845907211,0.004493245854973793,0.06635113060474396,0.25057855248451233,-0.011727114208042622
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.15292277932167053,0.19953428208827972,0.21490740776062012,0.13496613502502441,0.14735257625579834,0.16658860445022583,0.2214018702507019,0.21441808342933655
interest,0.23849236965179443,0.19835616648197174,0.197127103805542,0.1901308000087738,0.2115241438150406,0.197127103805542,0.20010104775428772,0.2375951111316681,0.2997593283653259,0.16728661954402924,0.2411724328994751
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.23142732679843903,0.22141718864440918,0.4322226941585541,0.22606848180294037,0.20430970191955566
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,0.26521286368370056,0.27580270171165466,0.16273526847362518,0.15601696074008942,0.2902737259864807,0.11270341277122498
deutschland,0.22981132566928864,0.14107929170131683,0.2222582995891571,0.20632772147655487,0.13913998007774353,0.2222582995891571,0.15650221705436707,0.2154594510793686,0.15331648290157318,0.35234612226486206,0.20413200557231903
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.23142732679843903,0.22141718864440918,0.4322226941585541,0.22606848180294037,0.20430970191955566
november,0.23963461816310883,0.24317221343517303,0.25734350085258484,0.1404401957988739,0.19941139221191406,0.25734350085258484,0.10962676256895065,0.19220638275146484,0.276843786239624,0.24856705963611603,0.3159552216529846
2014,0.041483160108327866,0.16745887696743011,0.059490643441677094,0.16726040840148926,0.0493064783513546,0.059490643441677094,0.06575218588113785,0.004274360835552216,-0.029771532863378525,0.1784491389989853,0.058127544820308685
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2482093721628189,0.2697763442993164,0.4464869201183319,0.2852807641029358,0.31091248989105225
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.2492443323135376,0.258992999792099,0.2992613911628723,0.16232934594154358,0.15103481709957123
holding,0.2065298706293106,0.22655069828033447,0.31092849373817444,0.15037059783935547,0.25994744896888733,0.31092849373817444,0.9999999403953552,0.2916359603404999,0.28250807523727417,0.11074066907167435,0.17956523597240448
company,0.2333769053220749,0.18005689978599548,0.26591673493385315,0.21465471386909485,0.20467796921730042,0.26591673493385315,0.2916359603404999,1.0,0.25874319672584534,0.18916723132133484,0.12195809185504913
british,0.19255435466766357,0.19484983384609222,0.28973397612571716,0.12175101041793823,0.23701532185077667,0.28973397612571716,0.14224089682102203,0.23512013256549835,0.1970057189464569,0.13690340518951416,0.09711728990077972
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,0.26521286368370056,0.27580270171165466,0.16273526847362518,0.15601696074008942,0.2902737259864807,0.11270341277122498
broadcasting,0.18499015271663666,0.1978546530008316,0.29916465282440186,0.16204847395420074,0.25924646854400635,0.29916465282440186,0.24155272543430328,0.3277682960033417,0.29230615496635437,0.24383984506130219,0.10870421677827835
group,0.2114069163799286,0.22153858840465546,0.30795547366142273,0.26848146319389343,0.25542253255844116,0.30795547366142273,0.21023528277873993,0.3087855577468872,0.24519909918308258,0.1730416864156723,0.13827809691429138
plc,0.11416639387607574,0.2189529836177826,0.2042294442653656,0.14553897082805634,0.19138579070568085,0.2042294442653656,0.24371951818466187,0.45937401056289673,0.1973266452550888,0.22979964315891266,0.15035967528820038
changed,0.2667781710624695,0.22939924895763397,0.351829469203949,0.4129335880279541,0.3099449872970581,0.351829469203949,0.1914336383342743,0.18434752523899078,0.2722912132740021,0.23875002562999725,0.21123318374156952
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.2492443323135376,0.258992999792099,0.2992613911628723,0.16232934594154358,0.15103481709957123
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,1.0,0.24075818061828613,0.3171212375164032,0.15037059783935547,0.21465471386909485,0.25737348198890686,0.2800062596797943,0.15381577610969543
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.256712406873703,0.24903783202171326,0.4451248347759247,0.16040074825286865,0.29463258385658264
sky,0.16493305563926697,0.21240133047103882,0.26521286368370056,0.17572557926177979,0.16284865140914917,0.26521286368370056,0.27580270171165466,0.16273526847362518,0.15601696074008942,0.2902737259864807,0.11270341277122498
plc,0.11416639387607574,0.2189529836177826,0.2042294442653656,0.14553897082805634,0.19138579070568085,0.2042294442653656,0.24371951818466187,0.45937401056289673,0.1973266452550888,0.22979964315891266,0.15035967528820038
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2080790251493454,0.266353577375412,0.4726039469242096,0.2844841778278351,0.4130953550338745
