,what,was,originally,on,the,spacesuits,prior,to,the,clear,``,fishbowl,'',helmet,?
the,0.42745697498321533,0.48711544275283813,0.36820849776268005,0.5107308030128479,1.0,0.2870029807090759,0.33782097697257996,0.535392165184021,1.0,0.3209454417228699,0.029072100296616554,0.2610507309436798,0.041273195296525955,0.27434372901916504,0.22068053483963013
traditional,0.20066824555397034,0.1784529834985733,0.21527159214019775,0.14103850722312927,0.25703898072242737,0.21260805428028107,0.20628418028354645,0.2509959638118744,0.25703898072242737,0.14720705151557922,0.0230287816375494,0.21771684288978577,0.13618075847625732,0.18652966618537903,0.1327509582042694
visor,0.16401974856853485,0.25445714592933655,0.13671483099460602,0.21753577888011932,0.23946455121040344,0.24714520573616028,0.15824320912361145,0.2602163255214691,0.23946455121040344,0.17645521461963654,0.05262067914009094,0.17605027556419373,0.08674613386392593,0.19736497104167938,0.13100400567054749
helmet,0.22540602087974548,0.168026864528656,0.1641080230474472,0.15806131064891815,0.27434372901916504,0.28451523184776306,0.10187132656574249,0.2456611841917038,0.27434372901916504,0.19024384021759033,-0.02759775146842003,0.21437089145183563,-0.014825929887592793,1.0000001192092896,0.11003443598747253
was,0.22111038863658905,1.0000001192092896,0.5204543471336365,0.3909217119216919,0.48711544275283813,0.15964588522911072,0.29096508026123047,0.3636345863342285,0.48711544275283813,0.13787133991718292,-0.012679691426455975,0.15114852786064148,0.04456103965640068,0.168026864528656,0.18412111699581146
replaced,0.12975038588047028,0.34946855902671814,0.3117271363735199,0.2418564409017563,0.2645455598831177,0.15039390325546265,0.19067417085170746,0.2211306393146515,0.2645455598831177,0.13963215053081512,0.012397097423672676,0.16491666436195374,0.033312439918518066,0.13829196989536285,0.14945141971111298
with,0.2464839518070221,0.27411898970603943,0.2333029955625534,0.40749499201774597,0.4223487675189972,0.29582127928733826,0.22178436815738678,0.4239959120750427,0.4223487675189972,0.273733526468277,0.08974023163318634,0.2281760424375534,0.07907696813344955,0.20913764834403992,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.3363247811794281,0.3848365545272827,0.5829201340675354,0.2829357087612152,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.24375371634960175,0.07272057235240936,0.23541109263896942,0.04890415817499161,0.26160433888435364,0.23916715383529663
clear,0.4239453375339508,0.13787133991718292,0.16924168169498444,0.23387739062309265,0.3209454417228699,0.2728833854198456,0.19956345856189728,0.34294766187667847,0.3209454417228699,1.0000001192092896,0.017326541244983673,0.10434836149215698,0.07606403529644012,0.19024384021759033,0.2738020122051239
``,0.008517155423760414,-0.012679691426455975,-0.07968071848154068,-0.03274054825305939,0.029072100296616554,0.07426648586988449,0.009717070497572422,0.06720756739377975,0.029072100296616554,0.017326541244983673,1.0,-0.09437528252601624,-0.09173435717821121,-0.02759775146842003,0.0685480609536171
fishbowl,0.18173322081565857,0.15114852786064148,0.18594494462013245,0.2010010927915573,0.2610507309436798,0.2579997181892395,0.197121724486351,0.2267283946275711,0.2610507309436798,0.10434836149215698,-0.09437528252601624,1.0000001192092896,-0.07215164601802826,0.21437089145183563,0.2973794937133789
'',0.08143015950918198,0.04456103965640068,0.0525730699300766,0.04238596186041832,0.041273195296525955,-0.028620842844247818,-0.00983915850520134,-0.009905828163027763,0.041273195296525955,0.07606403529644012,-0.09173435717821121,-0.07215164601802826,1.0,-0.014825929887592793,0.018684765323996544
type,0.2722663879394531,0.14348182082176208,0.17200776934623718,0.2118636518716812,0.21819381415843964,0.27540042996406555,0.11087977886199951,0.19930607080459595,0.21819381415843964,0.21704570949077606,0.03534303233027458,0.21923665702342987,0.054222505539655685,0.18372447788715363,0.17536182701587677
for,0.3017193675041199,0.3863949179649353,0.2846513092517853,0.36199691891670227,0.4739971458911896,0.30312731862068176,0.31561535596847534,0.4451248347759247,0.4739971458911896,0.2821788191795349,0.01270448137074709,0.28667306900024414,-0.04479556903243065,0.24033783376216888,0.264628142118454
greater,0.1946859508752823,0.1568739414215088,0.10220644623041153,0.15935756266117096,0.2814446687698364,0.19045795500278473,0.1546272486448288,0.25585630536079407,0.2814446687698364,0.17337678372859955,0.13141363859176636,0.05349977687001228,0.030213110148906708,0.08870338648557663,0.09723397344350815
visibility,0.3029073178768158,0.11820320039987564,0.059812892228364944,0.29848089814186096,0.31353068351745605,0.4171932339668274,0.21771793067455292,0.3294419050216675,0.31353068351745605,0.3536500632762909,0.06587864458560944,0.14928855001926422,-0.06321974098682404,0.22882698476314545,0.23034073412418365
",",0.3087472915649414,0.45456063747406006,0.2660219669342041,0.49057599902153015,0.4933079481124878,0.25802549719810486,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.2705954313278198,0.09681109338998795,0.24929645657539368,-0.037358131259679794,0.2137030065059662,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2772660255432129,0.4077630043029785,0.5171257257461548,0.34717267751693726,0.2185291349887848,0.48971283435821533,0.5171257257461548,0.31630682945251465,0.036644238978624344,0.20656001567840576,0.021612688899040222,0.2147836536169052,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.36820849776268005,0.5107308030128479,1.0,0.2870029807090759,0.33782097697257996,0.535392165184021,1.0,0.3209454417228699,0.029072100296616554,0.2610507309436798,0.041273195296525955,0.27434372901916504,0.22068053483963013
lunar,0.18274477124214172,0.17547959089279175,0.20051629841327667,0.22814977169036865,0.23309995234012604,0.3208845555782318,0.16692698001861572,0.15437743067741394,0.23309995234012604,0.1249282956123352,0.004240268375724554,0.21045710146427155,-0.05931802839040756,0.1428215354681015,0.1628302037715912
surface,0.23580394685268402,0.15540370345115662,0.11463850736618042,0.2674844264984131,0.2555135488510132,0.4171764850616455,0.13454310595989227,0.23727688193321228,0.2555135488510132,0.29069310426712036,0.030268395319581032,0.2086319774389267,-0.08189886808395386,0.2643786668777466,0.14613434672355652
eva,0.1055561825633049,0.19374816119670868,0.1652011126279831,0.22291097044944763,0.0991697907447815,0.13445107638835907,0.15190771222114563,0.1439681351184845,0.0991697907447815,0.07139775902032852,0.03765323385596275,0.10168278962373734,-0.13444571197032928,0.09480497986078262,0.1840759515762329
suit,0.1746450662612915,0.14824222028255463,0.21732912957668304,0.2053101807832718,0.21465148031711578,0.49220311641693115,0.11508927494287491,0.19525347650051117,0.21465148031711578,0.17673280835151672,0.01738806813955307,0.18158885836601257,-0.02919646166265011,0.34199655055999756,0.1362915337085724
would,0.45766422152519226,0.41663143038749695,0.2540910542011261,0.35589995980262756,0.4133751392364502,0.30593666434288025,0.2976358234882355,0.5965728163719177,0.4133751392364502,0.285062313079834,0.08063928782939911,0.17056182026863098,0.02574172429740429,0.16131389141082764,0.37178951501846313
include,0.1535889357328415,0.10680413991212845,0.16300661861896515,0.2332274466753006,0.2951717972755432,0.20625676214694977,0.16453221440315247,0.1820748895406723,0.2951717972755432,0.17464661598205566,-0.0020322874188423157,0.243461474776268,0.037203479558229446,0.15578724443912506,0.14925788342952728
a,0.3320399522781372,0.4508470594882965,0.3363247811794281,0.3848365545272827,0.5829201340675354,0.2829357087612152,0.22647660970687866,0.45503583550453186,0.5829201340675354,0.24375371634960175,0.07272057235240936,0.23541109263896942,0.04890415817499161,0.26160433888435364,0.23916715383529663
water-cooled,0.24825391173362732,0.24539753794670105,0.19650442898273468,0.24819469451904297,0.30894410610198975,0.39285585284233093,0.19182829558849335,0.25971001386642456,0.30894410610198975,0.29819968342781067,-0.03173853084445,0.2678930461406708,-0.03228344768285751,0.2669980823993683,0.22962722182273865
undergarment,0.25765132904052734,0.18769873678684235,0.2095891684293747,0.19007951021194458,0.29081714153289795,0.4033614993095398,0.20894703269004822,0.2813031077384949,0.29081714153289795,0.3118331730365753,0.03595345467329025,0.16443565487861633,0.031859371811151505,0.4020691514015198,0.19430547952651978
.,0.3567904531955719,0.40146201848983765,0.2504246234893799,0.49257001280784607,0.5934505462646484,0.30628347396850586,0.2402365803718567,0.4645031690597534,0.5934505462646484,0.2668589651584625,0.05720457062125206,0.3172590732574463,-0.07181349396705627,0.1734405905008316,0.4130953550338745
