,what,are,colloblasts,?
colloblasts,0.25280773639678955,0.33420172333717346,1.0000001192092896,0.20071622729301453
are,0.29724663496017456,1.0,0.33420172333717346,0.24591213464736938
specialized,0.1963823437690735,0.39048901200294495,0.3653540313243866,0.14791558682918549
mushroom-shaped,0.2212391495704651,0.2820452153682709,0.34821340441703796,0.15370358526706696
cells,0.1758001297712326,0.2908284366130829,0.38005882501602173,0.1898086667060852
in,0.30808621644973755,0.3841303884983063,0.2971283197402954,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
outer,0.2157491147518158,0.2646065056324005,0.30471429228782654,0.06864649802446365
layer,0.20606225728988647,0.22740763425827026,0.35773327946662903,0.11266916990280151
of,0.33290785551071167,0.39081433415412903,0.36408090591430664,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
epidermis,0.22575655579566956,0.28434187173843384,0.4594232141971588,0.17589372396469116
",",0.3087472915649414,0.4062570035457611,0.3449943959712982,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.2931249737739563,0.20544172823429108
have,0.39808809757232666,0.6577680706977844,0.28123342990875244,0.32991164922714233
three,0.24888746440410614,0.38895705342292786,0.2556775212287903,0.20928427577018738
main,0.2344268560409546,0.2828797399997711,0.24053101241588593,0.1665669083595276
components,0.20314843952655792,0.3832094073295593,0.38583898544311523,0.12744711339473724
:,-0.12022944539785385,-0.1189703419804573,-0.013469076715409756,-0.07156077772378922
a,0.3320399522781372,0.265255331993103,0.3321889638900757,0.23916715383529663
domed,0.13017374277114868,0.22935861349105835,0.28752580285072327,0.10560222715139389
head,0.18919230997562408,0.17707157135009766,0.238010972738266,0.10879309475421906
with,0.2464839518070221,0.38996943831443787,0.25066715478897095,0.2433311939239502
vesicles,0.18023312091827393,0.3622890114784241,0.4819800555706024,0.18197008967399597
(,0.2411840260028839,0.23263892531394958,0.31554222106933594,0.40561532974243164
chambers,0.17295169830322266,0.20636184513568878,0.17156609892845154,0.06382281333208084
),0.26259949803352356,0.2373749315738678,0.3283750116825104,0.42300865054130554
that,0.6297725439071655,0.45265161991119385,0.22335852682590485,0.32716336846351624
contain,0.1832355558872223,0.5326977372169495,0.28569576144218445,0.18853069841861725
adhesive,0.17428472638130188,0.29638582468032837,0.39432859420776367,0.17806750535964966
;,0.10986888408660889,0.15315808355808258,0.08924894034862518,0.10349778085947037
a,0.3320399522781372,0.265255331993103,0.3321889638900757,0.23916715383529663
stalk,0.2490544617176056,0.3054971694946289,0.3052027225494385,0.32145872712135315
that,0.6297725439071655,0.45265161991119385,0.22335852682590485,0.32716336846351624
anchors,0.159135103225708,0.16843782365322113,0.2059544175863266,0.141012504696846
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
cell,0.19222842156887054,0.19039002060890198,0.2860032021999359,0.2058541625738144
in,0.30808621644973755,0.3841303884983063,0.2971283197402954,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
lower,0.20079238712787628,0.22557412087917328,0.18733784556388855,0.08471795171499252
layer,0.20606225728988647,0.22740763425827026,0.35773327946662903,0.11266916990280151
of,0.33290785551071167,0.39081433415412903,0.36408090591430664,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
epidermis,0.22575655579566956,0.28434187173843384,0.4594232141971588,0.17589372396469116
or,0.33867141604423523,0.5374364256858826,0.39869704842567444,0.32389625906944275
in,0.30808621644973755,0.3841303884983063,0.2971283197402954,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
mesoglea,0.26560238003730774,0.30138078331947327,0.4571627378463745,0.2904593348503113
;,0.10986888408660889,0.15315808355808258,0.08924894034862518,0.10349778085947037
and,0.31309178471565247,0.48576638102531433,0.2931249737739563,0.20544172823429108
a,0.3320399522781372,0.265255331993103,0.3321889638900757,0.23916715383529663
spiral,0.1333327740430832,0.1751708984375,0.2821129262447357,0.11197062581777573
thread,0.3426680266857147,0.16206349432468414,0.25495171546936035,0.295002818107605
that,0.6297725439071655,0.45265161991119385,0.22335852682590485,0.32716336846351624
coils,0.17029884457588196,0.2870524525642395,0.38479506969451904,0.09521964192390442
round,0.19122174382209778,0.20373912155628204,0.2038288116455078,0.17003268003463745
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
stalk,0.2490544617176056,0.3054971694946289,0.3052027225494385,0.32145872712135315
and,0.31309178471565247,0.48576638102531433,0.2931249737739563,0.20544172823429108
is,0.28837618231773376,0.5330929756164551,0.3512713313102722,0.22961433231830597
attached,0.12891796231269836,0.2273169308900833,0.32507872581481934,0.10888541489839554
to,0.455847829580307,0.3504326641559601,0.2248389720916748,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
head,0.18919230997562408,0.17707157135009766,0.238010972738266,0.10879309475421906
and,0.31309178471565247,0.48576638102531433,0.2931249737739563,0.20544172823429108
to,0.455847829580307,0.3504326641559601,0.2248389720916748,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
root,0.1299125850200653,0.17154976725578308,0.19962696731090546,0.14390654861927032
of,0.33290785551071167,0.39081433415412903,0.36408090591430664,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.31561675667762756,0.22068053483963013
stalk,0.2490544617176056,0.3054971694946289,0.3052027225494385,0.32145872712135315
.,0.3567904531955719,0.3452940285205841,0.34190261363983154,0.4130953550338745
