,what,are,dart,frogs,are,known,to,secrete,?
various,0.26045072078704834,0.45140719413757324,0.1673918515443802,0.2050589919090271,0.45140719413757324,0.23669686913490295,0.33564820885658264,0.2726233899593353,0.12823495268821716
species,0.14617158472537994,0.3297041952610016,0.3846384584903717,0.5013186931610107,0.3297041952610016,0.23394286632537842,0.2193736732006073,0.39777281880378723,0.1957087516784668
of,0.33290785551071167,0.39081433415412903,0.1900009661912918,0.20679806172847748,0.39081433415412903,0.35814476013183594,0.41548454761505127,0.2629798352718353,0.1826142966747284
poison,0.2074296623468399,0.21111412346363068,0.43088531494140625,0.31820207834243774,0.21111412346363068,0.21733884513378143,0.23264071345329285,0.4197548031806946,0.13894492387771606
dart,0.1908200979232788,0.25635674595832825,1.0000001192092896,0.4144101142883301,0.25635674595832825,0.20070694386959076,0.18675246834754944,0.2826557159423828,0.08571437746286392
frogs,0.1579236388206482,0.3306657671928406,0.4144101142883301,0.9999998807907104,0.3306657671928406,0.150949627161026,0.18525594472885132,0.3423830568790436,0.14633458852767944
secrete,0.17790557444095612,0.3219287693500519,0.2826557159423828,0.3423830568790436,0.3219287693500519,0.21134918928146362,0.2259003072977066,1.0000001192092896,0.10430937260389328
lipophilic,0.2096339613199234,0.34243232011795044,0.24321119487285614,0.28510040044784546,0.34243232011795044,0.28496018052101135,0.25620824098587036,0.47156867384910583,0.21901890635490417
alkaloid,0.14537601172924042,0.2955963611602783,0.3536420166492462,0.3611791729927063,0.2955963611602783,0.2716687321662903,0.18620026111602783,0.5093318223953247,0.1704927533864975
toxins,0.24787479639053345,0.37566089630126953,0.41568201780319214,0.42962631583213806,0.37566089630126953,0.2072560042142868,0.2668057382106781,0.5585952401161194,0.2668727934360504
through,0.23167094588279724,0.2637137472629547,0.18267789483070374,0.21262198686599731,0.2637137472629547,0.14444924890995026,0.4062686562538147,0.29458460211753845,0.16913433372974396
their,0.35142919421195984,0.46887820959091187,0.21413590013980865,0.28397366404533386,0.46887820959091187,0.22521670162677765,0.44619059562683105,0.3220892548561096,0.1898253709077835
flesh,0.28136610984802246,0.26277124881744385,0.253216952085495,0.2974260747432709,0.26277124881744385,0.11863002181053162,0.21524426341056824,0.3757513761520386,0.17695562541484833
.,0.3567904531955719,0.3452940285205841,0.2528058886528015,0.23519675433635712,0.3452940285205841,0.283290296792984,0.4645031690597534,0.27971065044403076,0.4130953550338745
