,how,were,leaders,back,in,europe,feeling,about,news,from,celeron,expedition,?
even,0.40660160779953003,0.352557897567749,0.20382866263389587,0.27455011010169983,0.29146435856819153,0.2559676170349121,0.3566681146621704,0.3887803256511688,0.20739784836769104,0.2615048885345459,0.1761075109243393,0.15028254687786102,0.30082517862319946
before,0.33293965458869934,0.3127685785293579,0.2197933793067932,0.3646722137928009,0.4155850410461426,0.18900907039642334,0.2018948346376419,0.31852203607559204,0.19413946568965912,0.38587698340415955,0.16909834742546082,0.1771613359451294,0.2507109045982361
his,0.24614305794239044,0.3142043352127075,0.2508656084537506,0.3421434462070465,0.3598145842552185,0.20297810435295105,0.23583240807056427,0.24169853329658508,0.1583736389875412,0.3195365369319916,0.1710466891527176,0.31628188490867615,0.18075084686279297
return,0.16757382452487946,0.16721634566783905,0.1134532243013382,0.385976105928421,0.1852470338344574,0.15956921875476837,0.2055826336145401,0.12279704958200455,0.199284628033638,0.22240211069583893,0.0838923454284668,0.27017372846603394,0.14655634760856628
to,0.44169697165489197,0.31913647055625916,0.25293630361557007,0.4675939381122589,0.45010748505592346,0.24889446794986725,0.25828179717063904,0.391953706741333,0.2372783124446869,0.4069952368736267,0.22752350568771362,0.2431555688381195,0.29463258385658264
montreal,0.13587121665477753,0.16525472700595856,0.1963227540254593,0.13802212476730347,0.18092122673988342,0.1745474934577942,0.08400027453899384,0.08116002380847931,0.16684065759181976,0.1743229627609253,0.26406410336494446,0.21378177404403687,0.13639995455741882
",",0.22659391164779663,0.36755475401878357,0.21003474295139313,0.3066370487213135,0.5201468467712402,0.2542513906955719,0.18949751555919647,0.3877100944519043,0.25081464648246765,0.39760664105415344,0.3048674464225769,0.17991885542869568,0.31091248989105225
reports,0.23381516337394714,0.2992638945579529,0.20944319665431976,0.2104976773262024,0.2124374359846115,0.14353150129318237,0.2168080359697342,0.3351723551750183,0.44785556197166443,0.16952089965343475,0.038716524839401245,0.2164730578660965,0.23746368288993835
on,0.32655060291290283,0.2774328887462616,0.15185171365737915,0.3159608244895935,0.46853652596473694,0.250590980052948,0.1529112309217453,0.322975218296051,0.25893932580947876,0.36926645040512085,0.2159750908613205,0.21539552509784698,0.2714994251728058
the,0.33890387415885925,0.3906462490558624,0.3157886564731598,0.3612101674079895,0.6662389636039734,0.34463706612586975,0.19550150632858276,0.37995871901512146,0.2294066995382309,0.40150508284568787,0.2833483815193176,0.26213887333869934,0.22068053483963013
situation,0.42087048292160034,0.17185047268867493,0.2681860327720642,0.267434686422348,0.2606582045555115,0.22649340331554413,0.36409276723861694,0.32651737332344055,0.21079468727111816,0.17050987482070923,0.04968418926000595,0.15486034750938416,0.2714049518108368
in,0.2601168751716614,0.3815755248069763,0.22008861601352692,0.25397348403930664,1.0,0.33061710000038147,0.13166682422161102,0.39797019958496094,0.19753123819828033,0.4274188280105591,0.22404925525188446,0.19481515884399414,0.20430970191955566
the,0.33890387415885925,0.3906462490558624,0.3157886564731598,0.3612101674079895,0.6662389636039734,0.34463706612586975,0.19550150632858276,0.37995871901512146,0.2294066995382309,0.40150508284568787,0.2833483815193176,0.26213887333869934,0.22068053483963013
ohio,0.11605536192655563,0.1432439535856247,0.139987051486969,0.1474655419588089,0.2508675754070282,0.20949141681194305,0.11660341918468475,0.12613938748836517,0.17282827198505402,0.24908196926116943,0.16339963674545288,0.14209099113941193,0.10064033418893814
country,0.17206698656082153,0.19303756952285767,0.2188655585050583,0.10829301178455353,0.3040012717247009,0.3741563558578491,0.17551231384277344,0.21050655841827393,0.13589134812355042,0.21630296111106873,0.09659630060195923,0.20510128140449524,0.12647280097007751
were,0.2082374095916748,1.0000001192092896,0.33411720395088196,0.2695517838001251,0.3815755248069763,0.2586973309516907,0.1710798591375351,0.29814305901527405,0.12939873337745667,0.29991888999938965,0.13995352387428284,0.19459939002990723,0.17890112102031708
making,0.32306843996047974,0.2804111838340759,0.20683486759662628,0.18585290014743805,0.280230849981308,0.21280308067798615,0.2687271535396576,0.33646830916404724,0.14477922022342682,0.217311292886734,0.19469597935676575,0.13532155752182007,0.2539324164390564
their,0.3316696584224701,0.43277356028556824,0.2492487132549286,0.3270964026451111,0.34976133704185486,0.24921712279319763,0.29240939021110535,0.25792208313941956,0.14492541551589966,0.3038119673728943,0.219227597117424,0.1795511394739151,0.1898253709077835
way,0.5782880783081055,0.2970612645149231,0.20471720397472382,0.3101128041744232,0.30444321036338806,0.17818333208560944,0.3177938163280487,0.3691643178462982,0.20096755027770996,0.2694782316684723,0.14697431027889252,0.14221271872520447,0.31575819849967957
to,0.44169697165489197,0.31913647055625916,0.25293630361557007,0.4675939381122589,0.45010748505592346,0.24889446794986725,0.25828179717063904,0.391953706741333,0.2372783124446869,0.4069952368736267,0.22752350568771362,0.2431555688381195,0.29463258385658264
london,0.1765858680009842,0.20210662484169006,0.1720631867647171,0.14162082970142365,0.2785358726978302,0.31428247690200806,0.15861952304840088,0.14203158020973206,0.13215641677379608,0.2371179163455963,0.19099612534046173,0.14964795112609863,0.11278104782104492
and,0.33647966384887695,0.42175528407096863,0.2407902181148529,0.32774487137794495,0.4954058527946472,0.3463572859764099,0.23069246113300323,0.3875081241130829,0.21898822486400604,0.3601827025413513,0.29231131076812744,0.21988366544246674,0.20544172823429108
paris,0.15204280614852905,0.23229198157787323,0.17865897715091705,0.21342138946056366,0.29171380400657654,0.3025176227092743,0.10614996403455734,0.16620635986328125,0.05617193877696991,0.253307580947876,0.23450902104377747,0.19674921035766602,0.1491217315196991
",",0.22659391164779663,0.36755475401878357,0.21003474295139313,0.3066370487213135,0.5201468467712402,0.2542513906955719,0.18949751555919647,0.3877100944519043,0.25081464648246765,0.39760664105415344,0.3048674464225769,0.17991885542869568,0.31091248989105225
each,0.4183253347873688,0.23227569460868835,0.17329484224319458,0.2543970048427582,0.30816060304641724,0.13740193843841553,0.18907849490642548,0.25596532225608826,0.12557527422904968,0.22863267362117767,0.24253126978874207,0.0855838805437088,0.21173812448978424
side,0.2033666968345642,0.19292019307613373,0.09663600474596024,0.2884621024131775,0.2626299262046814,0.127525195479393,0.21615053713321686,0.18744641542434692,0.11361674219369888,0.1759026199579239,0.16113828122615814,0.14289583265781403,0.07831130921840668
proposing,0.33118191361427307,0.17642226815223694,0.12570630013942719,0.16745539009571075,0.2174641489982605,0.14498271048069,0.2965851128101349,0.30876120924949646,0.21755655109882355,0.19201523065567017,0.07781556248664856,0.19318759441375732,0.40302783250808716
that,0.557814359664917,0.35517072677612305,0.23046132922172546,0.34040841460227966,0.435920387506485,0.23799441754817963,0.32939714193344116,0.4500710964202881,0.27487510442733765,0.3477667272090912,0.2469819337129593,0.17702549695968628,0.32716336846351624
action,0.2790622413158417,0.1415831744670868,0.1484815925359726,0.187585711479187,0.22362500429153442,0.14214415848255157,0.16077667474746704,0.1750698834657669,0.1620781421661377,0.14448009431362152,0.10406310856342316,0.1492704600095749,0.250188946723938
be,0.4158933162689209,0.4064064621925354,0.2380216270685196,0.22852785885334015,0.3481820821762085,0.21410541236400604,0.23106707632541656,0.26362910866737366,0.18016843497753143,0.3107333183288574,0.16014507412910461,0.14492373168468475,0.3324260413646698
taken,0.22504179179668427,0.31235402822494507,0.17530545592308044,0.30716225504875183,0.2500644326210022,0.15911775827407837,0.1274975687265396,0.22840870916843414,0.08955372869968414,0.33566176891326904,0.13413380086421967,0.16515320539474487,0.17662954330444336
.,0.3287222981452942,0.3378238379955292,0.18761023879051208,0.3154444992542267,0.5591574311256409,0.31984585523605347,0.21784299612045288,0.42038556933403015,0.18083259463310242,0.41536515951156616,0.23717518150806427,0.17779675126075745,0.4130953550338745
