,how,long,did,tesla,hold,this,position,?
tesla,0.19128404557704926,0.14681872725486755,0.09757418930530548,0.9999999403953552,0.22899088263511658,0.2066725641489029,0.11136931926012039,0.10250775516033173
served,0.07596293091773987,0.22712332010269165,0.19789284467697144,0.06776043027639389,0.19738969206809998,0.0837009996175766,0.18437102437019348,0.117141492664814
as,0.33782753348350525,0.23432248830795288,0.3596470057964325,0.10285310447216034,0.2402239739894867,0.43993282318115234,0.2407573163509369,0.27043893933296204
a,0.29312583804130554,0.3795371353626251,0.2552328109741211,0.2211925983428955,0.2822398841381073,0.5422310829162598,0.28626853227615356,0.23916715383529663
vice,0.13988451659679413,0.1571928709745407,0.15456269681453705,0.11521921306848526,0.19952557981014252,0.15064913034439087,0.2697749733924866,0.1369185745716095
president,0.1342112123966217,0.1521872729063034,0.1801012009382248,0.1925830990076065,0.20508147776126862,0.19502170383930206,0.19582977890968323,0.14148259162902832
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.45148900151252747,0.23636478185653687,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6274310946464539,0.3183514177799225,0.22068053483963013
american,0.22688741981983185,0.13445866107940674,0.21486236155033112,0.12191694229841232,0.16105858981609344,0.21639271080493927,0.1544075310230255,0.18877598643302917
institute,0.1578029990196228,0.11447378993034363,0.13879841566085815,0.15442416071891785,0.10095429420471191,0.19261133670806885,0.15347301959991455,0.115291528403759
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.45148900151252747,0.23636478185653687,0.1826142966747284
electrical,0.2529982626438141,0.17319916188716888,0.12294142693281174,0.45727142691612244,0.21540769934654236,0.2809205949306488,0.17144669592380524,0.10923371464014053
engineers,0.24742470681667328,0.12942543625831604,0.24937547743320465,0.3254041373729706,0.221852645277977,0.25555697083473206,0.1607753336429596,0.18139411509037018
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.4316047728061676,0.1771278828382492,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6274310946464539,0.3183514177799225,0.22068053483963013
forerunner,0.18061894178390503,0.19777995347976685,0.18520309031009674,0.2702838182449341,0.14071236550807953,0.20865926146507263,0.23177900910377502,0.11524749547243118
(,0.1676948219537735,0.2487790733575821,0.18979617953300476,0.2156914919614792,0.14320339262485504,0.3388223350048065,0.2345474362373352,0.40561532974243164
along,0.2501010298728943,0.3176414370536804,0.18832118809223175,0.1016557365655899,0.14848466217517853,0.19873085618019104,0.10419607907533646,0.17134909331798553
with,0.3525622487068176,0.289187490940094,0.25472134351730347,0.16424812376499176,0.22930166125297546,0.36358317732810974,0.16771268844604492,0.2433311939239502
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6274310946464539,0.3183514177799225,0.22068053483963013
institute,0.1578029990196228,0.11447378993034363,0.13879841566085815,0.15442416071891785,0.10095429420471191,0.19261133670806885,0.15347301959991455,0.115291528403759
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.45148900151252747,0.23636478185653687,0.1826142966747284
radio,0.1959047019481659,0.1424800604581833,0.16486462950706482,0.2212681919336319,0.14672233164310455,0.1597774624824524,0.13185536861419678,0.08763375133275986
engineers,0.24742470681667328,0.12942543625831604,0.24937547743320465,0.3254041373729706,0.221852645277977,0.25555697083473206,0.1607753336429596,0.18139411509037018
),0.17939934134483337,0.23425164818763733,0.18584993481636047,0.22692398726940155,0.16549283266067505,0.3621573746204376,0.26386576890945435,0.42300865054130554
of,0.2480744868516922,0.2567519545555115,0.2513895630836487,0.18837453424930573,0.2465030699968338,0.45148900151252747,0.23636478185653687,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6274310946464539,0.3183514177799225,0.22068053483963013
modern-day,0.23278839886188507,0.20686045289039612,0.27556464076042175,0.2952616214752197,0.21927064657211304,0.3236103951931,0.1835675835609436,0.2257315069437027
ieee,0.2078831046819687,0.15325622260570526,0.056864287704229355,0.3623356223106384,0.1991555541753769,0.2359360307455063,0.17824983596801758,0.16785793006420135
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.4316047728061676,0.1771278828382492,0.31091248989105225
from,0.22939439117908478,0.3109167516231537,0.20248863101005554,0.10324860364198685,0.23314259946346283,0.3469814360141754,0.23697097599506378,0.19969791173934937
1892,-0.021277833729982376,0.052926141768693924,0.020185532048344612,-0.037353258579969406,0.14920459687709808,0.02295021340250969,0.06200017035007477,-0.03980826586484909
to,0.44169697165489197,0.30218687653541565,0.4452643394470215,0.17548894882202148,0.3469145894050598,0.5759071707725525,0.2374807894229889,0.29463258385658264
1894,0.02140633575618267,0.06828279048204422,0.1413605660200119,0.026786774396896362,0.0610099658370018,0.10627346485853195,0.19851116836071014,0.1500938981771469
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.17949827015399933,0.30296799540519714,0.500583827495575,0.24342353641986847,0.4130953550338745
