,what,do,rules,about,conflict,of,interest,involving,doctors,diagnosing,patients,resemble,?
this,0.5489566326141357,0.34963881969451904,0.2615296244621277,0.3886062204837799,0.3299126625061035,0.45148900151252747,0.34398776292800903,0.23889482021331787,0.21960808336734772,0.32001033425331116,0.2576897144317627,0.2712230980396271,0.3155723512172699
system,0.23557309806346893,0.18447506427764893,0.22570006549358368,0.2074505239725113,0.13139934837818146,0.25597915053367615,0.12245584279298782,0.12576857209205627,0.14686544239521027,0.2589509189128876,0.19183672964572906,0.12240464240312576,0.15556083619594574
reflects,0.2569086253643036,0.21897050738334656,0.12163371592760086,0.25089994072914124,0.24524301290512085,0.29528287053108215,0.2788495421409607,0.18616074323654175,0.06052118539810181,0.14765900373458862,0.19055190682411194,0.2757013142108917,0.13998140394687653
much,0.45316147804260254,0.312346875667572,0.19579967856407166,0.42681634426116943,0.1939764767885208,0.2671096920967102,0.31933560967445374,0.18974287807941437,0.24790875613689423,0.26880505681037903,0.23930391669273376,0.30040082335472107,0.23442231118679047
similarity,0.29618191719055176,0.20988701283931732,0.2496214061975479,0.2992449104785919,0.26043808460235596,0.2689111828804016,0.35458555817604065,0.2762560546398163,0.1562821865081787,0.23494853079319,0.19146621227264404,0.431657612323761,0.20027397572994232
to,0.455847829580307,0.38876664638519287,0.24270765483379364,0.391953706741333,0.2420341968536377,0.41548454761505127,0.29384326934814453,0.2483893632888794,0.2947743237018585,0.30562329292297363,0.2851313650608063,0.24356834590435028,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,0.27022838592529297,0.37995871901512146,0.2974752187728882,0.733189046382904,0.197127103805542,0.2870389223098755,0.24499839544296265,0.2824374735355377,0.22047552466392517,0.25901395082473755,0.22068053483963013
checks,0.29327985644340515,0.29115694761276245,0.28872150182724,0.19185969233512878,0.19654257595539093,0.23071420192718506,0.19741716980934143,0.224559023976326,0.16984586417675018,0.31156015396118164,0.28034481406211853,0.06326078623533249,0.2511393129825592
and,0.31309178471565247,0.276123583316803,0.24352850019931793,0.3875081241130829,0.272842675447464,0.5116966962814331,0.26105934381484985,0.2797302305698395,0.22853690385818481,0.22441861033439636,0.2402365654706955,0.269944965839386,0.20544172823429108
balances,0.2503637671470642,0.19384334981441498,0.30137282609939575,0.19412972033023834,0.22011055052280426,0.27821409702301025,0.2548213601112366,0.2789825201034546,0.23575472831726074,0.3139861822128296,0.31278061866760254,0.20066587626934052,0.1954762190580368
system,0.23557309806346893,0.18447506427764893,0.22570006549358368,0.2074505239725113,0.13139934837818146,0.25597915053367615,0.12245584279298782,0.12576857209205627,0.14686544239521027,0.2589509189128876,0.19183672964572906,0.12240464240312576,0.15556083619594574
of,0.33290785551071167,0.26150479912757874,0.18197891116142273,0.40939709544181824,0.2620731294155121,1.0,0.2115241438150406,0.3404907286167145,0.18925178050994873,0.2752178907394409,0.1887446492910385,0.24820731580257416,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.27022838592529297,0.37995871901512146,0.2974752187728882,0.733189046382904,0.197127103805542,0.2870389223098755,0.24499839544296265,0.2824374735355377,0.22047552466392517,0.25901395082473755,0.22068053483963013
u.s.,0.11178889125585556,-0.006324188783764839,0.07064128667116165,0.051726117730140686,0.006506225094199181,0.011562774889171124,-0.029002347961068153,-0.07404730468988419,-0.039994172751903534,0.035020411014556885,-0.016007088124752045,-0.062341030687093735,0.07886100560426712
and,0.31309178471565247,0.276123583316803,0.24352850019931793,0.3875081241130829,0.272842675447464,0.5116966962814331,0.26105934381484985,0.2797302305698395,0.22853690385818481,0.22441861033439636,0.2402365654706955,0.269944965839386,0.20544172823429108
many,0.36131182312965393,0.38738366961479187,0.3142277002334595,0.3800397515296936,0.2642844617366791,0.37253960967063904,0.3078969717025757,0.2604101300239563,0.34454771876335144,0.2482236623764038,0.300993949174881,0.2566196918487549,0.2124512493610382
other,0.341873437166214,0.34946969151496887,0.2658432722091675,0.3130497336387634,0.2579609155654907,0.38583824038505554,0.2809697389602661,0.2927517294883728,0.2971443831920624,0.27211233973503113,0.28255966305732727,0.3200877904891968,0.24682199954986572
governments,0.2814749777317047,0.25228410959243774,0.3128983676433563,0.22996459901332855,0.356962114572525,0.30223309993743896,0.23205430805683136,0.22702455520629883,0.2853369414806366,0.20868739485740662,0.31398805975914,0.14364060759544373,0.18805137276649475
.,0.3567904531955719,0.3613996207714081,0.27219346165657043,0.42038556933403015,0.2486632764339447,0.5352458953857422,0.2713910639286041,0.2707068622112274,0.1993139684200287,0.24715176224708557,0.2101183831691742,0.17686687409877777,0.4130953550338745
