,what,is,a,very,seldom,used,unit,of,mass,in,the,metric,system,?
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.34171217679977417,0.2849511206150055,0.3718377649784088,0.24230392277240753,0.733189046382904,0.2284930944442749,0.6662389636039734,1.0,0.21734559535980225,0.3233085572719574,0.22068053483963013
kilogram-force,0.26763954758644104,0.30803632736206055,0.3338840901851654,0.21715602278709412,0.2441025823354721,0.3008720278739929,0.43483173847198486,0.2609686255455017,0.4002437889575958,0.23917746543884277,0.29878470301628113,0.5201624631881714,0.24257443845272064,0.27672961354255676
leads,0.17333360016345978,0.29526054859161377,0.2486605942249298,0.2515205144882202,0.19141885638237,0.15319927036762238,0.11669491231441498,0.3671194314956665,0.11226274073123932,0.231519877910614,0.3400644361972809,0.013639513403177261,0.16107848286628723,0.11554955691099167
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.3902553617954254,0.3013942539691925,0.40058770775794983,0.19828897714614868,0.41548454761505127,0.20907121896743774,0.45010748505592346,0.535392165184021,0.2393241971731186,0.26662686467170715,0.29463258385658264
an,0.2821882665157318,0.4654068350791931,0.44552403688430786,0.2752308249473572,0.15386950969696045,0.25728896260261536,0.1805073320865631,0.32280945777893066,0.20003743469715118,0.2605783939361572,0.4207492768764496,0.14575524628162384,0.17536801099777222,0.19793890416622162
alternate,0.20848442614078522,0.21719586849212646,0.25135019421577454,0.11161771416664124,0.23394154012203217,0.25653019547462463,0.13104650378227234,0.2100224494934082,0.07494024187326431,0.1614992916584015,0.2994726002216339,0.2510114908218384,0.14413604140281677,0.2362358272075653
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.34709087014198303,0.23801246285438538,0.3120402991771698,0.22452907264232635,0.4946078956127167,0.2439754158258438,0.5201468467712402,0.4933079481124878,0.21044935286045074,0.18439900875091553,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.44750767946243286,0.5592649579048157,0.35732781887054443,0.3391169309616089,0.18256962299346924,0.39942997694015503,0.2302476018667221,0.48674455285072327,0.4859698414802551,0.2549588978290558,0.2440522015094757,0.27921953797340393
rarely,0.2806011736392975,0.3188157379627228,0.30350929498672485,0.4642900824546814,0.35501739382743835,0.40918633341789246,0.10073550045490265,0.22155629098415375,0.18456842005252838,0.2389764040708542,0.2914859354496002,0.1918068379163742,0.22138328850269318,0.23009803891181946
used,0.27546408772468567,0.3288823366165161,0.3864384889602661,0.36569854617118835,0.2946576178073883,0.9999998807907104,0.275480717420578,0.3075267970561981,0.2319032996892929,0.3090210556983948,0.3718377649784088,0.3072423040866852,0.27983206510543823,0.22430120408535004
unit,0.175853431224823,0.1913307011127472,0.26746660470962524,0.10114149004220963,0.07230859994888306,0.275480717420578,1.0,0.26649972796440125,0.3061967194080353,0.21935637295246124,0.24230392277240753,0.3230426013469696,0.30540552735328674,0.09069886058568954
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.34437474608421326,0.18973779678344727,0.3075267970561981,0.26649972796440125,1.0,0.26915112137794495,0.5696388483047485,0.733189046382904,0.21906468272209167,0.25597915053367615,0.1826142966747284
mass,0.23905135691165924,0.21063528954982758,0.21558082103729248,0.24289844930171967,0.12448277324438095,0.2319032996892929,0.3061967194080353,0.26915112137794495,1.0000001192092896,0.1766357719898224,0.2284930944442749,0.2591135501861572,0.2304820418357849,0.2076406031847
:,-0.12022944539785385,-0.07222653180360794,-0.0007584693375974894,-0.03000013343989849,-0.1311444342136383,-0.13810665905475616,-0.06538011133670807,-0.08807745575904846,-0.11397958546876907,0.020521078258752823,-0.03403344005346298,-0.05254446715116501,-0.1002127006649971,-0.07156077772378922
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.34171217679977417,0.2849511206150055,0.3718377649784088,0.24230392277240753,0.733189046382904,0.2284930944442749,0.6662389636039734,1.0,0.21734559535980225,0.3233085572719574,0.22068053483963013
metric,0.23627936840057373,0.17780743539333344,0.2014656513929367,0.14486804604530334,0.226144939661026,0.3072423040866852,0.3230426013469696,0.21906468272209167,0.2591135501861572,0.18834827840328217,0.21734559535980225,0.9999999403953552,0.32414472103118896,0.2346421480178833
slug,0.19859512150287628,0.2056054025888443,0.22494052350521088,0.16646529734134674,0.18792127072811127,0.15591000020503998,0.2926444411277771,0.15379580855369568,0.1927023082971573,0.1529426872730255,0.20068374276161194,0.19462905824184418,0.16724179685115814,0.21618622541427612
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.19960349798202515,0.11177804321050644,0.19005385041236877,0.1777588576078415,0.35032153129577637,0.16710513830184937,0.3087427020072937,0.33289089798927307,0.1878732144832611,0.15626809000968933,0.40561532974243164
sometimes,0.34229418635368347,0.3757973313331604,0.3788676857948303,0.3968949615955353,0.36816689372062683,0.4974112808704376,0.19182027876377106,0.296434611082077,0.12734954059123993,0.31462913751602173,0.35816407203674316,0.1522490680217743,0.24330569803714752,0.1751544177532196
mug,0.19179986417293549,0.16480064392089844,0.19079971313476562,0.19275298714637756,0.22159336507320404,0.21560963988304138,0.11674175411462784,0.16136299073696136,0.08976944535970688,0.13385769724845886,0.15768778324127197,0.17828276753425598,0.08531876653432846,0.19045552611351013
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.33374732732772827,0.3295843005180359,0.4951852560043335,0.2758494019508362,0.3792596757411957,0.24079331755638123,0.3586423695087433,0.4174870550632477,0.17477849125862122,0.32710888981819153,0.32389625906944275
hyl,0.11183754354715347,0.21325978636741638,0.23009654879570007,0.18404735624790192,0.06526953727006912,0.10840354114770889,0.12702791392803192,0.15532341599464417,0.13253119587898254,0.16929972171783447,0.1691982001066208,0.18890933692455292,0.1327357441186905,0.1832135021686554
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.23245026171207428,0.11069079488515854,0.1905621439218521,0.2031766027212143,0.3680361211299896,0.18670302629470825,0.3326910734176636,0.3456730246543884,0.19768795371055603,0.15207810699939728,0.42300865054130554
is,0.28837618231773376,1.0,0.658733606338501,0.3671363294124603,0.21450664103031158,0.3288823366165161,0.1913307011127472,0.4854315221309662,0.21063528954982758,0.5394441485404968,0.5823672413825989,0.17780743539333344,0.2282046526670456,0.22961433231830597
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.47700634598731995,0.3617880046367645,0.37621384859085083,0.18498452007770538,0.41498205065727234,0.2827543616294861,0.435920387506485,0.5473989248275757,0.23689621686935425,0.3088737428188324,0.32716336846351624
mass,0.23905135691165924,0.21063528954982758,0.21558082103729248,0.24289844930171967,0.12448277324438095,0.2319032996892929,0.3061967194080353,0.26915112137794495,1.0000001192092896,0.1766357719898224,0.2284930944442749,0.2591135501861572,0.2304820418357849,0.2076406031847
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.47700634598731995,0.3617880046367645,0.37621384859085083,0.18498452007770538,0.41498205065727234,0.2827543616294861,0.435920387506485,0.5473989248275757,0.23689621686935425,0.3088737428188324,0.32716336846351624
accelerates,0.2586190104484558,0.2167293131351471,0.2130858153104782,0.2556227147579193,0.21807260811328888,0.23267363011837006,0.2506122291088104,0.23022964596748352,0.40441879630088806,0.19189167022705078,0.2653306722640991,0.2911578416824341,0.30837252736091614,0.13790977001190186
at,0.2838611304759979,0.25906258821487427,0.3095070421695709,0.31395775079727173,0.09730229526758194,0.22295412421226501,0.19173164665699005,0.42558613419532776,0.25305312871932983,0.4374977946281433,0.457212895154953,0.18079063296318054,0.1684759259223938,0.21978627145290375
1,-0.21266892552375793,-0.12491171807050705,-0.20817746222019196,-0.1368139535188675,-0.18794257938861847,-0.26740407943725586,-0.15667614340782166,-0.09473495930433273,-0.07022321224212646,-0.10660158097743988,-0.1554475575685501,-0.19111910462379456,-0.17064590752124786,-0.249979168176651
m·s−2,0.014527857303619385,0.13331206142902374,0.08991739153862,0.01120049599558115,0.07840002328157425,0.134642094373703,0.1419946253299713,0.05388179421424866,0.18866176903247833,0.06709878891706467,0.08370336890220642,0.13217206299304962,0.1107376366853714,0.012734754011034966
when,0.4700249433517456,0.3471449911594391,0.44397395849227905,0.4456231892108917,0.39036962389945984,0.3272556662559509,0.18762949109077454,0.3757161796092987,0.1852782517671585,0.4431333839893341,0.5091903209686279,0.1964041292667389,0.27706024050712585,0.22841128706932068
subjected,0.3020525872707367,0.11942542344331741,0.2529391348361969,0.32593050599098206,0.24691374599933624,0.30432990193367004,0.15890449285507202,0.24000251293182373,0.2041883021593094,0.20308631658554077,0.20886987447738647,0.20443078875541687,0.20980478823184967,0.2399642914533615
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.3902553617954254,0.3013942539691925,0.40058770775794983,0.19828897714614868,0.41548454761505127,0.20907121896743774,0.45010748505592346,0.535392165184021,0.2393241971731186,0.26662686467170715,0.29463258385658264
a,0.3320399522781372,0.658733606338501,1.0,0.45312565565109253,0.24474112689495087,0.3864384889602661,0.26746660470962524,0.5052502155303955,0.21558082103729248,0.539380669593811,0.5829201340675354,0.2014656513929367,0.2589043080806732,0.23916715383529663
force,0.16915984451770782,0.22036980092525482,0.2451154738664627,0.18063676357269287,0.13778181374073029,0.19033478200435638,0.31507182121276855,0.27094775438308716,0.26299312710762024,0.21744468808174133,0.2800885736942291,0.23740096390247345,0.14612840116024017,0.1650998443365097
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.34437474608421326,0.18973779678344727,0.3075267970561981,0.26649972796440125,1.0,0.26915112137794495,0.5696388483047485,0.733189046382904,0.21906468272209167,0.25597915053367615,0.1826142966747284
1,-0.21266892552375793,-0.12491171807050705,-0.20817746222019196,-0.1368139535188675,-0.18794257938861847,-0.26740407943725586,-0.15667614340782166,-0.09473495930433273,-0.07022321224212646,-0.10660158097743988,-0.1554475575685501,-0.19111910462379456,-0.17064590752124786,-0.249979168176651
kgf,0.1379082053899765,0.16027331352233887,0.19056648015975952,0.11335738748311996,0.09840632230043411,0.11322692781686783,0.2930774390697479,0.13147911429405212,0.3152250647544861,0.16117024421691895,0.14055487513542175,0.33750998973846436,0.06176546588540077,0.2334843873977661
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.3872767388820648,0.2292267084121704,0.33111312985420227,0.2251177579164505,0.5352458953857422,0.25224974751472473,0.5591574311256409,0.5934505462646484,0.2823297381401062,0.2277725487947464,0.4130953550338745
