,what,was,warner,sinback
in,0.30808621644973755,0.45514053106307983,0.12745040655136108,0.24761386215686798
1965,0.15314841270446777,0.07673795521259308,0.020875735208392143,0.08490537106990814
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
at,0.2838611304759979,0.36707764863967896,0.11355243623256683,0.16202284395694733
the,0.42745697498321533,0.48711544275283813,0.2301838994026184,0.30068886280059814
instigation,0.23457856476306915,0.24905019998550415,0.11263196170330048,0.1963912546634674
of,0.33290785551071167,0.4069072902202606,0.14623181521892548,0.2543715536594391
warner,0.18542180955410004,0.24578320980072021,0.9999999403953552,0.40159064531326294
sinback,0.3512267768383026,0.3042662739753723,0.40159064531326294,1.0000001192092896
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
a,0.3320399522781372,0.4508470594882965,0.20652779936790466,0.3372011184692383
data,0.23453554511070251,0.10802177339792252,0.19276045262813568,0.21438032388687134
network,0.16917307674884796,0.1994880586862564,0.28589946031570435,0.23153343796730042
based,0.274813175201416,0.2870393395423889,0.16737188398838043,0.2831067740917206
on,0.34226128458976746,0.3909217119216919,0.17829261720180511,0.301160991191864
this,0.5489566326141357,0.3638818562030792,0.20653289556503296,0.35448434948921204
voice-phone,0.21858251094818115,0.20334655046463013,0.32963356375694275,0.4150557518005371
network,0.16917307674884796,0.1994880586862564,0.28589946031570435,0.23153343796730042
was,0.22111038863658905,1.0000001192092896,0.24578320980072021,0.3042662739753723
designed,0.15902110934257507,0.28384989500045776,0.16073256731033325,0.18608883023262024
to,0.455847829580307,0.3636345863342285,0.2131848782300949,0.3292369842529297
connect,0.21411117911338806,0.1543697714805603,0.144143208861351,0.2100999802350998
ge,0.15734513103961945,0.12655292451381683,0.1365409791469574,0.1685231477022171
's,0.02692362666130066,0.008974763564765453,0.0814090296626091,0.021832140162587166
four,0.18057085573673248,0.2866098880767822,0.14848844707012177,0.2235357016324997
computer,0.26911869645118713,0.1967092603445053,0.22447030246257782,0.3368428647518158
sales,0.16469480097293854,0.23775486648082733,0.21707095205783844,0.2798745036125183
and,0.31309178471565247,0.3740963041782379,0.2326769232749939,0.3491363823413849
service,0.16857224702835083,0.22689001262187958,0.1473504602909088,0.24564817547798157
centers,0.22307880222797394,0.1675269901752472,0.15939201414585114,0.16100330650806427
(,0.2411840260028839,0.2980341613292694,0.2537631392478943,0.403754860162735
schenectady,0.2360571026802063,0.3463931977748871,0.31361669301986694,0.33659791946411133
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
phoenix,0.07750703394412994,0.20757907629013062,0.1732582300901413,0.2498331218957901
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
chicago,0.1521448791027069,0.2574843168258667,0.19005776941776276,0.30915844440460205
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
and,0.31309178471565247,0.3740963041782379,0.2326769232749939,0.3491363823413849
phoenix,0.07750703394412994,0.20757907629013062,0.1732582300901413,0.2498331218957901
),0.26259949803352356,0.3267642855644226,0.2591218948364258,0.40467557311058044
to,0.455847829580307,0.3636345863342285,0.2131848782300949,0.3292369842529297
facilitate,0.2072707712650299,0.07396453619003296,0.06607071310281754,0.16675813496112823
a,0.3320399522781372,0.4508470594882965,0.20652779936790466,0.3372011184692383
computer,0.26911869645118713,0.1967092603445053,0.22447030246257782,0.3368428647518158
time-sharing,0.37867245078086853,0.21625901758670807,0.27023544907569885,0.34884434938430786
service,0.16857224702835083,0.22689001262187958,0.1473504602909088,0.24564817547798157
",",0.3087472915649414,0.45456063747406006,0.22650380432605743,0.3954184353351593
apparently,0.3612438142299652,0.30440112948417664,0.17985084652900696,0.32142743468284607
the,0.42745697498321533,0.48711544275283813,0.2301838994026184,0.30068886280059814
world,0.21669597923755646,0.3097524344921112,0.14050686359405518,0.2843850255012512
's,0.02692362666130066,0.008974763564765453,0.0814090296626091,0.021832140162587166
first,0.28086137771606445,0.5022147297859192,0.2331756353378296,0.27571964263916016
commercial,0.12070754915475845,0.22333669662475586,0.1209416314959526,0.22961018979549408
online,0.14688250422477722,0.14700770378112793,0.18594013154506683,0.3402123749256134
service,0.16857224702835083,0.22689001262187958,0.1473504602909088,0.24564817547798157
.,0.3567904531955719,0.40146201848983765,0.2520177662372589,0.3836387097835541
