,how,many,pages,was,the,kalven,report,statement,?
the,0.33890387415885925,0.4335206151008606,0.23384366929531097,0.48711544275283813,1.0,0.29577136039733887,0.2556745111942291,0.20954233407974243,0.22068053483963013
report,0.2084086388349533,0.17323614656925201,0.34655824303627014,0.19926786422729492,0.2556745111942291,0.1142764464020729,0.9999998807907104,0.38165080547332764,0.3138936758041382
",",0.22659391164779663,0.40610817074775696,0.23180006444454193,0.45456063747406006,0.4933079481124878,0.370126336812973,0.250803142786026,0.22861604392528534,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.24699968099594116,0.4508470594882965,0.5829201340675354,0.25040337443351746,0.2148611694574356,0.2952324151992798,0.23916715383529663
two-page,0.263590931892395,0.18200263381004333,0.6396983861923218,0.11261299252510071,0.2756604254245758,0.20912358164787292,0.36381861567497253,0.35755911469459534,0.5058836936950684
statement,0.3026704788208008,0.19208525121212006,0.2832363545894623,0.2362719178199768,0.20954233407974243,0.07330179959535599,0.38165080547332764,1.0000001192092896,0.28978636860847473
of,0.2480744868516922,0.37253960967063904,0.18891218304634094,0.4069072902202606,0.733189046382904,0.2405567169189453,0.22992923855781555,0.1980573982000351,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.23384366929531097,0.48711544275283813,1.0,0.29577136039733887,0.2556745111942291,0.20954233407974243,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.22077509760856628,0.290752112865448,0.263973206281662,0.17880776524543762,0.17288333177566528,0.1719193160533905,0.11887256056070328
's,-0.026164190843701363,0.01698932610452175,0.02106432430446148,0.008974763564765453,-0.01540423184633255,0.008126276545226574,-0.0383719876408577,-0.007225947454571724,-0.023395681753754616
policy,0.343195378780365,0.2228303849697113,0.3468329608440399,0.1882478892803192,0.2358427494764328,0.15386414527893066,0.3253973126411438,0.3833213150501251,0.30462446808815
in,0.2601168751716614,0.41474202275276184,0.19512948393821716,0.45514053106307983,0.6662389636039734,0.24306511878967285,0.204250767827034,0.17217876017093658,0.20430970191955566
``,-0.01591024175286293,0.012824942357838154,0.04398173838853836,-0.012679691426455975,0.029072100296616554,0.1171300932765007,-0.049207452684640884,0.08327054977416992,0.0685480609536171
social,0.2205141931772232,0.2721116840839386,0.1974024474620819,0.196878582239151,0.21797899901866913,0.11137396842241287,0.2171526700258255,0.228158637881279,0.1615191102027893
and,0.33647966384887695,0.5296266674995422,0.241494283080101,0.3740963041782379,0.5171257257461548,0.25466257333755493,0.20391902327537537,0.17807939648628235,0.20544172823429108
political,0.1886202096939087,0.2416682094335556,0.15824973583221436,0.24282537400722504,0.20477235317230225,0.11524665355682373,0.16869740188121796,0.30038318037986755,0.17130474746227264
action,0.2790622413158417,0.24865955114364624,0.20251569151878357,0.17610664665699005,0.28415048122406006,0.16222216188907623,0.2138686627149582,0.20663541555404663,0.250188946723938
",",0.22659391164779663,0.40610817074775696,0.23180006444454193,0.45456063747406006,0.4933079481124878,0.370126336812973,0.250803142786026,0.22861604392528534,0.31091248989105225
'',-0.0029843549709767103,-0.016843097284436226,0.061846449971199036,0.04456103965640068,0.041273195296525955,-0.05792048200964928,-0.046842265874147415,-0.01801685243844986,0.018684765323996544
declared,0.04972591996192932,0.17641764879226685,0.07798734307289124,0.3524813950061798,0.260531485080719,0.16563162207603455,0.20809149742126465,0.25217047333717346,0.17688149213790894
that,0.557814359664917,0.5391656160354614,0.31146255135536194,0.33670201897621155,0.5473989248275757,0.16963209211826324,0.30103304982185364,0.42887982726097107,0.32716336846351624
``,-0.01591024175286293,0.012824942357838154,0.04398173838853836,-0.012679691426455975,0.029072100296616554,0.1171300932765007,-0.049207452684640884,0.08327054977416992,0.0685480609536171
to,0.44169697165489197,0.40243685245513916,0.30835357308387756,0.3636345863342285,0.535392165184021,0.1909606158733368,0.2559358477592468,0.29286426305770874,0.29463258385658264
perform,0.29445943236351013,0.2919841706752777,0.16236434876918793,0.19602897763252258,0.22443658113479614,0.10260173678398132,0.14545941352844238,0.15198121964931488,0.13460582494735718
its,0.22449488937854767,0.3319723308086395,0.16800501942634583,0.3518870174884796,0.559237003326416,0.15606263279914856,0.22439044713974,0.25110915303230286,0.15103481709957123
mission,0.17383652925491333,0.160925030708313,0.145837664604187,0.20951420068740845,0.22673439979553223,0.24974973499774933,0.22865769267082214,0.2724575996398926,0.19506393373012543
in,0.2601168751716614,0.41474202275276184,0.19512948393821716,0.45514053106307983,0.6662389636039734,0.24306511878967285,0.204250767827034,0.17217876017093658,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.23384366929531097,0.48711544275283813,1.0,0.29577136039733887,0.2556745111942291,0.20954233407974243,0.22068053483963013
society,0.2293161153793335,0.2873149514198303,0.2158428579568863,0.21627455949783325,0.2789285480976105,0.1413685381412506,0.2099648118019104,0.20128177106380463,0.1373005360364914
",",0.22659391164779663,0.40610817074775696,0.23180006444454193,0.45456063747406006,0.4933079481124878,0.370126336812973,0.250803142786026,0.22861604392528534,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.24699968099594116,0.4508470594882965,0.5829201340675354,0.25040337443351746,0.2148611694574356,0.2952324151992798,0.23916715383529663
university,0.12992997467517853,0.19385361671447754,0.22077509760856628,0.290752112865448,0.263973206281662,0.17880776524543762,0.17288333177566528,0.1719193160533905,0.11887256056070328
must,0.3341856896877289,0.25259166955947876,0.21766576170921326,0.20152942836284637,0.2713140547275543,0.16770298779010773,0.18445491790771484,0.3004927337169647,0.23707495629787445
sustain,0.20875127613544464,0.19471976161003113,0.25635525584220886,0.11312083154916763,0.20292051136493683,0.11723912507295609,0.35687920451164246,0.23761941492557526,0.21733196079730988
an,0.2520636022090912,0.2465583086013794,0.14418716728687286,0.3694365322589874,0.4207492768764496,0.19441837072372437,0.18313995003700256,0.2489083856344223,0.19793890416622162
