,what,is,colonialism,'s,core,meaning,?
colonialism,0.27914220094680786,0.15186980366706848,0.9999999403953552,0.044498201459646225,0.13852868974208832,0.23793914914131165,0.1519109606742859
's,0.02692362666130066,0.02396530658006668,0.044498201459646225,0.9999999403953552,-0.039785515516996384,0.05367003753781319,-0.023395681753754616
core,0.2474994957447052,0.24520008265972137,0.13852868974208832,-0.039785515516996384,0.9999999403953552,0.15640254318714142,0.20309162139892578
meaning,0.24135559797286987,0.32422322034835815,0.23793914914131165,0.05367003753781319,0.15640254318714142,0.9999999403953552,0.20420892536640167
is,0.28837618231773376,1.0,0.15186980366706848,0.02396530658006668,0.24520008265972137,0.32422322034835815,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
exploitation,0.1492319405078888,0.21089857816696167,0.437130331993103,0.049717970192432404,0.17592422664165497,0.12653674185276031,0.2030007243156433
of,0.33290785551071167,0.4854315221309662,0.2704770565032959,-0.03817026689648628,0.2545962929725647,0.2447882443666458,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
valuable,0.2097254991531372,0.22445952892303467,0.17783498764038086,0.051109567284584045,0.19504132866859436,0.14651845395565033,0.20664997398853302
assets,0.2038845717906952,0.17634721100330353,0.25493448972702026,0.08597082644701004,0.22891634702682495,0.15362106263637543,0.1990663707256317
and,0.31309178471565247,0.3859752118587494,0.22906047105789185,0.06895173341035843,0.24035881459712982,0.20612139999866486,0.20544172823429108
supplies,0.16484728455543518,0.19651466608047485,0.16517573595046997,0.08554226160049438,0.11269695311784744,0.17372821271419525,0.08799431473016739
of,0.33290785551071167,0.4854315221309662,0.2704770565032959,-0.03817026689648628,0.2545962929725647,0.2447882443666458,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
nation,0.21990635991096497,0.2303507775068283,0.37969160079956055,0.033554114401340485,0.2348715215921402,0.2433430254459381,0.17865248024463654
that,0.6297725439071655,0.3995479643344879,0.2405940741300583,0.04397977516055107,0.24856308102607727,0.3256663978099823,0.32716336846351624
was,0.22111038863658905,0.5810302495956421,0.20783506333827972,0.008974763564765453,0.12617303431034088,0.2090936303138733,0.18412111699581146
conquered,0.2095409482717514,0.14777769148349762,0.32607147097587585,-0.024525096639990807,0.17324374616146088,0.1880321204662323,0.12499574571847916
and,0.31309178471565247,0.3859752118587494,0.22906047105789185,0.06895173341035843,0.24035881459712982,0.20612139999866486,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
conquering,0.3025504946708679,0.19527630507946014,0.3869563043117523,0.019651897251605988,0.2019290328025818,0.22019998729228973,0.16821224987506866
nation,0.21990635991096497,0.2303507775068283,0.37969160079956055,0.033554114401340485,0.2348715215921402,0.2433430254459381,0.17865248024463654
then,0.4072686731815338,0.24618037045001984,0.17914673686027527,0.010921895503997803,0.1651144027709961,0.18177984654903412,0.2884598970413208
gaining,0.24912129342556,0.2515729069709778,0.2424669712781906,0.023491928353905678,0.1690392792224884,0.2802942097187042,0.15860657393932343
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
benefits,0.26291319727897644,0.18887722492218018,0.22470131516456604,0.015248570591211319,0.14985796809196472,0.19717568159103394,0.25678688287734985
from,0.2737620174884796,0.27355384826660156,0.21451672911643982,-0.01936490088701248,0.24897418916225433,0.2275310903787613,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
spoils,0.29637086391448975,0.2000517100095749,0.2676575779914856,0.056232329457998276,0.17895130813121796,0.22283624112606049,0.17688733339309692
of,0.33290785551071167,0.4854315221309662,0.2704770565032959,-0.03817026689648628,0.2545962929725647,0.2447882443666458,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.25141018629074097,-0.01540423184633255,0.21890558302402496,0.31918859481811523,0.22068053483963013
war,0.22516006231307983,0.18502555787563324,0.3981720805168152,0.06856801360845566,0.1553170084953308,0.1549682468175888,0.15510529279708862
.,0.3567904531955719,0.4569662809371948,0.22091162204742432,-0.003708066651597619,0.20096416771411896,0.15429382026195526,0.4130953550338745
