,what,did,tymnet,connect
tymnet,0.22110024094581604,0.22236321866512299,0.9999999403953552,0.23782563209533691
was,0.22111038863658905,0.41399896144866943,0.2833113968372345,0.1543697714805603
an,0.2821882665157318,0.22598257660865784,0.2221151739358902,0.14402754604816437
international,0.10870302468538284,0.12453269958496094,0.17426198720932007,0.13222922384738922
data,0.23453554511070251,0.1821516454219818,0.2152608335018158,0.2239641398191452
communications,0.18950708210468292,0.18106533586978912,0.26333820819854736,0.39596760272979736
network,0.16917307674884796,0.08572790026664734,0.30985820293426514,0.4493256211280823
headquartered,0.1961720734834671,0.09804210066795349,0.11406582593917847,0.2022067755460739
in,0.30808621644973755,0.2593238651752472,0.24898186326026917,0.24655267596244812
san,0.19375550746917725,0.1785750538110733,0.18563488125801086,0.12555815279483795
jose,0.14773352444171906,0.15362997353076935,0.16134074330329895,0.0650542750954628
",",0.3087472915649414,0.3015086054801941,0.38123902678489685,0.21849390864372253
ca,0.17557676136493683,0.0667821615934372,0.2769811451435089,0.07015969604253769
that,0.6297725439071655,0.47518548369407654,0.28914669156074524,0.2584347426891327
utilized,0.19048070907592773,0.2527048885822296,0.21419793367385864,0.2689652442932129
virtual,0.17652173340320587,0.11685856431722641,0.207347571849823,0.21268817782402039
call,0.3242133855819702,0.22224749624729156,0.18070226907730103,0.1455545574426651
packet,0.2392171323299408,0.12016243487596512,0.29157304763793945,0.2678300142288208
switched,0.1686895191669464,0.23191606998443604,0.24740992486476898,0.25259649753570557
technology,0.1940862536430359,0.11363749206066132,0.23325006663799286,0.2609768509864807
and,0.31309178471565247,0.34479495882987976,0.3603062927722931,0.24899420142173767
used,0.27546408772468567,0.30443844199180603,0.262147456407547,0.28239142894744873
x.25,0.16212259232997894,0.08334382623434067,0.08557096123695374,0.11165360361337662
",",0.3087472915649414,0.3015086054801941,0.38123902678489685,0.21849390864372253
sna/sdlc,0.2363840639591217,0.22000820934772491,0.3945607841014862,0.2799006402492523
",",0.3087472915649414,0.3015086054801941,0.38123902678489685,0.21849390864372253
bsc,0.14763283729553223,0.15867319703102112,0.21248044073581696,0.10459395498037338
and,0.31309178471565247,0.34479495882987976,0.3603062927722931,0.24899420142173767
ascii,0.24079330265522003,0.07312501966953278,0.3362984359264374,0.27570489048957825
interfaces,0.2277219593524933,0.13619044423103333,0.358555406332016,0.42925503849983215
to,0.455847829580307,0.4452643394470215,0.2631687521934509,0.2861320674419403
connect,0.21411117911338806,0.09862206876277924,0.23782563209533691,1.0
host,0.12779991328716278,0.08573058992624283,0.1660543829202652,0.2548709213733673
computers,0.3057560622692108,0.25192227959632874,0.31412824988365173,0.36547085642814636
(,0.2411840260028839,0.18979617953300476,0.3540246784687042,0.14727316796779633
servers,0.23005419969558716,0.17057962715625763,0.2985706031322479,0.33167317509651184
),0.26259949803352356,0.18584993481636047,0.3654130697250366,0.18925058841705322
at,0.2838611304759979,0.28390252590179443,0.3356589376926422,0.23275461792945862
thousands,0.2399357110261917,0.17608793079853058,0.19646115601062775,0.12969200313091278
of,0.33290785551071167,0.2513895630836487,0.2981935143470764,0.21932561695575714
large,0.2017821967601776,0.2084006518125534,0.15474256873130798,0.18968312442302704
companies,0.20801754295825958,0.22622764110565186,0.17950870096683502,0.19021174311637878
",",0.3087472915649414,0.3015086054801941,0.38123902678489685,0.21849390864372253
educational,0.2158561795949936,0.18880505859851837,0.23799234628677368,0.13685722649097443
institutions,0.22018329799175262,0.21867677569389343,0.22587457299232483,0.15047971904277802
",",0.3087472915649414,0.3015086054801941,0.38123902678489685,0.21849390864372253
and,0.31309178471565247,0.34479495882987976,0.3603062927722931,0.24899420142173767
government,0.28074538707733154,0.2792121469974518,0.1674432009458542,0.16123612225055695
agencies,0.2035544514656067,0.21135711669921875,0.11477921158075333,0.1405852884054184
.,0.3567904531955719,0.35288307070732117,0.3561079204082489,0.23481737077236176
