,what,did,luther,speak,out,about,in,saxony,?
luther,0.2134782373905182,0.23667675256729126,1.0,0.1493251472711563,0.1738509088754654,0.203048437833786,0.20523880422115326,0.2548035979270935,0.1732746809720993
spoke,0.23763181269168854,0.3508375585079193,0.2555777132511139,0.6027843356132507,0.2384425550699234,0.29006481170654297,0.21915249526500702,0.1802017092704773,0.16296985745429993
out,0.3633197546005249,0.28413498401641846,0.1738509088754654,0.21931974589824677,1.0,0.3289739489555359,0.3576207756996155,0.13518781960010529,0.22020699083805084
against,0.24561616778373718,0.22514554858207703,0.18804924190044403,0.18018589913845062,0.2855616509914398,0.1949513703584671,0.27273955941200256,0.10360658168792725,0.18095137178897858
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2565973103046417,0.39404502511024475,0.37995871901512146,0.6662389636039734,0.27077290415763855,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.24326977133750916,0.2627471387386322,0.23913612961769104,0.20877037942409515,0.2334136962890625,0.2510546147823334,0.16730794310569763
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2336738109588623,0.3576207756996155,0.39797019958496094,1.0,0.25673431158065796,0.20430970191955566
saxony,0.20899251103401184,0.1633453220129013,0.2548035979270935,0.18415577709674835,0.13518781960010529,0.2578011751174927,0.25673431158065796,1.0,0.17603406310081482
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2902714014053345,0.3161109685897827,0.3877100944519043,0.5201468467712402,0.2703131437301636,0.31091248989105225
brandenburg,0.1906360536813736,0.1754067838191986,0.33385416865348816,0.15991735458374023,0.146781787276268,0.17028777301311493,0.21939347684383392,0.6654245853424072,0.1353527009487152
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2902714014053345,0.3161109685897827,0.3877100944519043,0.5201468467712402,0.2703131437301636,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.24840866029262543,0.3881998062133789,0.3875081241130829,0.4954058527946472,0.22855228185653687,0.20544172823429108
silesia,0.18449972569942474,0.13068537414073944,0.23406732082366943,0.19113975763320923,0.10144588351249695,0.19801074266433716,0.30503377318382263,0.5689210891723633,0.14710094034671783
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2704809308052063,0.34234723448753357,0.42038556933403015,0.5591574311256409,0.2629375755786896,0.4130953550338745
