,why,do,polar,water,bodies,support,a,higher,amount,of,life,?
the,0.30742117762565613,0.30239659547805786,0.21921125054359436,0.297396719455719,0.2745959758758545,0.22984638810157776,0.5829201340675354,0.3292480409145355,0.3336862325668335,0.733189046382904,0.23528170585632324,0.22068053483963013
increased,0.1506301611661911,0.17653733491897583,0.14595265686511993,0.2613234519958496,0.20307378470897675,0.2710472047328949,0.22370080649852753,0.4118451178073883,0.3916511535644531,0.3371390700340271,0.17506882548332214,0.09587585180997849
solubility,0.22917506098747253,0.19768507778644562,0.3307264745235443,0.46687960624694824,0.2918012738227844,0.2420431524515152,0.1878402978181839,0.30259251594543457,0.403143048286438,0.17882999777793884,0.15703733265399933,0.21849468350410461
of,0.28464117646217346,0.26150479912757874,0.1753222942352295,0.2741255462169647,0.2732889950275421,0.2307697981595993,0.5052502155303955,0.3096220791339874,0.2541177570819855,1.0,0.2788603901863098,0.1826142966747284
o,0.17448145151138306,0.20256756246089935,0.1422479748725891,0.15933758020401,0.1484624147415161,0.1312437206506729,0.18840523064136505,0.03692087158560753,0.027925970032811165,0.16054381430149078,0.12256370484828949,0.23868927359580994
2,-0.013467837125062943,-0.09570206701755524,0.02082030661404133,0.04057620093226433,-0.058027490973472595,0.05641121417284012,-0.05323360115289688,-0.10561373084783554,-0.06168443337082863,-0.013777675107121468,-0.03727105259895325,0.001977203879505396
at,0.23853865265846252,0.1511090099811554,0.14033380150794983,0.14569826424121857,0.15140984952449799,0.17800305783748627,0.3095070421695709,0.2542303204536438,0.22508464753627777,0.42558613419532776,0.20837508141994476,0.21978627145290375
lower,0.12838831543922424,0.12720887362957,0.1042761355638504,0.2041805535554886,0.15422207117080688,0.12085139751434326,0.2221667766571045,0.5770463347434998,0.1802045702934265,0.31757521629333496,0.19532732665538788,0.08471795171499252
temperatures,0.24719777703285217,0.22281956672668457,0.3932151198387146,0.43114957213401794,0.2690403163433075,0.17424727976322174,0.23293450474739075,0.3653656244277954,0.3885025382041931,0.2011728584766388,0.15697795152664185,0.1895846426486969
(,0.23387731611728668,0.24216170608997345,0.22669470310211182,0.16755586862564087,0.12402566522359848,0.23303374648094177,0.3206180930137634,0.17905442416667938,0.1956038922071457,0.35032153129577637,0.16464252769947052,0.40561532974243164
see,0.492316871881485,0.4088582396507263,0.22414635121822357,0.22724933922290802,0.19232866168022156,0.3495969772338867,0.3039536476135254,0.1616523563861847,0.24445776641368866,0.33962661027908325,0.13702435791492462,0.42005208134651184
physical,0.19089160859584808,0.23259274661540985,0.15997810661792755,0.20921093225479126,0.2566506564617157,0.17562390863895416,0.2210949957370758,0.21321304142475128,0.18604490160942078,0.3124530017375946,0.28419312834739685,0.11781801283359528
