,what,is,the,latin,name,for,black,death,?
gasquet,0.10147222876548767,0.19132548570632935,0.25759053230285645,0.1916818767786026,0.16622065007686615,0.17591653764247894,0.23447678983211517,0.17832721769809723,0.15371091663837433
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2060166597366333,0.2706909477710724,0.3357032239437103,0.14539995789527893,0.15356801450252533,0.40561532974243164
1908,-0.14133977890014648,-0.12062976509332657,-0.02364869974553585,0.051607031375169754,-0.0672319084405899,-0.12723837792873383,0.04896418750286102,0.07380310446023941,-0.15027135610580444
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21256890892982483,0.2638341188430786,0.3639558255672455,0.15729744732379913,0.18010789155960083,0.42300865054130554
claimed,0.2667301297187805,0.17499059438705444,0.2761930227279663,0.03215491771697998,0.16558480262756348,0.2044578492641449,0.1306832730770111,0.2252623587846756,0.2083493024110794
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.23106059432029724,0.27224332094192505,0.4137635827064514,0.22347763180732727,0.25607815384864807,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.24914836883544922,0.3171212375164032,0.4739971458911896,0.28466513752937317,0.21438048779964447,0.22068053483963013
latin,0.1759578436613083,0.1937478482723236,0.24914836883544922,1.0,0.32249414920806885,0.2160390317440033,0.1615992933511734,0.08751361072063446,0.1303461492061615
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.32249414920806885,1.0,0.25737348198890686,0.12729579210281372,0.18105126917362213,0.15381577610969543
atra,0.11544003337621689,0.21483653783798218,0.18821199238300323,0.21751582622528076,0.17094412446022034,0.07601942867040634,0.21871298551559448,0.2140362709760666,0.09810864180326462
mors,0.11480185389518738,0.1263553649187088,0.2329447716474533,0.11053125560283661,0.06686956435441971,0.23143181204795837,0.17566756904125214,0.24567808210849762,0.08785279840230942
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2060166597366333,0.2706909477710724,0.3357032239437103,0.14539995789527893,0.15356801450252533,0.40561532974243164
black,0.12054000794887543,0.20887219905853271,0.28466513752937317,0.1615992933511734,0.12729579210281372,0.2090286761522293,1.0,0.1932034194469452,0.15159966051578522
death,0.2267695665359497,0.17991963028907776,0.21438048779964447,0.08751361072063446,0.18105126917362213,0.19869662821292877,0.1932034194469452,0.9999998807907104,0.21149799227714539
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21256890892982483,0.2638341188430786,0.3639558255672455,0.15729744732379913,0.18010789155960083,0.42300865054130554
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2160390317440033,0.25737348198890686,0.9999999403953552,0.2090286761522293,0.19869662821292877,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.24914836883544922,0.3171212375164032,0.4739971458911896,0.28466513752937317,0.21438048779964447,0.22068053483963013
14th-century,0.20714636147022247,0.19050055742263794,0.3126668930053711,0.2138819545507431,0.14748796820640564,0.1644088476896286,0.17309896647930145,0.20279929041862488,0.09547005593776703
epidemic,0.17818985879421234,0.17961624264717102,0.23666009306907654,0.15013357996940613,0.09423403441905975,0.20840448141098022,0.14684009552001953,0.2925157845020294,0.1562352478504181
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.21166430413722992,0.3163818418979645,0.3800288736820221,0.14931964874267578,0.21622197329998016,0.18701928853988647
appeared,0.1569073647260666,0.19678987562656403,0.30265679955482483,0.18079593777656555,0.1681574285030365,0.2528862953186035,0.17051510512828827,0.17661727964878082,0.1384376585483551
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18954341113567352,0.2459065467119217,0.4322226941585541,0.20407067239284515,0.18743370473384857,0.20430970191955566
modern,0.2655639946460724,0.24170172214508057,0.3283970355987549,0.25967079401016235,0.17239713668823242,0.22431503236293793,0.14159975945949554,0.04700516536831856,0.12475407868623734
times,0.21414996683597565,0.21773184835910797,0.29093852639198303,0.1464969664812088,0.19941937923431396,0.2999500632286072,0.11752896755933762,0.11975900828838348,0.18880689144134521
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18954341113567352,0.2459065467119217,0.4322226941585541,0.20407067239284515,0.18743370473384857,0.20430970191955566
1631,0.03519954904913902,-0.06043531745672226,-0.05162692815065384,-0.011251826770603657,-0.042704448103904724,-0.001253316760994494,-0.0700812041759491,0.06293006986379623,0.018736038357019424
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18954341113567352,0.2459065467119217,0.4322226941585541,0.20407067239284515,0.18743370473384857,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.18326351046562195,0.26421117782592773,0.44038116931915283,0.23173153400421143,0.16249743103981018,0.23916715383529663
book,0.2872225046157837,0.21808475255966187,0.2652374505996704,0.18747279047966003,0.24604547023773193,0.22091296315193176,0.12125842273235321,0.20592626929283142,0.20572158694267273
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1663224697113037,0.17627742886543274,0.36199691891670227,0.18663345277309418,0.16915851831436157,0.2714994251728058
danish,0.09652101993560791,0.11343691498041153,0.15316766500473022,0.15444326400756836,0.08608344942331314,0.15774202346801758,0.12946125864982605,0.07000844180583954,0.09872670471668243
history,0.28630873560905457,0.1751103699207306,0.33215048909187317,0.17341826856136322,0.20354317128658295,0.25068506598472595,0.12598654627799988,0.1059015616774559,0.2501974403858185
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.19796304404735565,0.25480157136917114,0.3248702883720398,0.1966358721256256,0.23285827040672302,0.17966607213020325
j.i,-0.001804353785701096,0.05096070095896721,0.15126575529575348,0.04197537899017334,-0.011199713684618473,0.03807121887803078,0.11193816363811493,-0.001115047954954207,0.008673595264554024
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2097781002521515,0.24737101793289185,0.4726039469242096,0.24577875435352325,0.24631039798259735,0.4130953550338745
