,what,did,the,king,do,to,regarding,huguenot,education,?
then,0.4072686731815338,0.303744375705719,0.4297412931919098,0.22984622418880463,0.27838701009750366,0.5203860402107239,0.19586624205112457,0.13526307046413422,0.16360999643802643,0.2884598970413208
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.2988036274909973,0.19599148631095886,0.385390967130661,0.15882879495620728,0.27812662720680237,0.3001016676425934,0.2089974731206894
imposed,0.26510581374168396,0.2687847912311554,0.21278446912765503,0.21054203808307648,0.23911145329475403,0.2800833284854889,0.389665424823761,0.2557258605957031,0.2431628406047821,0.1671440154314041
penalties,0.16156023740768433,0.17012792825698853,0.08686389029026031,0.0423511378467083,0.19253985583782196,0.1563161313533783,0.22876447439193726,0.2176254391670227,0.16692018508911133,0.1776970475912094
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.27879971265792847,0.3283645510673523,0.44245919585227966,0.2758248746395111,0.24752236902713776,0.2718683183193207,0.31091248989105225
closed,0.1689339131116867,0.1969357281923294,0.2359541952610016,0.0884140133857727,0.2084195613861084,0.2852984070777893,0.17950916290283203,0.22043342888355255,0.11868893355131149,0.15595348179340363
huguenot,0.1912020891904831,0.22897696495056152,0.29557526111602783,0.2899644374847412,0.11221462488174438,0.24496324360370636,0.19867199659347534,1.0000001192092896,0.20470008254051208,0.1359742432832718
schools,0.1820785105228424,0.20622693002223969,0.22905772924423218,0.1357690542936325,0.19505831599235535,0.2362271547317505,0.2155395895242691,0.1631963551044464,0.6035618185997009,0.18349280953407288
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.24642229080200195,0.276123583316803,0.48971283435821533,0.3182925879955292,0.2762077748775482,0.308173805475235,0.20544172823429108
excluded,0.2195880115032196,0.2558783292770386,0.27489393949508667,0.17926254868507385,0.19341784715652466,0.30993080139160156,0.2853459119796753,0.1772909164428711,0.1480335146188736,0.13902585208415985
them,0.4994642734527588,0.44189682602882385,0.4788833558559418,0.24224379658699036,0.4653012752532959,0.5916602611541748,0.3258477449417114,0.2368193119764328,0.12739817798137665,0.35435691475868225
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.1906634420156479,0.20424067974090576,0.4069952368736267,0.19213083386421204,0.1858682930469513,0.19191351532936096,0.19969791173934937
favored,0.20515379309654236,0.27823537588119507,0.2811082899570465,0.22876568138599396,0.16365088522434235,0.26479920744895935,0.3396569788455963,0.26647627353668213,0.23704521358013153,0.13614626228809357
professions,0.2469734102487564,0.1888897567987442,0.18702878057956696,0.13148732483386993,0.26608335971832275,0.24889031052589417,0.3005283772945404,0.23099756240844727,0.4298252761363983,0.1938619166612625
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2334747016429901,0.3613996207714081,0.4645031690597534,0.27343305945396423,0.2060975730419159,0.27047446370124817,0.4130953550338745
