,what,did,he,hope,to,locate,underground,?
in,0.30808621644973755,0.2593238651752472,0.41690486669540405,0.23561698198318481,0.45010748505592346,0.25317317247390747,0.22231480479240417,0.20430970191955566
1935,0.03426429256796837,-0.09156817942857742,-0.04598342254757881,0.007842057384550571,0.05752921104431152,0.06841372698545456,-0.06258748471736908,0.11409125477075577
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.3157316744327545,0.44245919585227966,0.2523760497570038,0.18781989812850952,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.41690486669540405,0.23561698198318481,0.45010748505592346,0.25317317247390747,0.22231480479240417,0.20430970191955566
an,0.2821882665157318,0.22598257660865784,0.281929612159729,0.17013148963451385,0.3138085603713989,0.21810857951641083,0.14217916131019592,0.19793890416622162
annual,0.14798973500728607,0.13183704018592834,0.14458216726779938,0.13426484167575836,0.2023409903049469,0.0896378681063652,0.10877881944179535,0.1083487942814827
birthday,0.21950648725032806,0.2158898115158081,0.2747727334499359,0.21836794912815094,0.19613051414489746,0.10255327075719833,0.04765082523226738,0.22143252193927765
celebration,0.20844492316246033,0.17503295838832855,0.21668241918087006,0.21604040265083313,0.2563056945800781,0.13687275350093842,0.08949864655733109,0.1872778683900833
interview,0.17965836822986603,0.24580758810043335,0.1761155128479004,0.1700890213251114,0.13382475078105927,0.025911567732691765,0.15537141263484955,0.21284115314483643
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.3157316744327545,0.44245919585227966,0.2523760497570038,0.18781989812850952,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.12373391538858414,0.17233175039291382,0.17548894882202148,0.1323620080947876,0.13121764361858368,0.10250775516033173
announced,0.09249057620763779,0.2690480351448059,0.24487492442131042,0.11557570099830627,0.20247882604599,0.09427947551012039,0.170799121260643,0.17416009306907654
a,0.3320399522781372,0.2552328109741211,0.4393508732318878,0.2188071757555008,0.45503583550453186,0.27569276094436646,0.2285252958536148,0.23916715383529663
method,0.25476205348968506,0.21537424623966217,0.12526355683803558,0.14985229074954987,0.2593044936656952,0.11435094475746155,0.1926000565290451,0.2194802314043045
of,0.33290785551071167,0.2513895630836487,0.38706058263778687,0.2194291651248932,0.41548454761505127,0.24132601916790009,0.22807668149471283,0.1826142966747284
transmitting,0.25582337379455566,0.12921853363513947,0.12878847122192383,0.11905858665704727,0.25436335802078247,0.21391655504703522,0.23802122473716736,0.16731256246566772
mechanical,0.22318285703659058,0.13345296680927277,0.23722536861896515,0.1480553150177002,0.23466935753822327,0.20861952006816864,0.2407170534133911,0.10079140216112137
energy,0.190252885222435,0.14123573899269104,0.19338715076446533,0.13832247257232666,0.27179354429244995,0.16235455870628357,0.22214318811893463,0.14860127866268158
with,0.2464839518070221,0.25472134351730347,0.2845253646373749,0.18635113537311554,0.4239959120750427,0.20412631332874298,0.1311531364917755,0.2433311939239502
minimal,0.28786778450012207,0.26893505454063416,0.1416061371564865,0.16666409373283386,0.3149429261684418,0.23386581242084503,0.17496873438358307,0.19599555432796478
loss,0.21803489327430725,0.17676638066768646,0.1636691391468048,0.19641387462615967,0.2457711398601532,0.10715049505233765,0.07272045314311981,0.1312553584575653
over,0.28007611632347107,0.2535076439380646,0.28867611289024353,0.2657771408557892,0.38635820150375366,0.20234963297843933,0.2132725715637207,0.25742942094802856
any,0.43670421838760376,0.37563082575798035,0.24951131641864777,0.2694844901561737,0.46410247683525085,0.2837753891944885,0.16291819512844086,0.4113408327102661
terrestrial,0.13171201944351196,0.08567497134208679,0.12919168174266815,0.1695260852575302,0.1738899201154709,0.1566869467496872,0.2318543940782547,0.09166651964187622
distance,0.18809965252876282,0.11195807158946991,0.1795598715543747,0.18425020575523376,0.26426711678504944,0.2615390717983246,0.182420551776886,0.05407539755105972
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.3157316744327545,0.44245919585227966,0.2523760497570038,0.18781989812850952,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.4393508732318878,0.2188071757555008,0.45503583550453186,0.27569276094436646,0.2285252958536148,0.23916715383529663
related,0.258600115776062,0.20720073580741882,0.14400747418403625,0.11128989607095718,0.2702969014644623,0.18508712947368622,0.06871864199638367,0.17689068615436554
new,0.2130378633737564,0.227974995970726,0.2739552855491638,0.2685152292251587,0.33159172534942627,0.24403135478496552,0.21571940183639526,0.14782847464084625
means,0.2553325295448303,0.16748420894145966,0.21325388550758362,0.20278237760066986,0.2301892638206482,0.17826133966445923,0.12559284269809723,0.21233566105365753
of,0.33290785551071167,0.2513895630836487,0.38706058263778687,0.2194291651248932,0.41548454761505127,0.24132601916790009,0.22807668149471283,0.1826142966747284
communication,0.283955842256546,0.1962505280971527,0.19700880348682404,0.21892768144607544,0.2763688564300537,0.29371219873428345,0.1724976897239685,0.1517418920993805
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.3157316744327545,0.44245919585227966,0.2523760497570038,0.18781989812850952,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.45427167415618896,0.29339489340782166,0.48971283435821533,0.25818243622779846,0.25981026887893677,0.20544172823429108
a,0.3320399522781372,0.2552328109741211,0.4393508732318878,0.2188071757555008,0.45503583550453186,0.27569276094436646,0.2285252958536148,0.23916715383529663
method,0.25476205348968506,0.21537424623966217,0.12526355683803558,0.14985229074954987,0.2593044936656952,0.11435094475746155,0.1926000565290451,0.2194802314043045
of,0.33290785551071167,0.2513895630836487,0.38706058263778687,0.2194291651248932,0.41548454761505127,0.24132601916790009,0.22807668149471283,0.1826142966747284
accurately,0.3832217752933502,0.2980344295501709,0.2181059867143631,0.1698685735464096,0.3627360463142395,0.2891189157962799,0.15495984256267548,0.22476822137832642
determining,0.3854760527610779,0.20227448642253876,0.16495293378829956,0.20837822556495667,0.3152051270008087,0.2957124710083008,0.238388329744339,0.25675374269485474
the,0.42745697498321533,0.34736719727516174,0.4571082592010498,0.2378109097480774,0.535392165184021,0.3594493865966797,0.24716822803020477,0.22068053483963013
location,0.2507282793521881,0.1365937441587448,0.1530473828315735,0.058289654552936554,0.2590580880641937,0.5662491917610168,0.1370135247707367,0.15759775042533875
of,0.33290785551071167,0.2513895630836487,0.38706058263778687,0.2194291651248932,0.41548454761505127,0.24132601916790009,0.22807668149471283,0.1826142966747284
underground,0.162822887301445,0.13514548540115356,0.18173527717590332,0.11068348586559296,0.20585036277770996,0.16539625823497772,1.0,0.1097135841846466
mineral,0.20816034078598022,0.04814280569553375,0.1245376318693161,0.19682112336158752,0.22294564545154572,0.1581510752439499,0.2728058695793152,0.1975122094154358
deposits,0.17664960026741028,0.1024630069732666,0.11405245214700699,0.15490081906318665,0.19850799441337585,0.15450464189052582,0.32128146290779114,0.1225230023264885
.,0.3567904531955719,0.35288307070732117,0.38061028718948364,0.2732508182525635,0.4645031690597534,0.2932136654853821,0.19650229811668396,0.4130953550338745
