,during,summers,",",for,what,tournaments,does,abc,air,highlight,programs,?
during,1.0,0.24748866260051727,0.3225448727607727,0.3448435664176941,0.24137552082538605,0.23269020020961761,0.15165476500988007,0.18870772421360016,0.24089480936527252,0.217565655708313,0.22000795602798462,0.1325719803571701
the,0.4838213622570038,0.23460958898067474,0.4933079481124878,0.4739971458911896,0.42745697498321533,0.24384206533432007,0.35928019881248474,0.2068762183189392,0.2877824306488037,0.26126983761787415,0.21757709980010986,0.22068053483963013
summer,0.3307880461215973,0.6392847299575806,0.269391804933548,0.2597406506538391,0.16213102638721466,0.3244004249572754,0.19580480456352234,0.16057439148426056,0.2724791169166565,0.2131102830171585,0.17075923085212708,0.11625723540782928
",",0.3225448727607727,0.239103302359581,1.0000001192092896,0.4464869201183319,0.3087472915649414,0.2573385536670685,0.28617382049560547,0.2097204476594925,0.24731357395648956,0.2575637400150299,0.21514803171157837,0.31091248989105225
abc,0.18870772421360016,0.1566854864358902,0.2097204476594925,0.22510288655757904,0.1317344456911087,0.22974492609500885,0.1641341596841812,1.0000001192092896,0.17400608956813812,0.14653708040714264,0.3454950749874115,0.19065172970294952
airs,0.21646365523338318,0.29203495383262634,0.2280174344778061,0.19832675158977509,0.1629752814769745,0.322830468416214,0.15868057310581207,0.4698219299316406,0.43977728486061096,0.15804895758628845,0.38707923889160156,0.167576402425766
espn-produced,0.25182485580444336,0.2644645571708679,0.2591342031955719,0.2560140788555145,0.22288337349891663,0.28246572613716125,0.2636334300041199,0.3168651759624481,0.2816339135169983,0.18883365392684937,0.3463400900363922,0.261152446269989
highlight,0.217565655708313,0.15838564932346344,0.2575637400150299,0.28904542326927185,0.27256110310554504,0.213100403547287,0.22511397302150726,0.14653708040714264,0.061333537101745605,1.0000001192092896,0.2560913860797882,0.19680358469486237
compilation,0.17945809662342072,0.11537714302539825,0.22982463240623474,0.2568289637565613,0.1946646273136139,0.28296059370040894,0.17540130019187927,0.18025797605514526,0.10408094525337219,0.14938195049762726,0.2678288519382477,0.2705167829990387
programs,0.22000795602798462,0.20512424409389496,0.21514803171157837,0.3644469678401947,0.23178155720233917,0.3153809905052185,0.24545912444591522,0.3454950749874115,0.14100800454616547,0.2560913860797882,1.0000001192092896,0.16452431678771973
for,0.3448435664176941,0.20040985941886902,0.4464869201183319,0.9999999403953552,0.3017193675041199,0.2682560980319977,0.35159170627593994,0.22510288655757904,0.15818573534488678,0.28904542326927185,0.3644469678401947,0.264628142118454
the,0.4838213622570038,0.23460958898067474,0.4933079481124878,0.4739971458911896,0.42745697498321533,0.24384206533432007,0.35928019881248474,0.2068762183189392,0.2877824306488037,0.26126983761787415,0.21757709980010986,0.22068053483963013
open,0.1574096381664276,0.1687362641096115,0.28863707184791565,0.2403246909379959,0.2022915631532669,0.27845698595046997,0.10294399410486221,0.11813922226428986,0.25494012236595154,0.13740356266498566,0.21110795438289642,0.20715104043483734
championship,0.21988758444786072,0.21381357312202454,0.256124883890152,0.22107061743736267,0.12797051668167114,0.5361330509185791,0.15739168226718903,0.25066837668418884,0.132188618183136,0.18677380681037903,0.15303093194961548,0.1390383541584015
golf,0.1170731708407402,0.07718314975500107,0.19818919897079468,0.14142771065235138,0.15003086626529694,0.4276879131793976,0.13174916803836823,0.24429889023303986,0.22257556021213531,0.0706426352262497,0.1461651474237442,0.1563393920660019
and,0.36462149024009705,0.26898083090782166,0.6633074283599854,0.5064792633056641,0.31309178471565247,0.26795557141304016,0.3461615741252899,0.16453155875205994,0.2508046329021454,0.236898735165596,0.334749311208725,0.20544172823429108
the,0.4838213622570038,0.23460958898067474,0.4933079481124878,0.4739971458911896,0.42745697498321533,0.24384206533432007,0.35928019881248474,0.2068762183189392,0.2877824306488037,0.26126983761787415,0.21757709980010986,0.22068053483963013
wimbledon,0.08035106211900711,0.1464557945728302,0.20393767952919006,0.17128045856952667,0.11772021651268005,0.40677955746650696,0.07777690887451172,0.17887738347053528,0.18111833930015564,0.07981593906879425,0.08052867650985718,0.13323445618152618
tennis,0.11127626895904541,0.11332888901233673,0.2163328379392624,0.14566801488399506,0.12008608132600784,0.48515671491622925,0.09579214453697205,0.15298183262348175,0.1853058934211731,0.08418511599302292,0.11552727967500687,0.09982243925333023
tournaments,0.23269020020961761,0.22091257572174072,0.2573385536670685,0.2682560980319977,0.1823897361755371,0.9999999403953552,0.16492639482021332,0.22974492609500885,0.16705575585365295,0.213100403547287,0.3153809905052185,0.14917542040348053
to,0.2828781306743622,0.2334907054901123,0.44245919585227966,0.4451248347759247,0.455847829580307,0.24603378772735596,0.4391997456550598,0.1762417107820511,0.24103909730911255,0.2521567940711975,0.23389451205730438,0.29463258385658264
provide,0.15407399833202362,0.18042336404323578,0.20966707170009613,0.42299434542655945,0.27049049735069275,0.16836604475975037,0.3120734691619873,0.14011767506599426,0.2317436933517456,0.2854561507701874,0.32414308190345764,0.22704634070396423
some,0.2788774073123932,0.22187337279319763,0.42400437593460083,0.4257155656814575,0.4491020441055298,0.22485393285751343,0.39611563086509705,0.12714526057243347,0.18652421236038208,0.2684165835380554,0.3079184591770172,0.2562315762042999
presence,0.24668066203594208,0.1032213568687439,0.21457527577877045,0.2598138153553009,0.24428647756576538,0.1533895581960678,0.29169902205467224,0.08296184986829758,0.246856689453125,0.277881383895874,0.1927265077829361,0.08592845499515533
for,0.3448435664176941,0.20040985941886902,0.4464869201183319,0.9999999403953552,0.3017193675041199,0.2682560980319977,0.35159170627593994,0.22510288655757904,0.15818573534488678,0.28904542326927185,0.3644469678401947,0.264628142118454
both,0.29031071066856384,0.23292025923728943,0.38080528378486633,0.3887220323085785,0.3361809551715851,0.291090726852417,0.3216230869293213,0.1231609657406807,0.20097123086452484,0.23235191404819489,0.2872678339481354,0.19455738365650177
events,0.36010199785232544,0.2313215583562851,0.16838376224040985,0.2524527311325073,0.269866019487381,0.37030336260795593,0.16785870492458344,0.1799924075603485,0.1199817880988121,0.2712283432483673,0.23323386907577515,0.09835197776556015
on,0.3347817361354828,0.2305401861667633,0.49057599902153015,0.36199691891670227,0.34226128458976746,0.21598497033119202,0.2568802833557129,0.2862928807735443,0.20020021498203278,0.22924281656742096,0.28622785210609436,0.2714994251728058
american,0.24281510710716248,0.23632432520389557,0.3048616647720337,0.2306184321641922,0.1909721940755844,0.17785584926605225,0.1448984146118164,0.24405160546302795,0.13423854112625122,0.05805119127035141,0.21195657551288605,0.18877598643302917
broadcast,0.24461494386196136,0.19714021682739258,0.24917922914028168,0.2546502649784088,0.17857211828231812,0.25819292664527893,0.1793109029531479,0.4876510202884674,0.243733212351799,0.16553092002868652,0.4228191077709198,0.15760008990764618
television,0.2791837751865387,0.23452487587928772,0.27995240688323975,0.27045196294784546,0.19838058948516846,0.26409611105918884,0.1469985842704773,0.46871840953826904,0.22706115245819092,0.14723075926303864,0.4763582646846771,0.16825827956199646
.,0.3485563397407532,0.2427644282579422,0.6812511086463928,0.4726039469242096,0.3567904531955719,0.2232990264892578,0.3022993505001068,0.2567209303379059,0.2759295105934143,0.23941072821617126,0.21148164570331573,0.4130953550338745
