,where,was,there,a,weakness,in,british,supply,chain,?
scouts,0.1676933616399765,0.19971723854541779,0.15611952543258667,0.18607430160045624,0.1363583654165268,0.22082512080669403,0.18293745815753937,0.11911866068840027,0.13660849630832672,0.1461811363697052
had,0.2596948444843292,0.5927209258079529,0.4000644087791443,0.34897568821907043,0.2689383029937744,0.385026752948761,0.2696124017238617,0.310135155916214,0.12073392421007156,0.20728366076946259
reported,0.13736824691295624,0.2993243634700775,0.2649163603782654,0.2021687626838684,0.2059677392244339,0.25024300813674927,0.16906633973121643,0.18731212615966797,0.12778940796852112,0.16150116920471191
the,0.5003893971443176,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.29792749881744385,0.6662389636039734,0.28973397612571716,0.31942567229270935,0.2761823236942291,0.22068053483963013
weakness,0.22054380178451538,0.17549654841423035,0.18376140296459198,0.19860437512397766,1.0,0.18577663600444794,0.12445064634084702,0.21223251521587372,0.12805277109146118,0.15925627946853638
of,0.38066378235816956,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.2845829725265503,0.5696388483047485,0.23701532185077667,0.23476092517375946,0.19438005983829498,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.29792749881744385,0.6662389636039734,0.28973397612571716,0.31942567229270935,0.2761823236942291,0.22068053483963013
british,0.1694505214691162,0.31934812664985657,0.15690313279628754,0.1984395682811737,0.12445064634084702,0.23084034025669098,1.0,0.23126991093158722,0.16630156338214874,0.09711728990077972
supply,0.2809525430202484,0.1807863563299179,0.2964252829551697,0.2115103155374527,0.21223251521587372,0.21402505040168762,0.23126991093158722,0.9999998807907104,0.22299356758594513,0.14298182725906372
chain,0.14954011142253876,0.14235389232635498,0.15385468304157257,0.1936972439289093,0.12805277109146118,0.2299906462430954,0.16630156338214874,0.22299356758594513,1.0000001192092896,0.09208294749259949
",",0.3149496018886566,0.45456063747406006,0.4587128460407257,0.427140474319458,0.2162320762872696,0.5201468467712402,0.25734075903892517,0.24017441272735596,0.15667763352394104,0.31091248989105225
so,0.48571300506591797,0.2666010558605194,0.493061363697052,0.41474464535713196,0.29446032643318176,0.31275880336761475,0.18135784566402435,0.32579460740089417,0.1786535680294037,0.43163934350013733
he,0.3705328106880188,0.5410010814666748,0.29805925488471985,0.4393508732318878,0.2103666067123413,0.41690486669540405,0.20335537195205688,0.18670855462551117,0.12349645793437958,0.2089974731206894
ordered,0.12604019045829773,0.3286064863204956,0.19691047072410583,0.19972987473011017,0.1584717184305191,0.24971742928028107,0.17937681078910828,0.2735104560852051,0.13588783144950867,0.11423391848802567
an,0.24824833869934082,0.3694365322589874,0.22476400434970856,0.44552403688430786,0.17485259473323822,0.2605783939361572,0.21499769389629364,0.22502268850803375,0.18910950422286987,0.19793890416622162
attack,0.19145746529102325,0.22693441808223724,0.15022055804729462,0.2556389570236206,0.2979358434677124,0.1944931447505951,0.16059456765651703,0.2619871497154236,0.12425307929515839,0.126759335398674
against,0.27812469005584717,0.22972732782363892,0.21675412356853485,0.2227657586336136,0.21827298402786255,0.27273955941200256,0.1403929740190506,0.17121340334415436,-0.013374929316341877,0.18095137178897858
the,0.5003893971443176,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.29792749881744385,0.6662389636039734,0.28973397612571716,0.31942567229270935,0.2761823236942291,0.22068053483963013
forts,0.20699435472488403,0.28466612100601196,0.2401561290025711,0.15636999905109406,0.15591323375701904,0.2885186970233917,0.2441324144601822,0.2818582355976105,0.08009321242570877,0.10221049934625626
shirley,0.1310299038887024,0.23580606281757355,0.12305750697851181,0.16616585850715637,0.09899374842643738,0.21833598613739014,0.217991903424263,0.1457667201757431,0.09609052538871765,0.127523273229599
had,0.2596948444843292,0.5927209258079529,0.4000644087791443,0.34897568821907043,0.2689383029937744,0.385026752948761,0.2696124017238617,0.310135155916214,0.12073392421007156,0.20728366076946259
erected,0.21509937942028046,0.2669670879840851,0.23348112404346466,0.14822642505168915,0.15828827023506165,0.24550780653953552,0.15636307001113892,0.15995852649211884,0.06033056229352951,0.08063657581806183
at,0.4402937591075897,0.36707764863967896,0.37649083137512207,0.3095070421695709,0.12992055714130402,0.4374977946281433,0.21751968562602997,0.13752463459968567,0.17367860674858093,0.21978627145290375
the,0.5003893971443176,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.29792749881744385,0.6662389636039734,0.28973397612571716,0.31942567229270935,0.2761823236942291,0.22068053483963013
oneida,0.20738589763641357,0.27170929312705994,0.20722904801368713,0.2497425675392151,0.12599195539951324,0.2887212038040161,0.17451055347919464,0.23222117125988007,0.0754738301038742,0.15437471866607666
carry,0.26609358191490173,0.1526157259941101,0.24549278616905212,0.2364719659090042,0.14422374963760376,0.19860897958278656,0.16837196052074432,0.3435429036617279,0.18651174008846283,0.17171701788902283
.,0.41390106081962585,0.40146201848983765,0.43897318840026855,0.50484299659729,0.19079481065273285,0.5591574311256409,0.23159366846084595,0.2485988885164261,0.15725699067115784,0.4130953550338745
