,who,sculpted,the,representations,of,prince,albert,and,queen,victoria,found,in,the,main,entrance,?
prince,0.19059205055236816,0.08826746791601181,0.24284426867961884,0.1143583357334137,0.23588454723358154,1.0,0.3196234107017517,0.2184920310974121,0.3639250695705414,0.26800060272216797,0.08192809671163559,0.16662997007369995,0.24284426867961884,0.1188596785068512,0.12706822156906128,0.15431542694568634
albert,0.20950829982757568,0.2387090027332306,0.17599669098854065,0.09916087239980698,0.19890549778938293,0.3196234107017517,1.0000001192092896,0.23445942997932434,0.3007971942424774,0.3983887732028961,0.15393534302711487,0.20386730134487152,0.17599669098854065,0.09747277200222015,0.10822673887014389,0.15350762009620667
appears,0.23125708103179932,0.21204742789268494,0.3605367839336395,0.22796733677387238,0.24498145282268524,0.11507931351661682,0.049153394997119904,0.24003387987613678,0.12595410645008087,0.07978623360395432,0.25207680463790894,0.2565433084964752,0.3605367839336395,0.17203356325626373,0.15924739837646484,0.22075983881950378
within,0.18261831998825073,0.10934323072433472,0.39827480912208557,0.29304954409599304,0.39594778418540955,0.1329372376203537,0.1035672202706337,0.35049548745155334,0.11728823930025101,0.07913593202829361,0.22582502663135529,0.40576374530792236,0.39827480912208557,0.2545113265514374,0.17245091497898102,0.1870293766260147
the,0.3733934462070465,0.2524046003818512,1.0,0.30498215556144714,0.733189046382904,0.24284426867961884,0.17599669098854065,0.5171257257461548,0.24681736528873444,0.2204313427209854,0.3452354073524475,0.6662389636039734,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
main,0.18417203426361084,0.13574425876140594,0.38631999492645264,0.17537595331668854,0.3177044689655304,0.1188596785068512,0.09747277200222015,0.29831406474113464,0.11406218260526657,0.1502307504415512,0.16696597635746002,0.28862449526786804,0.38631999492645264,1.0000001192092896,0.23408080637454987,0.1665669083595276
arch,0.1268027126789093,0.32896268367767334,0.26320189237594604,0.14474818110466003,0.2235732227563858,0.21685798466205597,0.15592513978481293,0.2051219940185547,0.1794138103723526,0.263423353433609,0.09245772659778595,0.16666603088378906,0.26320189237594604,0.19886751472949982,0.36923497915267944,0.12708529829978943
above,0.1116432398557663,0.22480207681655884,0.33988961577415466,0.20025238394737244,0.24890293180942535,0.10760102421045303,0.09774915874004364,0.2363634556531906,0.1309528797864914,0.1312776803970337,0.2254200428724289,0.22744394838809967,0.33988961577415466,0.20290391147136688,0.19681398570537567,0.2521739900112152
the,0.3733934462070465,0.2524046003818512,1.0,0.30498215556144714,0.733189046382904,0.24284426867961884,0.17599669098854065,0.5171257257461548,0.24681736528873444,0.2204313427209854,0.3452354073524475,0.6662389636039734,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
twin,0.1588747799396515,0.1872584968805313,0.15579135715961456,0.12674596905708313,0.1680169254541397,0.11422163248062134,0.16455407440662384,0.2663886547088623,0.1688440591096878,0.1155293881893158,0.1329977959394455,0.26684677600860596,0.15579135715961456,0.12229348719120026,0.1149597242474556,0.12249694019556046
entrances,0.22065013647079468,0.2811097502708435,0.29704830050468445,0.2533130645751953,0.25192055106163025,0.09765741974115372,0.13835830986499786,0.28792881965637207,0.1820138394832611,0.2366476058959961,0.08489673584699631,0.2072439193725586,0.29704830050468445,0.21660685539245605,0.8519443273544312,0.10733003914356232
",",0.3365725874900818,0.2739344537258148,0.4933079481124878,0.2706775665283203,0.4946078956127167,0.27037322521209717,0.2350587546825409,0.6633074283599854,0.20616334676742554,0.2279360294342041,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.31091248989105225
queen,0.20093972980976105,0.17821690440177917,0.24681736528873444,0.20515015721321106,0.27787157893180847,0.3639250695705414,0.3007971942424774,0.24302659928798676,1.0,0.4311044216156006,0.1257752776145935,0.23028744757175446,0.24681736528873444,0.11406218260526657,0.19976085424423218,0.17460165917873383
victoria,0.1687670201063156,0.22458571195602417,0.2204313427209854,0.1416514664888382,0.2505437433719635,0.26800060272216797,0.3983887732028961,0.24507255852222443,0.4311044216156006,1.0,0.11153411865234375,0.20823122560977936,0.2204313427209854,0.1502307504415512,0.2001611590385437,0.12246892601251602
above,0.1116432398557663,0.22480207681655884,0.33988961577415466,0.20025238394737244,0.24890293180942535,0.10760102421045303,0.09774915874004364,0.2363634556531906,0.1309528797864914,0.1312776803970337,0.2254200428724289,0.22744394838809967,0.33988961577415466,0.20290391147136688,0.19681398570537567,0.2521739900112152
the,0.3733934462070465,0.2524046003818512,1.0,0.30498215556144714,0.733189046382904,0.24284426867961884,0.17599669098854065,0.5171257257461548,0.24681736528873444,0.2204313427209854,0.3452354073524475,0.6662389636039734,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
frame,0.09905131161212921,0.18946573138237,0.1209321841597557,0.218636155128479,0.13750196993350983,0.10467608273029327,0.11381405591964722,0.20931656658649445,0.03987914323806763,0.133317768573761,0.07901477068662643,0.11753834038972855,0.1209321841597557,0.21303227543830872,0.15469536185264587,0.16998548805713654
around,0.2775672674179077,0.24543732404708862,0.40085816383361816,0.2297622561454773,0.3296394646167755,0.12315823882818222,0.12341799587011337,0.34341543912887573,0.11389118432998657,0.1346043348312378,0.28943225741386414,0.41294145584106445,0.40085816383361816,0.20125088095664978,0.1815856397151947,0.14729668200016022
the,0.3733934462070465,0.2524046003818512,1.0,0.30498215556144714,0.733189046382904,0.24284426867961884,0.17599669098854065,0.5171257257461548,0.24681736528873444,0.2204313427209854,0.3452354073524475,0.6662389636039734,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
arches,0.131550133228302,0.39853182435035706,0.32370784878730774,0.2587191164493561,0.27460992336273193,0.17435607314109802,0.15278136730194092,0.281974732875824,0.17185664176940918,0.206603541970253,0.2399425357580185,0.23290809988975525,0.32370784878730774,0.16999343037605286,0.37752658128738403,0.15862171351909637
and,0.41279885172843933,0.2868989109992981,0.5171257257461548,0.29622533917427063,0.5116966962814331,0.2184920310974121,0.23445942997932434,1.0,0.24302659928798676,0.24507255852222443,0.27978911995887756,0.4954058527946472,0.5171257257461548,0.29831406474113464,0.24038183689117432,0.20544172823429108
entrance,0.19094887375831604,0.28725704550743103,0.31372344493865967,0.17886273562908173,0.2534947693347931,0.12706822156906128,0.10822673887014389,0.24038183689117432,0.19976085424423218,0.2001611590385437,0.147507444024086,0.215397909283638,0.31372344493865967,0.23408080637454987,1.0000001192092896,0.07963564246892929
",",0.3365725874900818,0.2739344537258148,0.4933079481124878,0.2706775665283203,0.4946078956127167,0.27037322521209717,0.2350587546825409,0.6633074283599854,0.20616334676742554,0.2279360294342041,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.31091248989105225
sculpted,0.24023744463920593,1.0000001192092896,0.2524046003818512,0.24011540412902832,0.29075220227241516,0.08826746791601181,0.2387090027332306,0.2868989109992981,0.17821690440177917,0.22458571195602417,0.21528679132461548,0.2556454539299011,0.2524046003818512,0.13574425876140594,0.28725704550743103,0.12233168631792068
by,0.39727845788002014,0.2508518099784851,0.4408751428127289,0.2139737606048584,0.3646814823150635,0.1780114620923996,0.1894216537475586,0.4289871156215668,0.16843727231025696,0.17471559345722198,0.17248263955116272,0.370934396982193,0.4408751428127289,0.21864338219165802,0.17967933416366577,0.17966607213020325
alfred,0.24065124988555908,0.23244838416576385,0.24956922233104706,0.08493133634328842,0.20830056071281433,0.1769462376832962,0.39450588822364807,0.20860691368579865,0.1846124678850174,0.24042630195617676,0.16242755949497223,0.29950597882270813,0.24956922233104706,0.12080644071102142,0.1308170109987259,0.10596195608377457
drury,0.2807064950466156,0.18402527272701263,0.2910057604312897,0.17101281881332397,0.24540995061397552,0.29097694158554077,0.3220863342285156,0.32562658190727234,0.31792646646499634,0.2818152904510498,0.2148648351430893,0.29196158051490784,0.2910057604312897,0.12652802467346191,0.2940797507762909,0.17688389122486115
.,0.3541337847709656,0.23749011754989624,0.5934505462646484,0.24922442436218262,0.5352458953857422,0.2213638871908188,0.22206056118011475,0.588965117931366,0.21888704597949982,0.23069117963314056,0.3618174195289612,0.5591574311256409,0.5934505462646484,0.31122034788131714,0.21017757058143616,0.4130953550338745
