,by,what,name,were,the,``,supposedly,reformed,'',known,?
it,0.40926623344421387,0.45803478360176086,0.2910972535610199,0.25487732887268066,0.6251175999641418,0.035206809639930725,0.31545570492744446,0.20319603383541107,-0.016964951530098915,0.2640952467918396,0.25732165575027466
was,0.4752357602119446,0.22111038863658905,0.2646567225456238,0.590133786201477,0.48711544275283813,-0.012679691426455975,0.3860795795917511,0.32850387692451477,0.04456103965640068,0.35203275084495544,0.18412111699581146
in,0.370934396982193,0.30808621644973755,0.2459065467119217,0.3815755248069763,0.6662389636039734,0.04765888676047325,0.2213665097951889,0.20742768049240112,0.07432962208986282,0.32641831040382385,0.20430970191955566
this,0.38438332080841064,0.5489566326141357,0.30142447352409363,0.25469228625297546,0.6274310946464539,0.09380315989255905,0.32728806138038635,0.22355160117149353,0.015337302349507809,0.24229489266872406,0.3155723512172699
place,0.22235022485256195,0.2689766585826874,0.33192604780197144,0.24349497258663177,0.4179787337779999,0.013967473059892654,0.2363215833902359,0.11326424777507782,0.0002055529475910589,0.1887165904045105,0.2455766350030899
in,0.370934396982193,0.30808621644973755,0.2459065467119217,0.3815755248069763,0.6662389636039734,0.04765888676047325,0.2213665097951889,0.20742768049240112,0.07432962208986282,0.32641831040382385,0.20430970191955566
tours,0.17744724452495575,0.09121835976839066,0.11452867090702057,0.1555633693933487,0.24928417801856995,0.055728163570165634,0.07775385677814484,0.18897545337677002,-0.12360814213752747,0.13612207770347595,0.09602359682321548
that,0.37496164441108704,0.6297725439071655,0.27224332094192505,0.35517072677612305,0.5473989248275757,0.05285148695111275,0.47022926807403564,0.20543436706066132,0.007880004122853279,0.20813259482383728,0.32716336846351624
the,0.4408751428127289,0.42745697498321533,0.3171212375164032,0.3906462490558624,1.0,0.029072100296616554,0.3071683347225189,0.24013365805149078,0.041273195296525955,0.3624623417854309,0.22068053483963013
prétendus,0.24867933988571167,0.2196359634399414,0.24304957687854767,0.2837460935115814,0.4075843095779419,0.1611575484275818,0.340217649936676,0.2559709846973419,-0.03193505108356476,0.32200074195861816,0.15486977994441986
réformés,0.33248570561408997,0.2711247503757477,0.31904101371765137,0.26606154441833496,0.3785887062549591,0.20286864042282104,0.24598528444766998,0.35517382621765137,0.03981974720954895,0.34487780928611755,0.348922461271286
(,0.20696312189102173,0.2411840260028839,0.2706909477710724,0.14743882417678833,0.33289089798927307,0.15585018694400787,0.08529719710350037,0.18639574944972992,-0.022970275953412056,0.2843264043331146,0.40561532974243164
``,-0.030704375356435776,0.008517155423760414,0.1001104861497879,0.006090171169489622,0.029072100296616554,1.0,0.008768608793616295,0.03630306199193001,-0.09173435717821121,0.00922766886651516,0.0685480609536171
