,in,2007,",",what,company,purchased,abc,radio,properties,?
abc,0.1697147786617279,-0.09789758175611496,0.2097204476594925,0.1317344456911087,0.16210390627384186,0.22144027054309845,1.0000001192092896,0.35354745388031006,0.13060899078845978,0.19065172970294952
news,0.19753123819828033,-0.12258824706077576,0.25081464648246765,0.2584491968154907,0.20928679406642914,0.19288629293441772,0.40620431303977966,0.3966260850429535,0.14895178377628326,0.1899169683456421
provides,0.22731803357601166,-0.0036009023897349834,0.20848950743675232,0.16175243258476257,0.2277604043483734,0.24094770848751068,0.18311940133571625,0.19528912007808685,0.28781968355178833,0.1500944346189499
news,0.19753123819828033,-0.12258824706077576,0.25081464648246765,0.2584491968154907,0.20928679406642914,0.19288629293441772,0.40620431303977966,0.3966260850429535,0.14895178377628326,0.1899169683456421
and,0.4954058527946472,-0.2391151487827301,0.6633074283599854,0.31309178471565247,0.23788511753082275,0.18522495031356812,0.16453155875205994,0.2658638060092926,0.28703534603118896,0.20544172823429108
features,0.24970319867134094,0.003619376802816987,0.2743610739707947,0.20126673579216003,0.13627983629703522,0.20357662439346313,0.21464884281158447,0.2026098668575287,0.27680087089538574,0.23497378826141357
content,0.1518891453742981,-0.05632606893777847,0.2644120454788208,0.3614070415496826,0.23205448687076569,0.217357337474823,0.18555805087089539,0.21643590927124023,0.27944907546043396,0.37093979120254517
for,0.4322226941585541,-0.15897968411445618,0.4464869201183319,0.3017193675041199,0.25874319672584534,0.1899644434452057,0.22510288655757904,0.2325505018234253,0.30291658639907837,0.264628142118454
select,0.12477006018161774,0.045637115836143494,0.16609342396259308,0.2594083249568939,0.1206914409995079,0.1638752669095993,0.18666191399097443,0.16171981394290924,0.2055252194404602,0.2362300455570221
radio,0.22625693678855896,-0.14389169216156006,0.25251123309135437,0.16863368451595306,0.13528293371200562,0.14389295876026154,0.35354745388031006,0.9999999403953552,0.18935517966747284,0.08763375133275986
stations,0.25864288210868835,-0.14294050633907318,0.26337406039237976,0.1621520221233368,0.24801203608512878,0.2587895691394806,0.23858611285686493,0.47360363602638245,0.3045426309108734,0.13192185759544373
owned,0.22438469529151917,-0.24269860982894897,0.21168820559978485,0.12432919442653656,0.48909151554107666,0.5773289799690247,0.2405787706375122,0.14438405632972717,0.21190814673900604,0.1288648396730423
by,0.370934396982193,-0.14437821507453918,0.3680937886238098,0.2455483376979828,0.22328482568264008,0.29243284463882446,0.17600902915000916,0.1833777278661728,0.2039947509765625,0.17966607213020325
citadel,0.2481575608253479,-0.26840201020240784,0.23002493381500244,0.1670060008764267,0.1998845338821411,0.20355062186717987,0.18961970508098602,0.2314298003911972,0.13707537949085236,0.11120149493217468
broadcasting,0.27609771490097046,-0.13331371545791626,0.2411014288663864,0.18499015271663666,0.3277682960033417,0.2809680700302124,0.45669859647750854,0.6471590995788574,0.2356662154197693,0.10870421677827835
",",0.5201468467712402,-0.24049624800682068,1.0000001192092896,0.3087472915649414,0.2697763442993164,0.2132149636745453,0.2097204476594925,0.25251123309135437,0.21241174638271332,0.31091248989105225
which,0.4840516746044159,-0.07080759108066559,0.3658004403114319,0.5261979103088379,0.25990763306617737,0.22792038321495056,0.1991286277770996,0.20020823180675507,0.31241708993911743,0.25814583897590637
purchased,0.18043512105941772,-0.20509947836399078,0.2132149636745453,0.1431688368320465,0.4645528197288513,1.0000001192092896,0.22144027054309845,0.14389295876026154,0.2101890742778778,0.04121813923120499
the,0.6662389636039734,-0.23657195270061493,0.4933079481124878,0.42745697498321533,0.26591673493385315,0.21101699769496918,0.2068762183189392,0.23511973023414612,0.20062518119812012,0.22068053483963013
abc,0.1697147786617279,-0.09789758175611496,0.2097204476594925,0.1317344456911087,0.16210390627384186,0.22144027054309845,1.0000001192092896,0.35354745388031006,0.13060899078845978,0.19065172970294952
radio,0.22625693678855896,-0.14389169216156006,0.25251123309135437,0.16863368451595306,0.13528293371200562,0.14389295876026154,0.35354745388031006,0.9999999403953552,0.18935517966747284,0.08763375133275986
properties,0.19315902888774872,0.011677922680974007,0.21241174638271332,0.23360128700733185,0.20190376043319702,0.2101890742778778,0.13060899078845978,0.18935517966747284,1.0,0.12601029872894287
in,1.0,-0.2201838344335556,0.5201468467712402,0.30808621644973755,0.22141718864440918,0.18043512105941772,0.1697147786617279,0.22625693678855896,0.19315902888774872,0.20430970191955566
2007,-0.2201838344335556,1.0,-0.24049624800682068,-0.15549811720848083,-0.11537810415029526,-0.20509947836399078,-0.09789758175611496,-0.14389169216156006,0.011677922680974007,-0.1664225310087204
.,0.5591574311256409,-0.216732457280159,0.6812511086463928,0.3567904531955719,0.266353577375412,0.18759077787399292,0.2567209303379059,0.20650681853294373,0.25793707370758057,0.4130953550338745
