,there,'s,a,unesco,world,heritage,site,in,the,rhine,gorge,between,the,koblenz,and,what,?
the,0.47025805711746216,-0.01540423184633255,0.5829201340675354,0.25264760851860046,0.33604270219802856,0.25149020552635193,0.288954496383667,0.6662389636039734,1.0,0.30735138058662415,0.26357370615005493,0.39067012071609497,1.0,0.3042924106121063,0.5171257257461548,0.42745697498321533,0.22068053483963013
rhine,0.17993438243865967,0.0778765007853508,0.1823403388261795,0.20972590148448944,0.2036331444978714,0.10240890830755234,0.12275111675262451,0.24648422002792358,0.30735138058662415,1.0,0.25667303800582886,0.17755062878131866,0.30735138058662415,0.5771980881690979,0.22029656171798706,0.16475653648376465,0.13754533231258392
gorge,0.22744634747505188,-0.0073338947258889675,0.1566632091999054,0.3166391849517822,0.23058409988880157,0.30820247530937195,0.2515236735343933,0.23578181862831116,0.26357370615005493,0.25667303800582886,1.0,0.22134362161159515,0.26357370615005493,0.2714652121067047,0.2490140050649643,0.1718710958957672,0.1263076812028885
between,0.37209540605545044,0.006096371449530125,0.29385313391685486,0.16182637214660645,0.18019768595695496,0.147996187210083,0.13470818102359772,0.41100412607192993,0.39067012071609497,0.17755062878131866,0.22134362161159515,0.9999999403953552,0.39067012071609497,0.24678188562393188,0.40645647048950195,0.2462156116962433,0.12887074053287506
rüdesheim,0.25940749049186707,0.10588472336530685,0.21282744407653809,0.29530999064445496,0.2575433850288391,0.2250615656375885,0.21620438992977142,0.2798324525356293,0.2728898227214813,0.5316344499588013,0.25579431653022766,0.16450229287147522,0.2728898227214813,0.652723491191864,0.2062211036682129,0.16235487163066864,0.15176591277122498
am,0.259719580411911,0.07891272753477097,0.23880204558372498,0.07363723963499069,0.18105030059814453,0.07990361750125885,0.14591343700885773,0.16754312813282013,0.18601742386817932,0.23185677826404572,0.07512933760881424,0.05536285787820816,0.18601742386817932,0.2444259226322174,0.22989323735237122,0.25965139269828796,0.3437723219394684
rhein,0.21749979257583618,0.059518538415431976,0.22979502379894257,0.21132345497608185,0.25925391912460327,0.12698666751384735,0.14497950673103333,0.27059710025787354,0.2614726424217224,0.6607828736305237,0.24335229396820068,0.14170268177986145,0.2614726424217224,0.6508206129074097,0.19856716692447662,0.15212267637252808,0.2176131010055542
and,0.4242868423461914,0.06895173341035843,0.3739250600337982,0.16586163640022278,0.3246132433414459,0.20273086428642273,0.19108152389526367,0.4954058527946472,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.40645647048950195,0.5171257257461548,0.2908920347690582,1.0,0.31309178471565247,0.20544172823429108
koblenz,0.23855014145374298,0.016752583906054497,0.2524569034576416,0.27482330799102783,0.2615923583507538,0.22173844277858734,0.1428024023771286,0.2843819260597229,0.3042924106121063,0.5771980881690979,0.2714652121067047,0.24678188562393188,0.3042924106121063,1.0,0.2908920347690582,0.14258402585983276,0.10490203648805618
is,0.3904260993003845,0.02396530658006668,0.658733606338501,0.23874256014823914,0.24458536505699158,0.22056351602077484,0.2314486801624298,0.5394441485404968,0.5823672413825989,0.15617261826992035,0.189615860581398,0.26809602975845337,0.5823672413825989,0.23864765465259552,0.3859752118587494,0.28837618231773376,0.22961433231830597
listed,0.3597327172756195,-0.03281519562005997,0.20046192407608032,0.3175385296344757,0.22752368450164795,0.3379659056663513,0.2708604037761688,0.2905867397785187,0.31246060132980347,0.10194095224142075,0.16636040806770325,0.140205517411232,0.31246060132980347,0.21462883055210114,0.2351783663034439,0.21780680119991302,0.2152968794107437
as,0.33535557985305786,-0.05775856226682663,0.39550232887268066,0.19105775654315948,0.22848254442214966,0.18155166506767273,0.21358512341976166,0.3887844979763031,0.48381632566452026,0.18380387127399445,0.14137139916419983,0.22009976208209991,0.48381632566452026,0.2108154445886612,0.49487000703811646,0.31749409437179565,0.27043893933296204
a,0.4214206337928772,0.04866964742541313,1.0,0.20593369007110596,0.22239887714385986,0.24219360947608948,0.21085289120674133,0.539380669593811,0.5829201340675354,0.1823403388261795,0.1566632091999054,0.29385313391685486,0.5829201340675354,0.2524569034576416,0.3739250600337982,0.3320399522781372,0.23916715383529663
