,who,financed,general,electric,'s,attempts,to,takeover,westinghouse,?
the,0.3733934462070465,0.27420926094055176,0.28634732961654663,0.21345196664333344,-0.01540423184633255,0.27231332659721375,0.535392165184021,0.3833385705947876,0.3101098835468292,0.22068053483963013
mid,0.12063058465719223,0.17587992548942566,0.19274654984474182,0.12902982532978058,-0.03213043510913849,0.1378093808889389,0.23963600397109985,0.2773967981338501,0.274017333984375,0.1353752315044403
1890s,0.09896037727594376,-0.04953700676560402,0.015642298385500908,0.09678316116333008,0.1279648393392563,-0.0722355768084526,-0.0383119136095047,0.05210597440600395,0.08476059138774872,0.06898432970046997
saw,0.3193628191947937,0.1681472808122635,0.13948756456375122,0.14177507162094116,0.04767860472202301,0.1589452028274536,0.2710057497024536,0.2577376067638397,0.12436559051275253,0.14690998196601868
the,0.3733934462070465,0.27420926094055176,0.28634732961654663,0.21345196664333344,-0.01540423184633255,0.27231332659721375,0.535392165184021,0.3833385705947876,0.3101098835468292,0.22068053483963013
conglomerate,0.11800869554281235,0.30467092990875244,0.09805668890476227,0.16927549242973328,-0.002590275602415204,0.06077674776315689,0.1299470216035843,0.18037784099578857,0.3148341476917267,0.11916931718587875
general,0.2461782991886139,0.20249637961387634,1.0000001192092896,0.15995287895202637,-0.0757286474108696,0.1120559424161911,0.24755197763442993,0.20559555292129517,0.2298063188791275,0.1972234547138214
electric,0.19416284561157227,0.14193691313266754,0.15995287895202637,1.0000001192092896,-0.0115516884252429,0.08983953297138214,0.2115597426891327,0.04893002286553383,0.4146316647529602,0.15674720704555511
",",0.3365725874900818,0.2626347541809082,0.3022127151489258,0.22981849312782288,-0.0016132977325469255,0.17863459885120392,0.44245919585227966,0.28780224919319153,0.277236670255661,0.31091248989105225
backed,0.18688160181045532,0.24168585240840912,0.22169068455696106,0.10200199484825134,0.07226456701755524,0.22462448477745056,0.20787081122398376,0.26289114356040955,0.15742678940296173,0.15311478078365326
by,0.39727845788002014,0.2168182134628296,0.2654627859592438,0.19581176340579987,-0.010884488001465797,0.23118872940540314,0.33534231781959534,0.21714387834072113,0.2823614776134491,0.17966607213020325
financier,0.30422499775886536,0.6672725081443787,0.2038099318742752,0.159114271402359,0.07278864830732346,0.19640803337097168,0.17888548970222473,0.27346402406692505,0.31181252002716064,0.11601650714874268
j.,-0.022884098812937737,-0.06544827669858932,-0.04126715660095215,-0.07111477851867676,-0.054576631635427475,-0.022139880806207657,-0.05372316390275955,-0.03758910298347473,-0.1435871571302414,0.004272869788110256
p.,0.11096447706222534,0.09849213808774948,0.02884417399764061,0.1068110466003418,-0.02999347820878029,0.07527542114257812,0.09675496071577072,0.03940098360180855,0.3266834616661072,0.11662347614765167
morgan,0.18667522072792053,0.25165292620658875,0.06694787740707397,0.10493335872888565,0.06951335817575455,0.19228997826576233,0.16705390810966492,0.25243139266967773,0.24948804080486298,0.09039338678121567
",",0.3365725874900818,0.2626347541809082,0.3022127151489258,0.22981849312782288,-0.0016132977325469255,0.17863459885120392,0.44245919585227966,0.28780224919319153,0.277236670255661,0.31091248989105225
involved,0.2746155858039856,0.28783780336380005,0.1876259297132492,0.11907634884119034,-0.08673543483018875,0.23535320162773132,0.24297703802585602,0.24432821571826935,0.20853276550769806,0.20599231123924255
in,0.2792111933231354,0.26143068075180054,0.259066641330719,0.19779469072818756,-0.037580832839012146,0.17033050954341888,0.45010748505592346,0.29245465993881226,0.2579890191555023,0.20430970191955566
takeover,0.25048741698265076,0.3578358590602875,0.20559555292129517,0.04893002286553383,-0.06341778486967087,0.28390905261039734,0.2963380813598633,1.0000001192092896,0.20099104940891266,0.1486419141292572
attempts,0.2931591868400574,0.17233499884605408,0.1120559424161911,0.08983953297138214,0.0594070665538311,1.0,0.42883816361427307,0.28390905261039734,0.15178777277469635,0.09428907185792923
and,0.41279885172843933,0.26263681054115295,0.25860127806663513,0.212884783744812,0.06895173341035843,0.2632209062576294,0.48971283435821533,0.23942521214485168,0.2865493595600128,0.20544172823429108
patent,0.21797259151935577,0.29234111309051514,0.20645780861377716,0.21602995693683624,-0.021303649991750717,0.15032561123371124,0.2357501983642578,0.11212445050477982,0.3248586356639862,0.13298413157463074
battles,0.19685621559619904,0.1606752872467041,0.25644832849502563,0.09317207336425781,0.05331234633922577,0.244975283741951,0.2124963253736496,0.2863979637622833,0.20230603218078613,0.18091581761837006
with,0.3282766342163086,0.24037253856658936,0.1510423719882965,0.17031213641166687,-0.04624466598033905,0.1756386160850525,0.4239959120750427,0.17884677648544312,0.22273582220077515,0.2433311939239502
westinghouse,0.23585543036460876,0.30049872398376465,0.2298063188791275,0.4146316647529602,-0.008012998849153519,0.15178777277469635,0.22176946699619293,0.20099104940891266,0.9999999403953552,0.17307911813259125
electric,0.19416284561157227,0.14193691313266754,0.15995287895202637,1.0000001192092896,-0.0115516884252429,0.08983953297138214,0.2115597426891327,0.04893002286553383,0.4146316647529602,0.15674720704555511
.,0.3541337847709656,0.29012030363082886,0.2929490804672241,0.23612159490585327,-0.003708066651597619,0.1988128274679184,0.4645031690597534,0.23184245824813843,0.3097001910209656,0.4130953550338745
