,how,is,income,inequality,generally,viewed,by,workers,?
``,-0.01591024175286293,0.058766357600688934,0.05631798505783081,0.15881292521953583,0.10291264206171036,-0.08494077622890472,-0.030704375356435776,-0.04948477819561958,0.0685480609536171
markets,0.14164742827415466,0.21294242143630981,0.29480406641960144,0.2920519709587097,0.2645006477832794,0.19022291898727417,0.1262868195772171,0.26674893498420715,0.11209505051374435
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.21822890639305115,0.29679131507873535,0.2206074744462967,0.3680937886238098,0.17716385424137115,0.31091248989105225
by,0.34370526671409607,0.3899846076965332,0.17474129796028137,0.17648567259311676,0.2987501621246338,0.2073718160390854,1.0000001192092896,0.1887902021408081,0.17966607213020325
themselves,0.2988695800304413,0.16502061486244202,0.17762964963912964,0.27681660652160645,0.3621150553226471,0.20192481577396393,0.30082204937934875,0.377811461687088,0.20170879364013672
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.21822890639305115,0.29679131507873535,0.2206074744462967,0.3680937886238098,0.17716385424137115,0.31091248989105225
even,0.40660160779953003,0.28202980756759644,0.2380070835351944,0.30251985788345337,0.503025472164154,0.23422186076641083,0.2642922103404999,0.20914334058761597,0.30082517862319946
when,0.4767928421497345,0.3471449911594391,0.16407446563243866,0.18042483925819397,0.38531962037086487,0.1449430286884308,0.4376842677593231,0.17852024734020233,0.22841128706932068
they,0.43247655034065247,0.330102801322937,0.17919376492500305,0.22270868718624115,0.4530896842479706,0.18669317662715912,0.3391372263431549,0.3066857159137726,0.2753053903579712
are,0.311818927526474,0.5330929756164551,0.20486517250537872,0.24070033431053162,0.5254502892494202,0.17731130123138428,0.37842893600463867,0.21967428922653198,0.24591213464736938
stable,0.21159300208091736,0.24228155612945557,0.12170669436454773,0.17659106850624084,0.2765539288520813,0.12030136585235596,0.15101240575313568,0.1823970377445221,0.11452282965183258
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.21822890639305115,0.29679131507873535,0.2206074744462967,0.3680937886238098,0.17716385424137115,0.31091248989105225
often,0.41107481718063354,0.3856629431247711,0.2028384655714035,0.28257402777671814,0.6262778043746948,0.27546876668930054,0.32333052158355713,0.26154008507728577,0.23748154938220978
lead,0.18518535792827606,0.18414030969142914,0.10506997257471085,0.19682742655277252,0.17730893194675446,0.0658666118979454,0.23356960713863373,0.1587158888578415,0.14552436769008636
to,0.44169697165489197,0.42745086550712585,0.27188464999198914,0.24361056089401245,0.3871513605117798,0.22659115493297577,0.33534231781959534,0.2307046800851822,0.29463258385658264
high,0.16700881719589233,0.2383800595998764,0.19670991599559784,0.22487330436706543,0.25211024284362793,0.13942751288414001,0.2159195840358734,0.14008451998233795,0.11137914657592773
levels,0.30174899101257324,0.2141042947769165,0.209359273314476,0.24878159165382385,0.3425827920436859,0.15674231946468353,0.20695684850215912,0.1642984002828598,0.1541307419538498
of,0.2480744868516922,0.4854315221309662,0.2581324577331543,0.27910974621772766,0.3127037584781647,0.27454227209091187,0.3646814823150635,0.20827822387218475,0.1826142966747284
inequality,0.35896143317222595,0.1953488290309906,0.46967795491218567,1.0000001192092896,0.27463507652282715,0.260332316160202,0.17648567259311676,0.3051680624485016,0.23619021475315094
",",0.22659391164779663,0.4691906273365021,0.19703416526317596,0.21822890639305115,0.29679131507873535,0.2206074744462967,0.3680937886238098,0.17716385424137115,0.31091248989105225
outcomes,0.35361725091934204,0.32078880071640015,0.3278878927230835,0.4577926993370056,0.3492153584957123,0.28641390800476074,0.2189769297838211,0.2908388078212738,0.26170971989631653
that,0.557814359664917,0.3995479643344879,0.2627509534358978,0.3467824459075928,0.4812265634536743,0.3415454924106598,0.37496164441108704,0.22227567434310913,0.32716336846351624
are,0.311818927526474,0.5330929756164551,0.20486517250537872,0.24070033431053162,0.5254502892494202,0.17731130123138428,0.37842893600463867,0.21967428922653198,0.24591213464736938
widely,0.21374991536140442,0.3153131604194641,0.15545104444026947,0.21522898972034454,0.5192200541496277,0.28402766585350037,0.2632814347743988,0.12516550719738007,0.10354958474636078
viewed,0.2478298544883728,0.24106821417808533,0.26632726192474365,0.260332316160202,0.31481024622917175,1.0000001192092896,0.2073718160390854,0.1711072325706482,0.19983090460300446
as,0.33782753348350525,0.43216490745544434,0.1530616581439972,0.1947982758283615,0.3970455825328827,0.2334030270576477,0.3815547823905945,0.18478275835514069,0.27043893933296204
unfair,0.32560232281684875,0.21736522018909454,0.28446781635284424,0.3755528926849365,0.2590630352497101,0.20993313193321228,0.25161653757095337,0.28012916445732117,0.2510303556919098
.,0.3287222981452942,0.4569662809371948,0.26448529958724976,0.22563500702381134,0.3124077022075653,0.27454590797424316,0.3936232924461365,0.17509925365447998,0.4130953550338745
'',-0.0029843549709767103,0.0793738141655922,-0.01438893098384142,-0.020039280876517296,0.04905460402369499,0.09397447109222412,-0.010275691747665405,-0.03997763991355896,0.018684765323996544
