,what,other,visual,phenomena,accompanied,tesla,'s,visions,?
he,0.3114890456199646,0.24213658273220062,0.15792718529701233,0.1127372682094574,0.2645314335823059,0.12373391538858414,0.024063590914011,0.1920287162065506,0.2089974731206894
suffered,0.13741295039653778,0.14954358339309692,0.15097686648368835,0.1501433104276657,0.2908083200454712,0.06396197527647018,-0.04481024295091629,0.18337664008140564,0.08963493257761002
a,0.3320399522781372,0.2806335389614105,0.2056368887424469,0.24694132804870605,0.20501543581485748,0.2211925983428955,0.04866964742541313,0.167376309633255,0.23916715383529663
peculiar,0.29265880584716797,0.22674670815467834,0.27391159534454346,0.3751196563243866,0.13803140819072723,0.07055935263633728,-0.07569439709186554,0.1701209545135498,0.15081895887851715
affliction,0.3290519714355469,0.29327893257141113,0.2757473289966583,0.3558099567890167,0.2203769087791443,0.059310559183359146,-0.059800732880830765,0.2923712432384491,0.28794166445732117
in,0.30808621644973755,0.39989137649536133,0.1979106217622757,0.21511782705783844,0.18386249244213104,0.17097744345664978,-0.037580832839012146,0.1698247790336609,0.20430970191955566
which,0.5261979103088379,0.50507652759552,0.2648843228816986,0.3190241754055023,0.33597803115844727,0.2203940600156784,0.03856118768453598,0.26353752613067627,0.25814583897590637
blinding,0.25833308696746826,0.22329826653003693,0.288030207157135,0.26158416271209717,0.26051992177963257,0.19422559440135956,-0.02782425284385681,0.321704238653183,0.07955844700336456
flashes,0.2632831037044525,0.21924041211605072,0.26179662346839905,0.3200053870677948,0.27828794717788696,0.18059061467647552,-0.034377191215753555,0.29593902826309204,0.191724494099617
of,0.33290785551071167,0.38583824038505554,0.20959678292274475,0.22806766629219055,0.28507187962532043,0.18837453424930573,-0.03817026689648628,0.24407784640789032,0.1826142966747284
light,0.22953972220420837,0.22895501554012299,0.3061679005622864,0.3241210877895355,0.1936911791563034,0.15772268176078796,0.047048170119524,0.3129705488681793,0.17429810762405396
would,0.45766422152519226,0.37565508484840393,0.17725487053394318,0.219813272356987,0.21517135202884674,0.14290116727352142,0.036968596279621124,0.22193780541419983,0.37178951501846313
appear,0.2962318956851959,0.3806384205818176,0.27335214614868164,0.23837663233280182,0.2630758583545685,0.02088736928999424,-0.031298309564590454,0.2275087833404541,0.22635367512702942
before,0.3801657259464264,0.20753322541713715,0.1388935148715973,0.14120528101921082,0.2036585807800293,0.14506052434444427,-0.01158253662288189,0.1202538013458252,0.2507109045982361
his,0.26976513862609863,0.23453344404697418,0.17028793692588806,0.10926991701126099,0.3160599172115326,0.1580733060836792,0.047556519508361816,0.23692768812179565,0.18075084686279297
eyes,0.2179604023694992,0.19372691214084625,0.3662344515323639,0.2749110758304596,0.12719273567199707,0.07338967174291611,0.04828662797808647,0.42535632848739624,0.1874968707561493
",",0.3087472915649414,0.4446498453617096,0.25662195682525635,0.22212588787078857,0.25802668929100037,0.20599327981472015,-0.0016132977325469255,0.24967224895954132,0.31091248989105225
often,0.3849453330039978,0.4479043185710907,0.24882522225379944,0.33171042799949646,0.37887030839920044,0.10837933421134949,0.05346176400780678,0.21443447470664978,0.23748154938220978
accompanied,0.16123847663402557,0.264019250869751,0.155570849776268,0.07270976155996323,0.9999999403953552,0.07344810664653778,-0.01453784666955471,0.2554825246334076,0.14135776460170746
by,0.2455483376979828,0.3321913778781891,0.2211913764476776,0.1395256668329239,0.3298446536064148,0.16513796150684357,-0.010884488001465797,0.22150519490242004,0.17966607213020325
visions,0.28195029497146606,0.2522081732749939,0.3698086142539978,0.3154628574848175,0.2554825246334076,0.10447850078344345,0.04491797462105751,0.9999998807907104,0.2224486917257309
.,0.3567904531955719,0.41511186957359314,0.2540435492992401,0.2011886090040207,0.2181798666715622,0.17949827015399933,-0.003708066651597619,0.237895205616951,0.4130953550338745
,what,other,visual,phenomena,accompanied,tesla,'s,visions,?
beginning,0.3351518511772156,0.26081663370132446,0.1982494294643402,0.20488788187503815,0.2132253646850586,0.13320136070251465,-0.03033691644668579,0.1464986503124237,0.19413669407367706
in,0.30808621644973755,0.39989137649536133,0.1979106217622757,0.21511782705783844,0.18386249244213104,0.17097744345664978,-0.037580832839012146,0.1698247790336609,0.20430970191955566
his,0.26976513862609863,0.23453344404697418,0.17028793692588806,0.10926991701126099,0.3160599172115326,0.1580733060836792,0.047556519508361816,0.23692768812179565,0.18075084686279297
childhood,0.2245498150587082,0.11198043823242188,0.2382521629333496,0.18474942445755005,0.2144700437784195,0.08943528681993484,0.04324875771999359,0.2717856168746948,0.11606396734714508
",",0.3087472915649414,0.4446498453617096,0.25662195682525635,0.22212588787078857,0.25802668929100037,0.20599327981472015,-0.0016132977325469255,0.24967224895954132,0.31091248989105225
tesla,0.23221199214458466,0.11896419525146484,0.1789032518863678,0.22000770270824432,0.07344810664653778,0.9999999403953552,0.06449045985937119,0.10447850078344345,0.10250775516033173
had,0.23849567770957947,0.30737367272377014,0.15956783294677734,0.12904907763004303,0.31503739953041077,0.12050733715295792,-0.004401352722197771,0.25391635298728943,0.20728366076946259
frequent,0.22018176317214966,0.24896880984306335,0.13189944624900818,0.19496777653694153,0.24789585173130035,0.03302835300564766,0.004094557370990515,0.13013795018196106,0.13923750817775726
flashbacks,0.295617938041687,0.2229994535446167,0.327176034450531,0.3689073324203491,0.3364604711532593,0.14924125373363495,-0.049956463277339935,0.3773251175880432,0.19765311479568481
to,0.455847829580307,0.4193183183670044,0.22530697286128998,0.2164914757013321,0.26281657814979553,0.17548894882202148,0.03782717138528824,0.1894921213388443,0.29463258385658264
events,0.269866019487381,0.2375173419713974,0.19343101978302002,0.33914920687675476,0.19844436645507812,0.1401681751012802,0.02566051483154297,0.2717036008834839,0.09835197776556015
that,0.6297725439071655,0.5570666193962097,0.25541916489601135,0.3643328845500946,0.23956280946731567,0.22102725505828857,0.04397977516055107,0.2704857885837555,0.32716336846351624
had,0.23849567770957947,0.30737367272377014,0.15956783294677734,0.12904907763004303,0.31503739953041077,0.12050733715295792,-0.004401352722197771,0.25391635298728943,0.20728366076946259
happened,0.47802624106407166,0.21994881331920624,0.036252740770578384,0.2831379771232605,0.18380755186080933,0.11394373327493668,-0.012165569700300694,0.1697918325662613,0.3097429871559143
previously,0.24305304884910583,0.28836941719055176,0.12316984683275223,0.17087890207767487,0.21603934466838837,0.09497247636318207,-0.008872446604073048,0.15715822577476501,0.15811841189861298
in,0.30808621644973755,0.39989137649536133,0.1979106217622757,0.21511782705783844,0.18386249244213104,0.17097744345664978,-0.037580832839012146,0.1698247790336609,0.20430970191955566
his,0.26976513862609863,0.23453344404697418,0.17028793692588806,0.10926991701126099,0.3160599172115326,0.1580733060836792,0.047556519508361816,0.23692768812179565,0.18075084686279297
life,0.24693015217781067,0.2566147446632385,0.21222852170467377,0.24681538343429565,0.18899843096733093,0.07371766865253448,0.03983813151717186,0.2856196165084839,0.21677987277507782
.,0.3567904531955719,0.41511186957359314,0.2540435492992401,0.2011886090040207,0.2181798666715622,0.17949827015399933,-0.003708066651597619,0.237895205616951,0.4130953550338745
