,what,type,of,rock,is,found,at,the,grand,canyon,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23786304891109467,0.5823672413825989,0.3452354073524475,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.22068053483963013
sedimentary,0.2219204604625702,0.1998668760061264,0.30878832936286926,0.4918837249279022,0.2035568505525589,0.30481916666030884,0.19773010909557343,0.2576860189437866,0.12208463996648788,0.30381864309310913,0.1575118452310562
sequences,0.22366639971733093,0.18966631591320038,0.16947661340236664,0.18355250358581543,0.19739049673080444,0.24153479933738708,0.08343751728534698,0.2234572321176529,0.09276164323091507,0.11649847775697708,0.1885564625263214
of,0.33290785551071167,0.18112817406654358,1.0,0.2653365731239319,0.4854315221309662,0.2982911467552185,0.42558613419532776,0.733189046382904,0.27195852994918823,0.18813416361808777,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23786304891109467,0.5823672413825989,0.3452354073524475,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.22068053483963013
mid-continental,0.19473032653331757,0.14194786548614502,0.2606301009654999,0.2719680666923523,0.21957772970199585,0.18462759256362915,0.2161080688238144,0.3474041223526001,0.2007790058851242,0.25602826476097107,0.16604496538639069
united,0.20036718249320984,0.14191332459449768,0.3187655806541443,0.1698506772518158,0.22408509254455566,0.133562371134758,0.2064037322998047,0.34367692470550537,0.17521370947360992,0.18223817646503448,0.17266890406608582
states,0.21526020765304565,0.15023280680179596,0.30884552001953125,0.1567031592130661,0.21939043700695038,0.1681288331747055,0.19903600215911865,0.3463578522205353,0.19176682829856873,0.22415761649608612,0.16272737085819244
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2808155119419098,0.3859752118587494,0.27978911995887756,0.3571503460407257,0.5171257257461548,0.24639178812503815,0.1925555169582367,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23786304891109467,0.5823672413825989,0.3452354073524475,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.22068053483963013
grand,0.1358851045370102,0.04565994068980217,0.27195852994918823,0.14051586389541626,0.212590292096138,0.18382060527801514,0.19673770666122437,0.305169016122818,0.9999999403953552,0.3384842276573181,0.1168735921382904
canyon,0.1522863656282425,0.1449243128299713,0.18813416361808777,0.29427051544189453,0.13874439895153046,0.20357735455036163,0.19229450821876526,0.2146432101726532,0.3384842276573181,1.0000001192092896,0.12859754264354706
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19663549959659576,0.5394441485404968,0.39141854643821716,0.4374977946281433,0.6662389636039734,0.24767720699310303,0.17905303835868835,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23786304891109467,0.5823672413825989,0.3452354073524475,0.457212895154953,1.0,0.305169016122818,0.2146432101726532,0.22068053483963013
southwestern,0.22099892795085907,0.11503150314092636,0.32736170291900635,0.23126935958862305,0.31341540813446045,0.3285627067089081,0.2625330686569214,0.3555835783481598,0.22366510331630707,0.35647523403167725,0.173263818025589
united,0.20036718249320984,0.14191332459449768,0.3187655806541443,0.1698506772518158,0.22408509254455566,0.133562371134758,0.2064037322998047,0.34367692470550537,0.17521370947360992,0.18223817646503448,0.17266890406608582
states,0.21526020765304565,0.15023280680179596,0.30884552001953125,0.1567031592130661,0.21939043700695038,0.1681288331747055,0.19903600215911865,0.3463578522205353,0.19176682829856873,0.22415761649608612,0.16272737085819244
contain,0.1832355558872223,0.2283841371536255,0.30574339628219604,0.23541943728923798,0.31030410528182983,0.29978108406066895,0.17059701681137085,0.26383090019226074,0.11554289609193802,0.14805158972740173,0.18853069841861725
almost-undeformed,0.2891330122947693,0.2631953954696655,0.3060131072998047,0.33048272132873535,0.2933405935764313,0.30777719616889954,0.2677899897098541,0.32178306579589844,0.12193483859300613,0.20804524421691895,0.2269618958234787
stacks,0.2402685433626175,0.23213329911231995,0.1770709753036499,0.21883173286914825,0.24855494499206543,0.20365263521671295,0.15407244861125946,0.23556536436080933,0.14091576635837555,0.1906331330537796,0.18888774514198303
of,0.33290785551071167,0.18112817406654358,1.0,0.2653365731239319,0.4854315221309662,0.2982911467552185,0.42558613419532776,0.733189046382904,0.27195852994918823,0.18813416361808777,0.1826142966747284
sedimentary,0.2219204604625702,0.1998668760061264,0.30878832936286926,0.4918837249279022,0.2035568505525589,0.30481916666030884,0.19773010909557343,0.2576860189437866,0.12208463996648788,0.30381864309310913,0.1575118452310562
rocks,0.24802041053771973,0.15120632946491241,0.2664484679698944,0.5946089029312134,0.23288390040397644,0.33259448409080505,0.19559097290039062,0.24413059651851654,0.08301135152578354,0.34236887097358704,0.17394492030143738
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.2285659909248352,0.3995479643344879,0.29063743352890015,0.3183255195617676,0.5473989248275757,0.20241984724998474,0.1626630574464798,0.32716336846351624
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.22425121068954468,0.3613572418689728,0.32803434133529663,0.29004791378974915,0.40389683842658997,0.17955395579338074,0.14608806371688843,0.32991164922714233
remained,0.1733817607164383,0.04520195722579956,0.35287612676620483,0.13270549476146698,0.25548267364501953,0.1845320463180542,0.23606275022029877,0.3492392301559448,0.17667095363140106,0.09665762633085251,0.08263323456048965
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19663549959659576,0.5394441485404968,0.39141854643821716,0.4374977946281433,0.6662389636039734,0.24767720699310303,0.17905303835868835,0.20430970191955566
place,0.2689766585826874,0.16794997453689575,0.2685627043247223,0.1628861278295517,0.3122972249984741,0.21158277988433838,0.3307865858078003,0.4179787337779999,0.19309267401695251,0.20951038599014282,0.2455766350030899
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.14382891356945038,0.3567592203617096,0.1931115686893463,0.3096075654029846,0.4054957628250122,0.19357174634933472,0.09128036350011826,0.2876587212085724
cambrian,0.18002451956272125,0.16587413847446442,0.23301354050636292,0.26037827134132385,0.17540742456912994,0.1903088092803955,0.20622225105762482,0.2575351595878601,0.1414281725883484,0.27557623386383057,0.10118120908737183
time,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.20141363143920898,0.25187405943870544,0.18558558821678162,0.3956010341644287,0.43061500787734985,0.12246638536453247,0.13408060371875763,0.27391523122787476
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24835698306560516,0.4569662809371948,0.3618174195289612,0.4549728035926819,0.5934505462646484,0.22995266318321228,0.1606392115354538,0.4130953550338745
