,since,denver,chose,white,",",what,colors,did,carolina,wear,in,super,bowl,50,?
the,0.4054957628250122,0.2052404284477234,0.3029356896877289,0.25492873787879944,0.4933079481124878,0.42745697498321533,0.23534470796585083,0.34736719727516174,0.24749229848384857,0.27011215686798096,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
broncos,0.16061389446258545,0.5774994492530823,0.19183622300624847,0.19174246490001678,0.2558487057685852,0.1787765771150589,0.25356221199035645,0.1738176792860031,0.34897464513778687,0.20419080555438995,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
',0.3154326379299164,0.12144587188959122,0.18011833727359772,0.1788962036371231,0.5178600549697876,0.3245812654495239,0.1267995983362198,0.25488927960395813,0.14577803015708923,0.15090884268283844,0.4158826768398285,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
decision,0.29836976528167725,0.07882443070411682,0.28905487060546875,0.0742078498005867,0.2818170189857483,0.32053670287132263,0.10580973327159882,0.285696417093277,0.11730116605758667,0.16554249823093414,0.2212151288986206,0.09773767739534378,0.10318396240472794,0.027583086863160133,0.2796577215194702
to,0.3733763098716736,0.23706497251987457,0.33018890023231506,0.23700939118862152,0.44245919585227966,0.455847829580307,0.25721079111099243,0.4452643394470215,0.23296888172626495,0.28873685002326965,0.45010748505592346,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
wear,0.1469670832157135,0.14489158987998962,0.23273688554763794,0.25586411356925964,0.2098228484392166,0.21155497431755066,0.2446141242980957,0.21948394179344177,0.140521839261055,1.0,0.20694924890995026,0.10551737993955612,0.0700678676366806,0.02115890569984913,0.1366986185312271
white,0.12879754602909088,0.18993325531482697,0.1585903912782669,1.0,0.27337658405303955,0.1410645991563797,0.3154846131801605,0.1683805286884308,0.19538530707359314,0.25586411356925964,0.1821274310350418,0.11256568133831024,0.17490817606449127,0.0012327907606959343,0.124679796397686
meant,0.28243157267570496,0.06834249943494797,0.29558587074279785,0.16145004332065582,0.2770281732082367,0.40698376297950745,0.1823669970035553,0.46665212512016296,0.1284250169992447,0.19964012503623962,0.25344955921173096,0.1540476381778717,0.1290408819913864,0.047446612268686295,0.28817421197891235
the,0.4054957628250122,0.2052404284477234,0.3029356896877289,0.25492873787879944,0.4933079481124878,0.42745697498321533,0.23534470796585083,0.34736719727516174,0.24749229848384857,0.27011215686798096,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
panthers,0.12518474459648132,0.3712458908557892,0.19540607929229736,0.24582159519195557,0.2494642585515976,0.17002959549427032,0.2753947377204895,0.189295694231987,0.4154948592185974,0.1978592872619629,0.2115829735994339,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
would,0.3438071310520172,0.1832946091890335,0.4592786133289337,0.17211848497390747,0.32586824893951416,0.45766422152519226,0.22772198915481567,0.6268245577812195,0.1592995673418045,0.2568493187427521,0.30461156368255615,0.16404198110103607,0.17156143486499786,0.05957036092877388,0.37178951501846313
wear,0.1469670832157135,0.14489158987998962,0.23273688554763794,0.25586411356925964,0.2098228484392166,0.21155497431755066,0.2446141242980957,0.21948394179344177,0.140521839261055,1.0,0.20694924890995026,0.10551737993955612,0.0700678676366806,0.02115890569984913,0.1366986185312271
their,0.2668287754058838,0.21170325577259064,0.32887932658195496,0.2421102374792099,0.3045167922973633,0.35142919421195984,0.22851207852363586,0.38078752160072327,0.16664347052574158,0.33966079354286194,0.34976133704185486,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
standard,0.15798546373844147,0.09818494319915771,0.1182926744222641,0.09970030933618546,0.2593318521976471,0.22809998691082,0.2419515699148178,0.15843048691749573,0.032028134912252426,0.19363033771514893,0.24721406400203705,0.15927568078041077,0.07048926502466202,-0.0022090363781899214,0.17029257118701935
home,0.2818499207496643,0.14714235067367554,0.2074170559644699,0.22721832990646362,0.2790627181529999,0.1608789712190628,0.14975003898143768,0.17098017036914825,0.15276463329792023,0.15464168787002563,0.30467477440834045,0.12418482452630997,0.1429641842842102,0.05455254390835762,0.0757145956158638
uniform,0.14516639709472656,0.16248904168605804,0.16246004402637482,0.29917454719543457,0.10078256577253342,0.2427893728017807,0.32065343856811523,0.1756199449300766,0.14014998078346252,0.5100880265235901,0.15644873678684235,0.1480267494916916,0.11076796054840088,0.07096637040376663,0.2170427292585373
:,0.04480839520692825,-0.02906121127307415,-0.022603804245591164,-0.06219444423913956,-0.004729332868009806,-0.12022944539785385,-0.01783568039536476,-0.05305134505033493,-0.07558896392583847,-0.026578707620501518,0.020521078258752823,0.14034654200077057,0.14579139649868011,0.06510673463344574,-0.07156077772378922
