,how,many,people,do,historians,estimate,genghis,khan,killed,in,the,iranian,plateau,?
steven,0.1496598869562149,0.1722927689552307,0.10489624738693237,0.1368778645992279,0.17394234240055084,0.10134307295084,0.23149855434894562,0.19199950993061066,0.15181854367256165,0.17032748460769653,0.21446210145950317,0.13294970989227295,0.07928072661161423,0.10277901589870453
r.,0.055569153279066086,0.08176109939813614,0.01177154015749693,0.0889376625418663,-0.010569138452410698,-0.0037578861229121685,0.03646764159202576,0.06568455696105957,0.09408866614103317,0.02136528491973877,0.007481080945581198,0.03677986562252045,-0.12422212213277817,0.10428094118833542
ward,0.17480605840682983,0.15269818902015686,0.19534078240394592,0.05414575710892677,0.13015131652355194,0.11621496826410294,0.11444174498319626,0.17132437229156494,0.11762052774429321,0.19211581349372864,0.20814019441604614,0.04096963629126549,0.06790986657142639,0.09479375928640366
wrote,0.23136702179908752,0.283401757478714,0.19224919378757477,0.16949757933616638,0.30302515625953674,0.06766713410615921,0.20633262395858765,0.14021986722946167,0.19005970656871796,0.2898900806903839,0.2426944375038147,0.12244018912315369,0.19920192658901215,0.19322504103183746
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.44533252716064453,0.33720818161964417,0.2149161547422409,0.21352417767047882,0.14077997207641602,0.24908366799354553,0.435920387506485,0.5473989248275757,0.21150918304920197,0.18141229450702667,0.32716336846351624
``,-0.01591024175286293,0.012824942357838154,0.08962737023830414,0.06628920882940292,0.07353109866380692,0.13910984992980957,0.05644606053829193,0.07293079793453217,0.02015254646539688,0.04765888676047325,0.029072100296616554,0.1188744455575943,0.03358720242977142,0.0685480609536171
overall,0.25038012862205505,0.22261527180671692,0.1728535145521164,0.17843087017536163,0.12783142924308777,0.28695598244667053,0.1738564819097519,0.14150850474834442,0.11541593074798584,0.26280614733695984,0.31739529967308044,0.04507375881075859,0.10026413202285767,0.18573027849197388
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.3283645510673523,0.28167304396629333,0.26905909180641174,0.2891939878463745,0.19700400531291962,0.3006497025489807,0.5201468467712402,0.4933079481124878,0.20104601979255676,0.23858049511909485,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.30239659547805786,0.2874947786331177,0.24080884456634521,0.3448939025402069,0.21067845821380615,0.23115427792072296,0.6662389636039734,1.0,0.21625958383083344,0.29697924852371216,0.22068053483963013
mongol,0.11711648851633072,0.1816871017217636,0.1850784718990326,0.15889328718185425,0.3068542778491974,0.17311476171016693,0.6244974732398987,0.5576101541519165,0.190083310008049,0.16958336532115936,0.2924198508262634,0.3417704403400421,0.2564626932144165,0.12849251925945282
violence,0.18521322309970856,0.2641744017601013,0.2949585020542145,0.196379154920578,0.2881327271461487,0.15507377684116364,0.19309881329536438,0.07600425183773041,0.31003549695014954,0.2653872072696686,0.25465771555900574,0.20008143782615662,0.12453333288431168,0.20634515583515167
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.276123583316803,0.272049218416214,0.19358095526695251,0.26551535725593567,0.22885166108608246,0.23023393750190735,0.4954058527946472,0.5171257257461548,0.19249634444713593,0.25292128324508667,0.20544172823429108
depredations,0.3101438581943512,0.34622588753700256,0.21758310496807098,0.3147209882736206,0.2690003216266632,0.18963289260864258,0.1804009974002838,0.18672941625118256,0.17019981145858765,0.2460314929485321,0.2518841624259949,0.19625064730644226,0.20896437764167786,0.24338014423847198
killed,0.1255389302968979,0.1783437877893448,0.3085143268108368,0.14168688654899597,0.2946050465106964,0.24111485481262207,0.2986186742782593,0.15405850112438202,0.9999998807907104,0.1957504004240036,0.23115427792072296,0.1537894606590271,0.1410772055387497,0.17928971350193024
up,0.2819872200489044,0.2688518464565277,0.2338736206293106,0.26271459460258484,0.12824252247810364,0.16849586367607117,0.14124886691570282,0.10817289352416992,0.15881852805614471,0.3120773434638977,0.38423117995262146,0.11104242503643036,0.1935563087463379,0.1819818764925003
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.38876664638519287,0.2267346978187561,0.21965038776397705,0.2294713407754898,0.18221943080425262,0.1682852953672409,0.45010748505592346,0.535392165184021,0.11043429374694824,0.1365785449743271,0.29463258385658264
three-fourths,0.2983994483947754,0.32566171884536743,0.25818631052970886,0.20972511172294617,0.2889871597290039,0.2804132401943207,0.1910068392753601,0.11095062643289566,0.25578176975250244,0.3309679627418518,0.45838502049446106,0.15890014171600342,0.20701706409454346,0.27135199308395386
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.26150479912757874,0.27032220363616943,0.2585934102535248,0.2938849925994873,0.17124508321285248,0.2589981257915497,0.5696388483047485,0.733189046382904,0.19742776453495026,0.2899112105369568,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.30239659547805786,0.2874947786331177,0.24080884456634521,0.3448939025402069,0.21067845821380615,0.23115427792072296,0.6662389636039734,1.0,0.21625958383083344,0.29697924852371216,0.22068053483963013
population,0.1651063710451126,0.2201971709728241,0.3562411963939667,0.15441055595874786,0.2337809056043625,0.5426440238952637,0.21193720400333405,0.1049165427684784,0.2443472445011139,0.3268454372882843,0.32044094800949097,0.11851389706134796,0.2895214557647705,0.14449454843997955
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.26150479912757874,0.27032220363616943,0.2585934102535248,0.2938849925994873,0.17124508321285248,0.2589981257915497,0.5696388483047485,0.733189046382904,0.19742776453495026,0.2899112105369568,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.30239659547805786,0.2874947786331177,0.24080884456634521,0.3448939025402069,0.21067845821380615,0.23115427792072296,0.6662389636039734,1.0,0.21625958383083344,0.29697924852371216,0.22068053483963013
iranian,0.1485263705253601,0.1907050907611847,0.1460753232240677,0.14527729153633118,0.21732904016971588,0.14246080815792084,0.3348431885242462,0.3869917094707489,0.1537894606590271,0.19482189416885376,0.21625958383083344,1.0,0.2362225353717804,0.13520781695842743
plateau,0.0932949110865593,0.18704138696193695,0.16046972572803497,0.10771603137254715,0.23586373031139374,0.1727212369441986,0.3496655523777008,0.19189171493053436,0.1410772055387497,0.2396252304315567,0.29697924852371216,0.2362225353717804,1.0000001192092896,0.10432148724794388
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.3283645510673523,0.28167304396629333,0.26905909180641174,0.2891939878463745,0.19700400531291962,0.3006497025489807,0.5201468467712402,0.4933079481124878,0.20104601979255676,0.23858049511909485,0.31091248989105225
