,what,does,the,title,gür,khan,mean,?
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.2263992726802826,0.2430650293827057,0.1527150720357895,0.2099098116159439,0.20430970191955566
1201,-0.1077803373336792,-0.1485223025083542,0.08728494495153427,-0.011831342242658138,0.21590983867645264,-0.004876607097685337,-0.08698553591966629,-0.05425060912966728
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2202284336090088,0.27519333362579346,0.19700400531291962,0.27540135383605957,0.31091248989105225
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.23181948065757751,0.23715810477733612,0.1743650734424591,0.3427932858467102,0.23916715383529663
khuruldai,0.24253760278224945,0.20060919225215912,0.2679694890975952,0.19055487215518951,0.4883967936038971,0.5752332806587219,0.15960942208766937,0.23691365122795105
elected,0.16005432605743408,0.14313174784183502,0.23167964816093445,0.18482989072799683,0.23990033566951752,0.1635548621416092,0.1332591325044632,0.1966295689344406
jamukha,0.274000346660614,0.1703527718782425,0.26145488023757935,0.1528317630290985,0.4040903151035309,0.6142362356185913,0.12023214995861053,0.20055611431598663
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.2520829439163208,0.1472809761762619,0.22500167787075043,0.27253609895706177,0.27043893933296204
gür,0.0843023806810379,0.11230290681123734,0.2087419480085373,0.12369422614574432,1.0,0.3135429918766022,0.08275797963142395,0.16180279850959778
khan,0.16476042568683624,0.09885948151350021,0.21067845821380615,0.22046531736850739,0.3135429918766022,1.0,0.09393470734357834,0.12862591445446014
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2202284336090088,0.27519333362579346,0.19700400531291962,0.27540135383605957,0.31091248989105225
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.02549407258629799,0.04169305041432381,0.07293079793453217,0.06393398344516754,0.0685480609536171
universal,0.20640362799167633,0.18016895651817322,0.2359178364276886,0.16313987970352173,0.13589000701904297,0.1190294474363327,0.19414804875850677,0.2074412703514099
ruler,0.22842168807983398,0.13505713641643524,0.23322275280952454,0.20078352093696594,0.19702790677547455,0.37283483147621155,0.16619281470775604,0.14533701539039612
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.05258110910654068,0.008126974105834961,0.06717371195554733,0.08347149938344955,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2202284336090088,0.27519333362579346,0.19700400531291962,0.27540135383605957,0.31091248989105225
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.23181948065757751,0.23715810477733612,0.1743650734424591,0.3427932858467102,0.23916715383529663
title,0.205022931098938,0.21870116889476776,0.27465343475341797,0.9999999403953552,0.12369422614574432,0.22046531736850739,0.17709054052829742,0.34551161527633667
used,0.27546408772468567,0.3498048484325409,0.3718377649784088,0.1611911654472351,0.12005452811717987,0.07771505415439606,0.3523392677307129,0.22430120408535004
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.2110508531332016,0.15385352075099945,0.13558374345302582,0.1560223549604416,0.17966607213020325
the,0.42745697498321533,0.35928019881248474,1.0,0.27465343475341797,0.2087419480085373,0.21067845821380615,0.25977957248687744,0.22068053483963013
rulers,0.2530202269554138,0.13642744719982147,0.2895638644695282,0.20703041553497314,0.1621701866388321,0.29125505685806274,0.12158312648534775,0.12284242361783981
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.18969319760799408,0.28103843331336975,0.17124508321285248,0.27551960945129395,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.27465343475341797,0.2087419480085373,0.21067845821380615,0.25977957248687744,0.22068053483963013
qara,0.22368445992469788,0.11728768795728683,0.30156639218330383,0.20701341331005096,0.38147878646850586,0.46546587347984314,0.20684856176376343,0.1857597380876541
khitai,0.17383551597595215,0.10098502784967422,0.25684550404548645,0.2363225370645523,0.39140984416007996,0.5671424269676208,0.1080799400806427,0.20356783270835876
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.26782113313674927,0.2492358386516571,0.19819748401641846,0.21881133317947388,0.4130953550338745
