,which,year,did,the,price,of,oil,drop,to,$,10,per,barrel,?
the,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.22636492550373077,0.733189046382904,0.21849922835826874,0.2759656608104706,0.535392165184021,0.23367542028427124,0.2880653440952301,0.21691934764385223,0.24735139310359955,0.22068053483963013
world,0.29213306307792664,0.25931429862976074,0.1944720596075058,0.33604270219802856,0.17459118366241455,0.2828933000564575,0.1367194801568985,0.24281784892082214,0.26213452219963074,0.14454202353954315,0.12815819680690765,0.21362069249153137,0.21288204193115234,0.17579582333564758
price,0.21813181042671204,0.20207317173480988,0.20305229723453522,0.22636492550373077,1.0,0.15675179660320282,0.3166557550430298,0.15831167995929718,0.2590087652206421,0.3850068151950836,-0.0037368154153227806,0.17166109383106232,0.27832135558128357,0.14631175994873047
",",0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.24825957417488098,0.4946078956127167,0.20043784379959106,0.21217185258865356,0.44245919585227966,0.21166811883449554,0.1734008640050888,0.26711323857307434,0.1568077653646469,0.31091248989105225
which,1.0,0.242343008518219,0.2750149369239807,0.6521818041801453,0.21813181042671204,0.5011631846427917,0.20154443383216858,0.30560606718063354,0.5345056653022766,0.22076056897640228,0.15415236353874207,0.2492961585521698,0.3000048100948334,0.25814583897590637
had,0.3188965916633606,0.29678046703338623,0.540525496006012,0.3875846862792969,0.1814015656709671,0.37755560874938965,0.1329135298728943,0.17071305215358734,0.37984350323677063,0.2278132438659668,0.1529655158519745,0.20036202669143677,0.2262488305568695,0.20728366076946259
peaked,0.14482517540454865,0.20337936282157898,0.23938307166099548,0.24022316932678223,0.21444617211818695,0.18606790900230408,0.1199207454919815,0.17878811061382294,0.173691987991333,0.2447814792394638,0.05071248859167099,0.2208455502986908,0.11507080495357513,0.17896412312984467
during,0.3590145409107208,0.3447895348072052,0.30679523944854736,0.4838213622570038,0.11477147042751312,0.3869180977344513,0.16472604870796204,0.15097300708293915,0.2828781306743622,0.18413951992988586,0.1398424357175827,0.20109690725803375,0.15616457164287567,0.1325719803571701
the,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.22636492550373077,0.733189046382904,0.21849922835826874,0.2759656608104706,0.535392165184021,0.23367542028427124,0.2880653440952301,0.21691934764385223,0.24735139310359955,0.22068053483963013
1979,0.25906670093536377,0.11366590857505798,0.12377073615789413,0.3323744237422943,0.005189693067222834,0.2645907700061798,0.10878642648458481,0.09668216854333878,0.260578453540802,0.06479298323392868,0.24083060026168823,0.08329692482948303,0.12047998607158661,0.09159877151250839
energy,0.29086095094680786,0.14203959703445435,0.14123573899269104,0.26756542921066284,0.2673780620098114,0.26257598400115967,0.3170962333679199,0.23103266954421997,0.27179354429244995,0.18957531452178955,-0.00455405144020915,0.20102018117904663,0.24159178137779236,0.14860127866268158
crisis,0.21961601078510284,0.12349652498960495,0.12736287713050842,0.263981431722641,0.20939864218235016,0.2267792969942093,0.2694509029388428,0.14078542590141296,0.21038146317005157,0.15684492886066437,-0.05282123014330864,0.06782139092683792,0.1577007919549942,0.17902959883213043
at,0.3286694884300232,0.3146436810493469,0.28390252590179443,0.457212895154953,0.21396350860595703,0.42558613419532776,0.14921875298023224,0.16538351774215698,0.36524343490600586,0.19577117264270782,0.09675513952970505,0.19678546488285065,0.137770876288414,0.21978627145290375
