,where,do,chloroplasts,pump,hydrogen,?
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
molecules,0.21171259880065918,0.19337092339992523,0.6201399564743042,0.25688549876213074,0.5881773233413696,0.17409995198249817
between,0.38496607542037964,0.14014670252799988,0.14564503729343414,0.08141467720270157,0.18287557363510132,0.12887074053287506
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
photosystems,0.22185339033603668,0.29770052433013916,0.5635364651679993,0.24279779195785522,0.47223320603370667,0.20044444501399994
harness,0.21672064065933228,0.2139367014169693,0.2171643078327179,0.2791757881641388,0.23225753009319305,0.09277012199163437
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
electrons,0.236953005194664,0.23752672970294952,0.5037074685096741,0.26627591252326965,0.6067970395088196,0.15516111254692078
',0.24928376078605652,0.33874475955963135,0.0804409459233284,0.14668156206607819,0.1521209180355072,0.330942302942276
energy,0.21021723747253418,0.21968168020248413,0.3781890571117401,0.3357865810394287,0.4759276211261749,0.14860127866268158
to,0.47735077142715454,0.38876664638519287,0.23370109498500824,0.20793113112449646,0.23178602755069733,0.29463258385658264
pump,0.2489185631275177,0.2159440815448761,0.2567104995250702,0.9999999403953552,0.30666568875312805,0.24768272042274475
hydrogen,0.13602681457996368,0.24647696316242218,0.528927743434906,0.30666568875312805,1.0,0.14590126276016235
ions,0.21397198736667633,0.24652104079723358,0.5473921895027161,0.3225928544998169,0.6510472893714905,0.19270877540111542
into,0.335035502910614,0.20546826720237732,0.18454523384571075,0.20715351402759552,0.1954989731311798,0.15662476420402527
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
thylakoid,0.1450262814760208,0.2739792764186859,0.632928192615509,0.23371091485023499,0.45373737812042236,0.19202344119548798
space,0.2208663374185562,0.17791397869586945,0.2277369499206543,0.18061552941799164,0.2395610511302948,0.1885536164045334
",",0.3149496018886566,0.3283645510673523,0.20794041454792023,0.22363486886024475,0.20272333920001984,0.31091248989105225
creating,0.28063228726387024,0.27684876322746277,0.15907607972621918,0.23419363796710968,0.20614096522331238,0.2842518985271454
a,0.40997210144996643,0.26237669587135315,0.24622295796871185,0.25026795268058777,0.2546948194503784,0.23916715383529663
concentration,0.27766862511634827,0.16894954442977905,0.3459721505641937,0.25592631101608276,0.31662118434906006,0.1292840540409088
gradient,0.2177765816450119,0.19845695793628693,0.38050320744514465,0.2903403341770172,0.4088157117366791,0.16633863747119904
",",0.3149496018886566,0.3283645510673523,0.20794041454792023,0.22363486886024475,0.20272333920001984,0.31091248989105225
with,0.4142743945121765,0.23744353652000427,0.20506612956523895,0.15998581051826477,0.2501595914363861,0.2433311939239502
more,0.29405033588409424,0.3514035940170288,0.244172602891922,0.26229119300842285,0.2562817335128784,0.27894994616508484
hydrogen,0.13602681457996368,0.24647696316242218,0.528927743434906,0.30666568875312805,1.0,0.14590126276016235
ions,0.21397198736667633,0.24652104079723358,0.5473921895027161,0.3225928544998169,0.6510472893714905,0.19270877540111542
(,0.1970011591911316,0.24216170608997345,0.17324984073638916,0.124003104865551,0.15933354198932648,0.40561532974243164
up,0.341964989900589,0.26271459460258484,0.19860833883285522,0.21069014072418213,0.22509631514549255,0.1819818764925003
to,0.47735077142715454,0.38876664638519287,0.23370109498500824,0.20793113112449646,0.23178602755069733,0.29463258385658264
a,0.40997210144996643,0.26237669587135315,0.24622295796871185,0.25026795268058777,0.2546948194503784,0.23916715383529663
thousand,0.18952330946922302,0.13663621246814728,0.18299967050552368,0.1578654795885086,0.168924018740654,0.15439848601818085
times,0.27159053087234497,0.14708955585956573,0.16559015214443207,0.12333860248327255,0.17029112577438354,0.18880689144134521
as,0.35409465432167053,0.38329678773880005,0.22593098878860474,0.14541757106781006,0.23012559115886688,0.27043893933296204
many,0.4338301420211792,0.38738366961479187,0.25650450587272644,0.2158948928117752,0.18825452029705048,0.2124512493610382
),0.20711064338684082,0.24460165202617645,0.16103236377239227,0.14205199480056763,0.16010600328445435,0.42300865054130554
inside,0.4502009451389313,0.25159046053886414,0.3792916238307953,0.30416542291641235,0.2756187915802002,0.14505037665367126
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
thylakoid,0.1450262814760208,0.2739792764186859,0.632928192615509,0.23371091485023499,0.45373737812042236,0.19202344119548798
system,0.2373466193675995,0.18447506427764893,0.22183039784431458,0.22590869665145874,0.1841585785150528,0.15556083619594574
than,0.2726525366306305,0.2387038916349411,0.20543494820594788,0.196080282330513,0.25250470638275146,0.24917294085025787
in,0.5344807505607605,0.23402775824069977,0.21141497790813446,0.14753441512584686,0.1982225924730301,0.20430970191955566
the,0.5003893971443176,0.30239659547805786,0.23062430322170258,0.21872945129871368,0.20406323671340942,0.22068053483963013
stroma,0.13679058849811554,0.13022096455097198,0.3287713825702667,0.14819496870040894,0.209670752286911,0.15478113293647766
.,0.41390106081962585,0.3613996207714081,0.23868323862552643,0.2474096715450287,0.26744043827056885,0.4130953550338745
