,when,was,apollo,6,",",or,as-502,",",tested,?
this,0.4959332048892975,0.3638818562030792,0.1840856671333313,0.07378382980823517,0.4316047728061676,0.4406825602054596,0.03836212307214737,0.4316047728061676,0.3021269142627716,0.3155723512172699
was,0.37326499819755554,1.0000001192092896,0.2306441366672516,0.021614471450448036,0.45456063747406006,0.2330796718597412,0.08252829313278198,0.45456063747406006,0.24974265694618225,0.18412111699581146
followed,0.2927686870098114,0.2845839560031891,0.14407320320606232,-0.007369958329945803,0.3097211718559265,0.2735620439052582,0.0364900641143322,0.3097211718559265,0.21862228214740753,0.20567169785499573
on,0.37706470489501953,0.3909217119216919,0.16069947183132172,0.005334584508091211,0.49057599902153015,0.2897229492664337,0.049713000655174255,0.49057599902153015,0.23690083622932434,0.2714994251728058
april,0.2554110586643219,0.42695382237434387,0.1700596809387207,-0.03916981816291809,0.4403347671031952,0.09176356345415115,0.07396131753921509,0.4403347671031952,0.20245465636253357,0.25704094767570496
4,0.06794765591621399,0.23394860327243805,0.03022173047065735,-0.026212308555841446,0.15652385354042053,-0.0031100690830498934,0.0542297288775444,0.15652385354042053,0.012204671278595924,0.010515431873500347
",",0.36674630641937256,0.45456063747406006,0.19808128476142883,0.05098571628332138,1.0000001192092896,0.3769497275352478,0.09567276388406754,1.0000001192092896,0.20435887575149536,0.31091248989105225
1968,-0.057309046387672424,0.07066072523593903,0.011808952316641808,0.10750509798526764,0.07405266165733337,-0.007672768086194992,-0.010748889297246933,0.07405266165733337,-0.03272174671292305,-0.08543776720762253
",",0.36674630641937256,0.45456063747406006,0.19808128476142883,0.05098571628332138,1.0000001192092896,0.3769497275352478,0.09567276388406754,1.0000001192092896,0.20435887575149536,0.31091248989105225
by,0.4376842677593231,0.4752357602119446,0.1803566962480545,0.02900889329612255,0.3680937886238098,0.30274316668510437,0.1304670125246048,0.3680937886238098,0.25385794043540955,0.17966607213020325
apollo,0.20691178739070892,0.2306441366672516,0.9999999403953552,-0.00823865458369255,0.19808128476142883,0.13169844448566437,0.15181659162044525,0.19808128476142883,0.313701868057251,0.191528782248497
6,0.11803975701332092,0.021614471450448036,-0.00823865458369255,1.0,0.05098571628332138,0.026577774435281754,0.011747854761779308,0.05098571628332138,-0.01527612004429102,0.045001473277807236
(,0.2459595799446106,0.2980341613292694,0.14281296730041504,0.0050252811051905155,0.6363511681556702,0.3582012951374054,0.14390693604946136,0.6363511681556702,0.1336974799633026,0.40561532974243164
as-502,0.08312691003084183,0.08252829313278198,0.15181659162044525,0.011747854761779308,0.09567276388406754,0.14337974786758423,1.0,0.09567276388406754,0.05583224073052406,0.1133735254406929
),0.2538422644138336,0.3267642855644226,0.15640953183174133,-0.014855935238301754,0.63033527135849,0.3706604242324829,0.15882450342178345,0.63033527135849,0.1264287233352661,0.42300865054130554
which,0.572554349899292,0.2830964922904968,0.19047300517559052,0.07327836006879807,0.3658004403114319,0.5105096101760864,0.056478191167116165,0.3658004403114319,0.2541910707950592,0.25814583897590637
carried,0.2538551390171051,0.2901332974433899,0.24767431616783142,-0.031293317675590515,0.2494087517261505,0.28878870606422424,0.07351076602935791,0.2494087517261505,0.33135339617729187,0.1305524855852127
a,0.44397395849227905,0.4508470594882965,0.19996169209480286,0.023897485807538033,0.427140474319458,0.48853766918182373,0.0679466724395752,0.427140474319458,0.1955845206975937,0.23916715383529663
csm,0.16220566630363464,0.15221786499023438,0.44091352820396423,-0.03925153613090515,0.20636554062366486,0.1347866654396057,0.2051757425069809,0.20636554062366486,0.297101765871048,0.19925744831562042
and,0.4716290831565857,0.3740963041782379,0.15251155197620392,0.11442969739437103,0.6633074283599854,0.4713204801082611,0.03455675393342972,0.6633074283599854,0.23960362374782562,0.20544172823429108
a,0.44397395849227905,0.4508470594882965,0.19996169209480286,0.023897485807538033,0.427140474319458,0.48853766918182373,0.0679466724395752,0.427140474319458,0.1955845206975937,0.23916715383529663
lm,0.20408567786216736,0.14216841757297516,0.36199986934661865,0.0030712727457284927,0.15934062004089355,0.22980903089046478,0.17825071513652802,0.15934062004089355,0.3294277787208557,0.2270602136850357
test,0.2440095990896225,0.13941486179828644,0.3095526397228241,-0.005803266540169716,0.17614826560020447,0.20949269831180573,0.12336993217468262,0.17614826560020447,0.699529767036438,0.19832737743854523
article,0.2636274993419647,0.26395970582962036,0.12377142906188965,0.023257197812199593,0.28605279326438904,0.28299111127853394,0.07274644821882248,0.28605279326438904,0.23351845145225525,0.4948462247848511
as,0.4437963366508484,0.3677520453929901,0.15543952584266663,0.08968346565961838,0.48816442489624023,0.4400654137134552,0.1995156854391098,0.48816442489624023,0.2309078574180603,0.27043893933296204
ballast,0.3382321894168854,0.25903913378715515,0.11238082498311996,0.04232270270586014,0.2650860846042633,0.32842445373535156,-0.043347056955099106,0.2650860846042633,0.1972903609275818,0.10565948486328125
.,0.475719153881073,0.40146201848983765,0.22384987771511078,0.07554518431425095,0.6812511086463928,0.36683785915374756,0.13963313400745392,0.6812511086463928,0.21461045742034912,0.4130953550338745
