,who,works,to,get,workers,higher,compensation,?
competition,0.2201552838087082,0.14953221380710602,0.20617300271987915,0.16010691225528717,0.1193387508392334,0.2153073400259018,0.3861083984375,0.1394461691379547
amongst,0.2664080262184143,0.18792536854743958,0.2415056824684143,0.22185277938842773,0.18081927299499512,0.17339444160461426,0.24150903522968292,0.16806721687316895
employers,0.3200405240058899,0.2672615647315979,0.29388850927352905,0.23569327592849731,0.5320605635643005,0.20774486660957336,0.428803414106369,0.1917707920074463
tends,0.17302075028419495,0.16848035156726837,0.4030769169330597,0.23695150017738342,0.16141574084758759,0.2835273742675781,0.21517127752304077,0.1290840357542038
to,0.42656609416007996,0.22564561665058136,1.0,0.4388369917869568,0.2307046800851822,0.3279348313808441,0.31278684735298157,0.29463258385658264
drive,0.14977459609508514,0.14291447401046753,0.291306734085083,0.2886830270290375,0.22282765805721283,0.16242364048957825,0.19953425228595734,0.11447915434837341
up,0.26056501269340515,0.17864300310611725,0.40375280380249023,0.3791064918041229,0.17912854254245758,0.2824382185935974,0.19949930906295776,0.1819818764925003
wages,0.2824365496635437,0.20020988583564758,0.24337364733219147,0.3223593235015869,0.5291796326637268,0.330269992351532,0.5005930662155151,0.19884631037712097
due,0.1198829784989357,0.12931403517723083,0.35188060998916626,0.2117885798215866,0.11186375468969345,0.22215762734413147,0.25205329060554504,0.10954997688531876
to,0.42656609416007996,0.22564561665058136,1.0,0.4388369917869568,0.2307046800851822,0.3279348313808441,0.31278684735298157,0.29463258385658264
the,0.3733934462070465,0.26337864995002747,0.535392165184021,0.29667025804519653,0.23066683113574982,0.3292480409145355,0.24913841485977173,0.22068053483963013
nature,0.19851082563400269,0.1755683869123459,0.2702313959598541,0.13813714683055878,0.10148555040359497,0.17280180752277374,0.2343999296426773,0.17397694289684296
of,0.2827862501144409,0.1964656114578247,0.41548454761505127,0.26628199219703674,0.20827822387218475,0.3096220791339874,0.29549533128738403,0.1826142966747284
the,0.3733934462070465,0.26337864995002747,0.535392165184021,0.29667025804519653,0.23066683113574982,0.3292480409145355,0.24913841485977173,0.22068053483963013
job,0.3535488247871399,0.29529353976249695,0.2869062125682831,0.3465704023838043,0.32602551579475403,0.23175904154777527,0.24181272089481354,0.22160480916500092
",",0.3365725874900818,0.29211118817329407,0.44245919585227966,0.2926318049430847,0.17716385424137115,0.251458078622818,0.24930427968502045,0.31091248989105225
since,0.27765995264053345,0.15962231159210205,0.3733763098716736,0.24071508646011353,0.16877931356430054,0.21156935393810272,0.16117383539676666,0.2876587212085724
there,0.2844357192516327,0.19263485074043274,0.40669289231300354,0.2848747670650482,0.21683305501937866,0.2634728252887726,0.25305524468421936,0.29405656456947327
is,0.24293622374534607,0.30236580967903137,0.42745086550712585,0.29207053780555725,0.16085883975028992,0.24683357775211334,0.20761074125766754,0.22961433231830597
a,0.36608949303627014,0.2170431762933731,0.45503583550453186,0.27948489785194397,0.25033822655677795,0.2608921229839325,0.21914292871952057,0.23916715383529663
relative,0.1658066362142563,0.07898619771003723,0.283727765083313,0.20703697204589844,0.12118486315011978,0.2569909989833832,0.27602916955947876,0.1457768678665161
shortage,0.25189387798309326,0.1936350017786026,0.3648369014263153,0.343452125787735,0.2989572286605835,0.3208875060081482,0.3471145033836365,0.19423167407512665
of,0.2827862501144409,0.1964656114578247,0.41548454761505127,0.26628199219703674,0.20827822387218475,0.3096220791339874,0.29549533128738403,0.1826142966747284
workers,0.2861219346523285,0.22596783936023712,0.2307046800851822,0.24462120234966278,1.0000001192092896,0.2392912656068802,0.3370749056339264,0.1706571877002716
for,0.37110671401023865,0.34962278604507446,0.4451248347759247,0.342695415019989,0.2527289092540741,0.2346303015947342,0.2912580370903015,0.264628142118454
the,0.3733934462070465,0.26337864995002747,0.535392165184021,0.29667025804519653,0.23066683113574982,0.3292480409145355,0.24913841485977173,0.22068053483963013
particular,0.304595410823822,0.24503062665462494,0.40318208932876587,0.22018153965473175,0.15571501851081848,0.32113587856292725,0.3414824306964874,0.2741454839706421
position,0.2597297430038452,0.17037996649742126,0.2374807894229889,0.17151327431201935,0.1424153447151184,0.27477067708969116,0.16385550796985626,0.15529610216617584
.,0.3541337847709656,0.28871041536331177,0.4645031690597534,0.39392393827438354,0.17509925365447998,0.2524722218513489,0.21346372365951538,0.4130953550338745
