,how,many,kenyans,are,living,below,the,poverty,level,?
diseases,0.3362221121788025,0.31753450632095337,0.23112620413303375,0.3169390857219696,0.2919943928718567,0.15581856667995453,0.2655201852321625,0.33313414454460144,0.13689124584197998,0.1916700154542923
of,0.2480744868516922,0.37253960967063904,0.20549276471138,0.39081433415412903,0.3499443829059601,0.23283669352531433,0.733189046382904,0.2334604412317276,0.23504668474197388,0.1826142966747284
poverty,0.21063217520713806,0.24523977935314178,0.2589249312877655,0.14178235828876495,0.29219573736190796,0.2576114535331726,0.20494918525218964,0.9999999403953552,0.1544487178325653,0.16537553071975708
directly,0.38373512029647827,0.32856667041778564,0.1901744157075882,0.322107195854187,0.13395480811595917,0.2679581046104431,0.4502958655357361,0.08826886117458344,0.25931790471076965,0.2187996357679367
correlate,0.40841832756996155,0.272063672542572,0.17860686779022217,0.3774305582046509,0.16272330284118652,0.3019621670246124,0.24036549031734467,0.18901900947093964,0.27976518869400024,0.27275848388671875
with,0.3525622487068176,0.35744401812553406,0.16039079427719116,0.38996943831443787,0.23172324895858765,0.2136729657649994,0.4223487675189972,0.20893360674381256,0.23348768055438995,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.24925969541072845,0.265255331993103,0.21367067098617554,0.19127120077610016,0.5829201340675354,0.19118662178516388,0.21346178650856018,0.23916715383529663
country,0.17206698656082153,0.26946935057640076,0.29501262307167053,0.1952878087759018,0.21681518852710724,0.11345677822828293,0.30432501435279846,0.23682786524295807,0.18590785562992096,0.12647280097007751
's,-0.026164190843701363,0.01698932610452175,0.01805003173649311,-0.008927806280553341,-0.012697799131274223,-0.03860562667250633,-0.01540423184633255,0.006857520900666714,-0.0019135585753247142,-0.023395681753754616
economic,0.22296547889709473,0.25956982374191284,0.3299708366394043,0.17979218065738678,0.19155506789684296,0.1251993477344513,0.282455176115036,0.4142974317073822,0.19942738115787506,0.1206481084227562
performance,0.24596735835075378,0.24084177613258362,0.1296662986278534,0.14449043571949005,0.12416192889213562,0.07692990452051163,0.260756254196167,0.1572924554347992,0.20835131406784058,0.1587955504655838
and,0.33647966384887695,0.5296266674995422,0.27143463492393494,0.48576638102531433,0.27568840980529785,0.2736442983150482,0.5171257257461548,0.27911514043807983,0.29463574290275574,0.20544172823429108
wealth,0.22943173348903656,0.22441639006137848,0.21368925273418427,0.13664987683296204,0.2232934832572937,0.1406983733177185,0.24999672174453735,0.473904013633728,0.17320621013641357,0.1624586433172226
distribution,0.22151494026184082,0.2292999029159546,0.14653760194778442,0.25215670466423035,0.189907044172287,0.15799446403980255,0.27569329738616943,0.22697457671165466,0.15281087160110474,0.0929616317152977
:,-0.11215605586767197,-0.10786184668540955,0.030438564717769623,-0.1189703419804573,-0.06841752678155899,-0.08598228543996811,-0.03403344005346298,-0.09669078886508942,0.033790916204452515,-0.07156077772378922
half,0.19052551686763763,0.2529585361480713,0.1944427341222763,0.23862038552761078,0.2390493005514145,0.12914596498012543,0.3189295828342438,0.1831631362438202,0.15201185643672943,0.07471233606338501
of,0.2480744868516922,0.37253960967063904,0.20549276471138,0.39081433415412903,0.3499443829059601,0.23283669352531433,0.733189046382904,0.2334604412317276,0.23504668474197388,0.1826142966747284
kenyans,0.2701623737812042,0.3119570314884186,1.0,0.1920192986726761,0.24324242770671844,0.07579830288887024,0.24414950609207153,0.2589249312877655,0.11099798232316971,0.18293815851211548
live,0.16572442650794983,0.31241026520729065,0.1732063889503479,0.30489251017570496,0.5108150839805603,0.12806719541549683,0.2995128035545349,0.26292529702186584,0.10122125595808029,0.19481121003627777
below,0.24092493951320648,0.22232289612293243,0.07579830288887024,0.34338876605033875,0.1274532824754715,1.0,0.2930138111114502,0.2576114535331726,0.3789709806442261,0.17692236602306366
the,0.33890387415885925,0.4335206151008606,0.24414950609207153,0.40399202704429626,0.3127744197845459,0.2930138111114502,1.0,0.20494918525218964,0.31442487239837646,0.22068053483963013
poverty,0.21063217520713806,0.24523977935314178,0.2589249312877655,0.14178235828876495,0.29219573736190796,0.2576114535331726,0.20494918525218964,0.9999999403953552,0.1544487178325653,0.16537553071975708
level,0.27169108390808105,0.2278956174850464,0.11099798232316971,0.2331918329000473,0.13832201063632965,0.3789709806442261,0.31442487239837646,0.1544487178325653,0.9999998807907104,0.20528386533260345
.,0.3287222981452942,0.3974229395389557,0.26101213693618774,0.3452940285205841,0.27785244584083557,0.2445746809244156,0.5934505462646484,0.20983536541461945,0.26056769490242004,0.4130953550338745
