,what,style,of,lace,is,erroneously,believed,by,some,to,have,huguenot,influence,?
the,0.42745697498321533,0.2331719547510147,0.733189046382904,0.18998536467552185,0.5823672413825989,0.29264208674430847,0.324635773897171,0.4408751428127289,0.4566698372364044,0.535392165184021,0.40389683842658997,0.29557526111602783,0.3039984107017517,0.22068053483963013
implication,0.3348103165626526,0.104129359126091,0.2770158648490906,0.17471514642238617,0.26359155774116516,0.309122771024704,0.19653306901454926,0.11245132982730865,0.2771073877811432,0.27812814712524414,0.2466285675764084,0.21819722652435303,0.25267472863197327,0.22189387679100037
that,0.6297725439071655,0.2503998577594757,0.41498205065727234,0.20038704574108124,0.3995479643344879,0.4137643277645111,0.4644409120082855,0.37496164441108704,0.6049469113349915,0.5436353087425232,0.6182622313499451,0.19593703746795654,0.3612593710422516,0.32716336846351624
the,0.42745697498321533,0.2331719547510147,0.733189046382904,0.18998536467552185,0.5823672413825989,0.29264208674430847,0.324635773897171,0.4408751428127289,0.4566698372364044,0.535392165184021,0.40389683842658997,0.29557526111602783,0.3039984107017517,0.22068053483963013
style,0.2488866001367569,1.0,0.23203764855861664,0.22173386812210083,0.16587691009044647,0.17664434015750885,0.10370247811079025,0.20164106786251068,0.26889872550964355,0.2404285967350006,0.24198369681835175,0.1636090874671936,0.3101113736629486,0.19862167537212372
of,0.33290785551071167,0.23203764855861664,1.0,0.2094329595565796,0.4854315221309662,0.24819862842559814,0.2945859134197235,0.3646814823150635,0.4300730526447296,0.41548454761505127,0.3802283704280853,0.29061198234558105,0.3608979284763336,0.1826142966747284
lace,0.13109420239925385,0.22173386812210083,0.2094329595565796,1.0000001192092896,0.1638670116662979,0.19449089467525482,0.18564262986183167,0.12697647511959076,0.230319544672966,0.171688511967659,0.24109947681427002,0.1747906506061554,0.12416575849056244,0.1472487896680832
known,0.20381177961826324,0.20830205082893372,0.35814476013183594,0.15124866366386414,0.41921812295913696,0.16542188823223114,0.32025474309921265,0.24461808800697327,0.29982712864875793,0.14337651431560516,0.1978331357240677,0.16688741743564606,0.21606577932834625,0.18314571678638458
as,0.31749409437179565,0.2206137776374817,0.3886612355709076,0.20099708437919617,0.43216490745544434,0.33562785387039185,0.21480624377727509,0.3815547823905945,0.4293700158596039,0.42092081904411316,0.37788212299346924,0.15821954607963562,0.27443522214889526,0.27043893933296204
'bucks,0.20008625090122223,0.1760423183441162,0.1598217785358429,0.2938148081302643,0.1618378758430481,0.14597049355506897,0.066266268491745,0.12096823751926422,0.22655494511127472,0.19940733909606934,0.24153563380241394,0.09515631198883057,0.032340679317712784,0.24721959233283997
point,0.3286605179309845,0.1031276285648346,0.269877165555954,0.11855839192867279,0.29601794481277466,0.17308227717876434,0.18872134387493134,0.16723552346229553,0.27954086661338806,0.3403111398220062,0.2808639109134674,0.16846537590026855,0.11926675587892532,0.19189560413360596
',0.3245812654495239,0.2197592705488205,0.39136970043182373,0.15898829698562622,0.5508411526679993,0.1596229076385498,0.17322610318660736,0.2610379159450531,0.24786527454853058,0.34544456005096436,0.2580406367778778,0.08778917789459229,0.16157910227775574,0.330942302942276
demonstrates,0.20556047558784485,0.08462963253259659,0.21844397485256195,0.1310967653989792,0.1748484969139099,0.23985694348812103,0.23888720571994781,0.20164871215820312,0.27891796827316284,0.24126295745372772,0.24318069219589233,0.18164192140102386,0.20519347488880157,0.15060564875602722
a,0.3320399522781372,0.23984776437282562,0.5052502155303955,0.21250514686107635,0.658733606338501,0.2942030131816864,0.2603382170200348,0.32094135880470276,0.34539633989334106,0.45503583550453186,0.338716596364975,0.22502337396144867,0.23828014731407166,0.23916715383529663
huguenot,0.1912020891904831,0.1636090874671936,0.29061198234558105,0.1747906506061554,0.12706810235977173,0.17264658212661743,0.20724959671497345,0.1813904494047165,0.2022833526134491,0.24496324360370636,0.15504735708236694,1.0000001192092896,0.30450811982154846,0.1359742432832718
influence,0.2790174186229706,0.3101113736629486,0.3608979284763336,0.12416575849056244,0.19989071786403656,0.19555175304412842,0.3348359763622284,0.29864758253097534,0.31845390796661377,0.23180463910102844,0.26689037680625916,0.30450811982154846,1.0000001192092896,0.14200882613658905
",",0.3087472915649414,0.2071632742881775,0.4946078956127167,0.2611274719238281,0.4691906273365021,0.2725223898887634,0.2386300414800644,0.3680937886238098,0.42400437593460083,0.44245919585227966,0.3541618287563324,0.24752236902713776,0.2585834860801697,0.31091248989105225
being,0.3760843276977539,0.18083083629608154,0.34885138273239136,0.17854928970336914,0.4445112943649292,0.4557196795940399,0.26552876830101013,0.4690866470336914,0.39474767446517944,0.4514104127883911,0.47529760003089905,0.1651739478111267,0.24633416533470154,0.26743772625923157
a,0.3320399522781372,0.23984776437282562,0.5052502155303955,0.21250514686107635,0.658733606338501,0.2942030131816864,0.2603382170200348,0.32094135880470276,0.34539633989334106,0.45503583550453186,0.338716596364975,0.22502337396144867,0.23828014731407166,0.23916715383529663
``,0.008517155423760414,-0.02586839720606804,0.06780257821083069,-0.021888483315706253,0.058766357600688934,0.1474832445383072,-0.039557237178087234,-0.030704375356435776,0.06408426910638809,0.06720756739377975,0.1022237241268158,0.1860373169183731,0.009007230401039124,0.0685480609536171
combination,0.2204057276248932,0.2267768234014511,0.2990131080150604,0.24483449757099152,0.32390096783638,0.24765680730342865,0.18611428141593933,0.25695425271987915,0.3882138431072235,0.2600461542606354,0.3276519775390625,0.1427466869354248,0.2570134103298187,0.1620941311120987
of,0.33290785551071167,0.23203764855861664,1.0,0.2094329595565796,0.4854315221309662,0.24819862842559814,0.2945859134197235,0.3646814823150635,0.4300730526447296,0.41548454761505127,0.3802283704280853,0.29061198234558105,0.3608979284763336,0.1826142966747284
mechlin,0.2217331975698471,0.23501601815223694,0.39029473066329956,0.19978930056095123,0.23114970326423645,0.1014648899435997,0.24540048837661743,0.24322597682476044,0.2670305073261261,0.23966093361377716,0.21880120038986206,0.36108362674713135,0.16411979496479034,0.1937803328037262
patterns,0.2605896592140198,0.2543240487575531,0.16650550067424774,0.2962174117565155,0.18795625865459442,0.2148815542459488,0.18591786921024323,0.166486918926239,0.3382303714752197,0.22581365704536438,0.3905310332775116,0.09088940918445587,0.2501446306705475,0.18855470418930054
on,0.34226128458976746,0.1947430968284607,0.3966929316520691,0.13314089179039001,0.3635730445384979,0.24791203439235687,0.18893791735172272,0.33887791633605957,0.31474894285202026,0.41031414270401,0.36494916677474976,0.1345445066690445,0.22494085133075714,0.2714994251728058
lille,0.13094158470630646,0.15132422745227814,0.2347489893436432,0.1616523712873459,0.19203856587409973,0.06957393884658813,0.05295833945274353,0.11389102041721344,0.14988195896148682,0.16210274398326874,0.11869464069604874,0.3680029809474945,0.07550554722547531,0.1521545946598053
ground,0.20688746869564056,0.13344770669937134,0.22660790383815765,0.2505990266799927,0.2406253069639206,0.244225412607193,0.19727812707424164,0.18657466769218445,0.3011249005794525,0.22786086797714233,0.25352156162261963,0.12696348130702972,0.14187128841876984,0.11401822417974472
'',0.08143015950918198,0.050601523369550705,0.13035868108272552,-0.017950156703591347,0.0793738141655922,0.03295128047466278,0.0020648620557039976,-0.010275691747665405,0.04253336414694786,-0.009905828163027763,0.0312618687748909,-0.010292247869074345,0.07059544324874878,0.018684765323996544
",",0.3087472915649414,0.2071632742881775,0.4946078956127167,0.2611274719238281,0.4691906273365021,0.2725223898887634,0.2386300414800644,0.3680937886238098,0.42400437593460083,0.44245919585227966,0.3541618287563324,0.24752236902713776,0.2585834860801697,0.31091248989105225
is,0.28837618231773376,0.16587691009044647,0.4854315221309662,0.1638670116662979,1.0,0.2554132342338562,0.25439924001693726,0.3899846076965332,0.3038453459739685,0.42745086550712585,0.3613572418689728,0.12706810235977173,0.19989071786403656,0.22961433231830597
