,what,'s,the,name,of,where,the,rhine,branches,off,near,dordrecht,?
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,0.5003893971443176,1.0,0.30735138058662415,0.3295007646083832,0.2773582935333252,0.2879819869995117,0.2520485818386078,0.22068053483963013
beneden,0.13019268214702606,-0.10138297826051712,0.18165314197540283,0.13992613554000854,0.24476510286331177,0.1859150230884552,0.18165314197540283,0.26146200299263,0.20016536116600037,0.06838873773813248,0.20380450785160065,0.4222748577594757,0.19759783148765564
merwede,0.07321726530790329,0.022108081728219986,0.20795460045337677,0.21006369590759277,0.17477388679981232,0.1319974660873413,0.20795460045337677,0.4772508442401886,0.18617868423461914,0.1107935905456543,0.2718525230884552,0.5300409197807312,0.13861164450645447
branches,0.1727389693260193,-0.02215227670967579,0.3295007646083832,0.08715306222438812,0.3017720878124237,0.22343923151493073,0.3295007646083832,0.2012234777212143,1.0000001192092896,0.15910378098487854,0.09907662868499756,0.17593982815742493,0.12858285009860992
off,0.2350364625453949,-0.017884694039821625,0.2773582935333252,0.15119491517543793,0.20023372769355774,0.30548539757728577,0.2773582935333252,0.11849353462457657,0.15910378098487854,1.0,0.31311264634132385,0.08646385371685028,0.12937544286251068
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3149496018886566,0.4933079481124878,0.167837992310524,0.24196526408195496,0.26180344820022583,0.3141826391220093,0.23615431785583496,0.31091248989105225
near,0.19414293766021729,-0.09597858041524887,0.2879819869995117,0.18651308119297028,0.2651676535606384,0.4188554286956787,0.2879819869995117,0.2615382969379425,0.09907662868499756,0.31311264634132385,1.0000001192092896,0.21156765520572662,0.10734958201646805
hardinxveld-giessendam,0.19893257319927216,0.038569625467061996,0.3688015639781952,0.21284502744674683,0.35546278953552246,0.2874409258365631,0.3688015639781952,0.4479942321777344,0.2590133547782898,0.15296536684036255,0.328193336725235,0.5525030493736267,0.18787044286727905
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.43859338760375977,0.5171257257461548,0.22029656171798706,0.2934940755367279,0.2800697982311249,0.25046437978744507,0.18592527508735657,0.20544172823429108
continues,0.27419164776802063,-0.00785186979919672,0.3452514410018921,0.16310866177082062,0.2937655746936798,0.23521186411380768,0.3452514410018921,0.1559833437204361,0.2378227859735489,0.2412184625864029,0.17368187010288239,0.14135222136974335,0.13186512887477875
as,0.31749409437179565,-0.05775856226682663,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.35409465432167053,0.48381632566452026,0.18380387127399445,0.1742081344127655,0.14843396842479706,0.15445628762245178,0.10681653767824173,0.27043893933296204
the,0.42745697498321533,-0.01540423184633255,1.0,0.3171212375164032,0.733189046382904,0.5003893971443176,1.0,0.30735138058662415,0.3295007646083832,0.2773582935333252,0.2879819869995117,0.2520485818386078,0.22068053483963013
noord,0.15939649939537048,0.03527729585766792,0.18337023258209229,0.19487084448337555,0.16597291827201843,0.21886074542999268,0.18337023258209229,0.38945528864860535,0.07486046850681305,0.1354837417602539,0.27841153740882874,0.5506930947303772,0.1479606032371521
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3149496018886566,0.4933079481124878,0.167837992310524,0.24196526408195496,0.26180344820022583,0.3141826391220093,0.23615431785583496,0.31091248989105225
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.27806994318962097,0.41548454761505127,0.47735077142715454,0.535392165184021,0.1736302673816681,0.18054959177970886,0.3533020317554474,0.2456841915845871,0.1833670288324356,0.29463258385658264
