,how,much,capital,did,danish,law,require,to,start,a,company,?
uk,0.14388126134872437,0.12263622134923935,0.10260357707738876,0.128135547041893,0.24539032578468323,0.14969247579574585,0.16386032104492188,0.18409153819084167,0.13388898968696594,0.19665123522281647,0.23099765181541443,0.20222434401512146
law,0.18813064694404602,0.19353057444095612,0.18451452255249023,0.2238171398639679,0.11624283343553543,1.0000001192092896,0.19760467112064362,0.259207159280777,0.11647485196590424,0.2212858349084854,0.12984545528888702,0.1528988480567932
only,0.36590442061424255,0.411008358001709,0.2020220160484314,0.4039593040943146,0.16709107160568237,0.23021554946899414,0.34454345703125,0.5096819996833801,0.29357650876045227,0.47549712657928467,0.1699202060699463,0.2767370045185089
required,0.2999895513057709,0.27130740880966187,0.09503743052482605,0.30923745036125183,0.1036807969212532,0.26944971084594727,0.7939618825912476,0.3613971471786499,0.252468079328537,0.2891559302806854,0.14612291753292084,0.24962718784809113
£1,-0.33291682600975037,-0.2994670271873474,0.0012373056961223483,-0.2626993656158447,-0.0004915046156384051,-0.14994533360004425,-0.33140474557876587,-0.28412768244743347,-0.20507308840751648,-0.09366012364625931,-0.1408649981021881,-0.22170643508434296
of,0.2480744868516922,0.2671096920967102,0.30823585391044617,0.2513895630836487,0.11180341243743896,0.2816956341266632,0.20683176815509796,0.41548454761505127,0.23166994750499725,0.5052502155303955,0.20467796921730042,0.1826142966747284
capital,0.10716020315885544,0.16022329032421112,0.9999999403953552,0.08427972346544266,0.1323043256998062,0.18451452255249023,0.015592462383210659,0.1844596415758133,0.16905555129051208,0.16007359325885773,0.1646019071340561,0.0907452180981636
to,0.44169697165489197,0.40610215067863464,0.1844596415758133,0.4452643394470215,0.12641023099422455,0.259207159280777,0.29503753781318665,1.0,0.33345553278923035,0.45503583550453186,0.24903783202171326,0.29463258385658264
start,0.29369035363197327,0.2591973543167114,0.16905555129051208,0.27419590950012207,0.06935948878526688,0.11647485196590424,0.25316938757896423,0.33345553278923035,0.9999999403953552,0.29672953486442566,0.19441278278827667,0.26634979248046875
a,0.29312583804130554,0.2958075702190399,0.16007359325885773,0.2552328109741211,0.1732226014137268,0.2212858349084854,0.24720792472362518,0.45503583550453186,0.29672953486442566,1.0,0.22037413716316223,0.23916715383529663
company,0.15308363735675812,0.17030248045921326,0.1646019071340561,0.16800642013549805,0.16137653589248657,0.12984545528888702,0.11438758671283722,0.24903783202171326,0.19441278278827667,0.22037413716316223,1.0,0.12195809185504913
",",0.22659391164779663,0.36182254552841187,0.28033894300460815,0.3015086054801941,0.19512677192687988,0.24953721463680267,0.20549376308918,0.44245919585227966,0.2934366464614868,0.427140474319458,0.2697763442993164,0.31091248989105225
while,0.2918691337108612,0.3463909924030304,0.11368130892515182,0.3330625295639038,0.12676414847373962,0.2214563637971878,0.2668265700340271,0.43899232149124146,0.2753685712814331,0.3733035624027252,0.24111191928386688,0.21076419949531555
denmark,0.11527150869369507,0.18037550151348114,0.15872372686862946,0.1594432145357132,0.6124199628829956,0.1132824569940567,0.10060645639896393,0.2133386731147766,0.1284351646900177,0.1638673096895218,0.1262102574110031,0.12332404404878616
's,-0.026164190843701363,0.06731651723384857,0.01144334115087986,0.05069678649306297,0.1019420176744461,-0.06109188124537468,-0.00044138284283690155,0.03782717138528824,-0.029080811887979507,0.04866964742541313,0.003266559913754463,-0.023395681753754616
legislature,0.16244523227214813,0.11371923983097076,0.34386077523231506,0.20466014742851257,0.13213618099689484,0.4002280831336975,0.20282550156116486,0.24813328683376312,0.19425080716609955,0.21936477720737457,0.1659604012966156,0.17475001513957977
took,0.1585291624069214,0.21277569234371185,0.12382622063159943,0.42470768094062805,0.09992700815200806,0.17328187823295593,0.15822833776474,0.24576251208782196,0.280800461769104,0.18697012960910797,0.2128080129623413,0.14109265804290771
the,0.33890387415885925,0.35023224353790283,0.3049491047859192,0.34736719727516174,0.15316766500473022,0.24548950791358948,0.17356595396995544,0.535392165184021,0.3656389117240906,0.5829201340675354,0.26591673493385315,0.22068053483963013
view,0.17303749918937683,0.20201213657855988,0.1341249644756317,0.15928705036640167,0.04099653288722038,0.14848703145980835,0.12494049966335297,0.229315847158432,0.1649087369441986,0.22168859839439392,0.10162096470594406,0.17672975361347198
companies,0.1746106892824173,0.2281082272529602,0.20473478734493256,0.22622764110565186,0.13365456461906433,0.1247052401304245,0.17007414996623993,0.2619103491306305,0.14627429842948914,0.24875247478485107,0.7287532687187195,0.14365637302398682
should,0.40632209181785583,0.3080374598503113,0.13672523200511932,0.3792380094528198,0.08051528036594391,0.2088879495859146,0.42088955640792847,0.44452130794525146,0.2785256505012512,0.2715131938457489,0.11811662465333939,0.4442402422428131
only,0.36590442061424255,0.411008358001709,0.2020220160484314,0.4039593040943146,0.16709107160568237,0.23021554946899414,0.34454345703125,0.5096819996833801,0.29357650876045227,0.47549712657928467,0.1699202060699463,0.2767370045185089
be,0.4158933162689209,0.3977218568325043,0.14201286435127258,0.22657383978366852,0.09317399561405182,0.18454892933368683,0.40844497084617615,0.4972836375236511,0.3203446865081787,0.39883795380592346,0.1454060822725296,0.3324260413646698
started,0.19724616408348083,0.2278105765581131,0.18500089645385742,0.3904789686203003,0.15315751731395721,0.15275780856609344,0.0877799242734909,0.24973157048225403,0.5619677901268005,0.29961374402046204,0.3026258051395416,0.19447724521160126
up,0.2819872200489044,0.310188889503479,0.07358088344335556,0.21613863110542297,0.10207846015691757,0.1515423059463501,0.23703494668006897,0.40375280380249023,0.3789933919906616,0.32523053884506226,0.19307924807071686,0.1819818764925003
