,a,problem,set,that,that,is,hard,for,the,expression,np,can,also,be,stated,how,?
in,0.539380669593811,0.16969570517539978,0.2663729190826416,0.435920387506485,0.435920387506485,0.5394441485404968,0.20126917958259583,0.4322226941585541,0.6662389636039734,0.19952243566513062,0.15881246328353882,0.26527702808380127,0.5073733329772949,0.3481820821762085,0.24313503503799438,0.2601168751716614,0.20430970191955566
particular,0.439316987991333,0.3296976685523987,0.2906099259853363,0.506353497505188,0.506353497505188,0.3500361442565918,0.2575080394744873,0.3931528329849243,0.4066357910633087,0.4065462648868561,0.23758648335933685,0.4254632890224457,0.4182787537574768,0.4268026649951935,0.33759674429893494,0.4206317663192749,0.2741454839706421
",",0.427140474319458,0.23938199877738953,0.24912182986736298,0.4137537479400635,0.4137537479400635,0.4691906273365021,0.2742401659488678,0.4464869201183319,0.4933079481124878,0.22825834155082703,0.1823609173297882,0.3139454126358032,0.4717654287815094,0.39254459738731384,0.2962069809436798,0.22659391164779663,0.31091248989105225
the,0.5829201340675354,0.24928659200668335,0.2927955985069275,0.5473989248275757,0.5473989248275757,0.5823672413825989,0.25233224034309387,0.4739971458911896,1.0,0.2569258511066437,0.14565430581569672,0.312528520822525,0.6021018624305725,0.4248143136501312,0.2814950942993164,0.33890387415885925,0.22068053483963013
set,0.2540091574192047,0.18448755145072937,1.0000001192092896,0.2916346788406372,0.2916346788406372,0.21148966252803802,0.15510165691375732,0.30194196105003357,0.2927955985069275,0.17199566960334778,0.2371968775987625,0.21309934556484222,0.2369106262922287,0.19580282270908356,0.2558589577674866,0.2561637759208679,0.1698019951581955
of,0.5052502155303955,0.20464475452899933,0.20671486854553223,0.41498205065727234,0.41498205065727234,0.4854315221309662,0.21288733184337616,0.4185989499092102,0.733189046382904,0.2863939702510834,0.13667912781238556,0.2603091299533844,0.4924938678741455,0.33904364705085754,0.22148488461971283,0.2480744868516922,0.1826142966747284
problems,0.21523453295230865,0.7913808822631836,0.17702552676200867,0.3758413791656494,0.3758413791656494,0.16985496878623962,0.2970162034034729,0.27039530873298645,0.2659202516078949,0.22615519165992737,0.3503378927707672,0.326987624168396,0.33973366022109985,0.2817195653915405,0.26710087060928345,0.37939780950546265,0.2638136148452759
that,0.47537946701049805,0.4416671693325043,0.2916346788406372,1.0,1.0,0.3995479643344879,0.32640764117240906,0.4137635827064514,0.5473989248275757,0.29427656531333923,0.2149038165807724,0.4522190988063812,0.6005857586860657,0.6036020517349243,0.48625776171684265,0.557814359664917,0.32716336846351624
are,0.265255331993103,0.2619974911212921,0.2029329091310501,0.45265161991119385,0.45265161991119385,0.5330929756164551,0.2893677353858948,0.3895993232727051,0.40399202704429626,0.21107444167137146,0.22153069078922272,0.5408529043197632,0.4565894305706024,0.5556803941726685,0.1896786242723465,0.311818927526474,0.24591213464736938
hard,0.29863545298576355,0.3147989511489868,0.15510165691375732,0.32640764117240906,0.32640764117240906,0.25768035650253296,1.0,0.2908433973789215,0.25233224034309387,0.14793811738491058,0.29150816798210144,0.3911363482475281,0.38045307993888855,0.3036598861217499,0.14037901163101196,0.3874647915363312,0.1823338270187378
for,0.44038116931915283,0.2661307752132416,0.30194196105003357,0.4137635827064514,0.4137635827064514,0.43268078565597534,0.2908433973789215,0.9999999403953552,0.4739971458911896,0.33762842416763306,0.1543017327785492,0.35690054297447205,0.5373267531394958,0.3801851272583008,0.2897723317146301,0.3308170735836029,0.264628142118454
np,0.19096361100673676,0.4497864544391632,0.2371968775987625,0.2149038165807724,0.2149038165807724,0.2208731323480606,0.29150816798210144,0.1543017327785492,0.14565430581569672,0.22714409232139587,1.0,0.29079514741897583,0.18021249771118164,0.24087633192539215,0.20418880879878998,0.2537859082221985,0.25319206714630127
is,0.658733606338501,0.23238427937030792,0.21148966252803802,0.3995479643344879,0.3995479643344879,1.0,0.25768035650253296,0.43268078565597534,0.5823672413825989,0.24893754720687866,0.2208731323480606,0.44256699085235596,0.5012649297714233,0.4819129705429077,0.19155573844909668,0.22544461488723755,0.22961433231830597
the,0.5829201340675354,0.24928659200668335,0.2927955985069275,0.5473989248275757,0.5473989248275757,0.5823672413825989,0.25233224034309387,0.4739971458911896,1.0,0.2569258511066437,0.14565430581569672,0.312528520822525,0.6021018624305725,0.4248143136501312,0.2814950942993164,0.33890387415885925,0.22068053483963013
set,0.2540091574192047,0.18448755145072937,1.0000001192092896,0.2916346788406372,0.2916346788406372,0.21148966252803802,0.15510165691375732,0.30194196105003357,0.2927955985069275,0.17199566960334778,0.2371968775987625,0.21309934556484222,0.2369106262922287,0.19580282270908356,0.2558589577674866,0.2561637759208679,0.1698019951581955
of,0.5052502155303955,0.20464475452899933,0.20671486854553223,0.41498205065727234,0.41498205065727234,0.4854315221309662,0.21288733184337616,0.4185989499092102,0.733189046382904,0.2863939702510834,0.13667912781238556,0.2603091299533844,0.4924938678741455,0.33904364705085754,0.22148488461971283,0.2480744868516922,0.1826142966747284
np-hard,0.2941523492336273,0.34098348021507263,0.1545112580060959,0.29011213779449463,0.29011213779449463,0.27000153064727783,0.5347950458526611,0.26041150093078613,0.3206820487976074,0.15652930736541748,0.41119349002838135,0.25640276074409485,0.2873760163784027,0.2681282162666321,0.2296665906906128,0.2766691744327545,0.21012917160987854
problems,0.21523453295230865,0.7913808822631836,0.17702552676200867,0.3758413791656494,0.3758413791656494,0.16985496878623962,0.2970162034034729,0.27039530873298645,0.2659202516078949,0.22615519165992737,0.3503378927707672,0.326987624168396,0.33973366022109985,0.2817195653915405,0.26710087060928345,0.37939780950546265,0.2638136148452759
.,0.50484299659729,0.22562150657176971,0.2928885817527771,0.4460422694683075,0.4460422694683075,0.4569662809371948,0.28411775827407837,0.4726039469242096,0.5934505462646484,0.21360130608081818,0.26927393674850464,0.35783761739730835,0.49166762828826904,0.4383580684661865,0.26454663276672363,0.3287222981452942,0.4130953550338745
