,who,holds,an,annual,international,arts,fair,in,newcastle,?
newcastle,0.21185682713985443,0.13683144748210907,0.162101611495018,0.13734354078769684,0.21848909556865692,0.18250475823879242,0.15801824629306793,0.19270820915699005,1.0000001192092896,0.0902252271771431
mela,0.14126025140285492,0.06138338893651962,0.08691844344139099,0.13422465324401855,0.17293789982795715,0.08253705501556396,0.14236553013324738,0.1726604551076889,0.1415705680847168,0.08822735399007797
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
held,0.21375896036624908,0.4846706688404083,0.09179631620645523,0.3879128098487854,0.26113346219062805,0.2596277892589569,0.25781747698783875,0.3127288818359375,0.16754475235939026,0.14103956520557404
on,0.2340552806854248,0.20371639728546143,0.3192969560623169,0.21208518743515015,0.18705831468105316,0.10353003442287445,0.2015625387430191,0.46853652596473694,0.1698579639196396,0.2714994251728058
the,0.3733934462070465,0.28190866112709045,0.4207492768764496,0.2958983778953552,0.23719607293605804,0.23374557495117188,0.2018251270055771,0.6662389636039734,0.2253497689962387,0.22068053483963013
late,0.19296042621135712,0.0578354187309742,0.1167203038930893,0.21286307275295258,0.17567604780197144,0.15635915100574493,0.15934869647026062,0.3439198434352875,0.1492987424135208,0.11339222639799118
august,0.26242005825042725,0.11757473647594452,0.24084918200969696,0.140104740858078,0.15081201493740082,0.15148666501045227,0.21158842742443085,0.24307909607887268,0.2247065305709839,0.3006744682788849
bank,0.19363291561603546,0.20845802128314972,0.13719014823436737,0.11495146155357361,0.17517609894275665,0.12899725139141083,0.14311179518699646,0.2690856158733368,0.17545002698898315,0.09656643867492676
holiday,0.18197235465049744,0.18571388721466064,0.06312962621450424,0.24302718043327332,0.17305590212345123,0.0946282222867012,0.1814967691898346,0.2492789924144745,0.15821431577205658,0.19869746267795563
weekend,0.17721062898635864,0.1569472998380661,0.1178436428308487,0.2736828923225403,0.18374544382095337,0.14767660200595856,0.22168408334255219,0.2298220843076706,0.2151300460100174,0.29261621832847595
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
is,0.24293622374534607,0.3216874897480011,0.4654068350791931,0.20538382232189178,0.19279639422893524,0.1983575075864792,0.1955455094575882,0.5394441485404968,0.1841045320034027,0.22961433231830597
an,0.2848317325115204,0.13869427144527435,1.0,0.19539830088615417,0.1331896334886551,0.14125724136829376,0.17048031091690063,0.2605783939361572,0.162101611495018,0.19793890416622162
annual,0.1617826521396637,0.23400409519672394,0.19539830088615417,1.0000001192092896,0.34095609188079834,0.25363489985466003,0.2582480013370514,0.2557781934738159,0.13734354078769684,0.1083487942814827
two-day,0.25159305334091187,0.15616750717163086,0.1454920619726181,0.23183095455169678,0.20746482908725739,0.11843132972717285,0.22402408719062805,0.26299431920051575,0.18851928412914276,0.2771150767803192
multicultural,0.20679086446762085,0.21139244735240936,0.1748722344636917,0.35489287972450256,0.31572237610816956,0.39916062355041504,0.2326284945011139,0.29528364539146423,0.22780361771583557,0.06831108033657074
event,0.17899073660373688,0.2912467122077942,0.188729926943779,0.39826729893684387,0.20510634779930115,0.18017998337745667,0.16879859566688538,0.27304479479789734,0.13599464297294617,0.16076280176639557
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
blending,0.23547250032424927,0.20011594891548157,0.20111626386642456,0.2073570191860199,0.17537294328212738,0.3031180202960968,0.09363293647766113,0.24453994631767273,0.17812630534172058,0.0956295058131218
drama,0.2117668092250824,0.11692560464143753,0.18521735072135925,0.07673639059066772,0.11047495901584625,0.2665036618709564,0.11488912254571915,0.24534137547016144,0.10167139023542404,0.21114452183246613
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
music,0.20470726490020752,0.17198781669139862,0.17823971807956696,0.19403398036956787,0.16759870946407318,0.36855143308639526,0.1426672339439392,0.22969312965869904,0.21259021759033203,0.18264494836330414
and,0.41279885172843933,0.2242596447467804,0.2838519215583801,0.20847271382808685,0.2444424331188202,0.3013502061367035,0.20493736863136292,0.4954058527946472,0.20204751193523407,0.20544172823429108
food,0.20560918748378754,0.09980224817991257,0.18289192020893097,0.18694870173931122,0.17777211964130402,0.1280704140663147,0.13737459480762482,0.21391697227954865,0.16980412602424622,0.15376032888889313
from,0.27839982509613037,0.2390662431716919,0.20876385271549225,0.18915630877017975,0.1384202241897583,0.2217620462179184,0.14105753600597382,0.4274188280105591,0.1747848093509674,0.19969791173934937
punjabi,0.24925512075424194,0.13898727297782898,0.1479058563709259,0.15131768584251404,0.19048115611076355,0.2254791408777237,0.18535971641540527,0.16608764231204987,0.18653742969036102,0.1839015781879425
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
pakistani,0.27780771255493164,0.07886004447937012,0.16289159655570984,0.10122805088758469,0.23692454397678375,0.10992856323719025,0.1504490077495575,0.1763751357793808,0.1598898321390152,0.13618601858615875
",",0.3365725874900818,0.2214498221874237,0.3581022024154663,0.1683935970067978,0.23395943641662598,0.2528577744960785,0.2696084678173065,0.5201468467712402,0.251589834690094,0.31091248989105225
bengali,0.27625328302383423,0.10262176394462585,0.14463143050670624,0.15295615792274475,0.18910959362983704,0.14759561419487,0.11353512108325958,0.11758455634117126,0.16785702109336853,0.1873306781053543
and,0.41279885172843933,0.2242596447467804,0.2838519215583801,0.20847271382808685,0.2444424331188202,0.3013502061367035,0.20493736863136292,0.4954058527946472,0.20204751193523407,0.20544172823429108
hindu,0.2119148224592209,0.10624415427446365,0.13507239520549774,0.18195131421089172,0.096298947930336,0.18328678607940674,0.18793298304080963,0.18382437527179718,0.13199061155319214,0.14208142459392548
cultures,0.2111617475748062,0.1702757626771927,0.10882240533828735,0.14930018782615662,0.2124219387769699,0.3287184536457062,0.1907626837491989,0.2573188841342926,0.1790720522403717,0.1482744663953781
.,0.3541337847709656,0.21555174887180328,0.3581749200820923,0.17968490719795227,0.20745405554771423,0.2217400074005127,0.18155190348625183,0.5591574311256409,0.2714749276638031,0.4130953550338745
