,what,is,the,name,of,matters,outside,the,legislative,ability,of,the,scottish,parliament,?
reserved,0.17611517012119293,0.2283981740474701,0.23639146983623505,0.08808484673500061,0.22991587221622467,0.23579123616218567,0.16942958533763885,0.23639146983623505,0.18031933903694153,0.17242874205112457,0.22991587221622467,0.23639146983623505,0.10959164053201675,0.18815168738365173,0.1177138090133667
matters,0.4115754961967468,0.2639962434768677,0.32925453782081604,0.13025876879692078,0.298933744430542,0.9999999403953552,0.23556071519851685,0.32925453782081604,0.33044543862342834,0.28565844893455505,0.298933744430542,0.32925453782081604,0.19743740558624268,0.33087170124053955,0.3182642459869385
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.3050505220890045,0.30540841817855835,0.40399202704429626,0.16996347904205322,0.22303952276706696,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.24591213464736938
subjects,0.3538523018360138,0.2020462304353714,0.22999566793441772,0.08699554949998856,0.24864935874938965,0.4574539065361023,0.26040247082710266,0.22999566793441772,0.22580571472644806,0.2608693540096283,0.24864935874938965,0.22999566793441772,0.125273197889328,0.20854972302913666,0.26547127962112427
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.38401418924331665,0.351840078830719,0.5473989248275757,0.2155666947364807,0.38374680280685425,0.41498205065727234,0.5473989248275757,0.1999964714050293,0.17629513144493103,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.3050505220890045,0.30540841817855835,0.40399202704429626,0.16996347904205322,0.22303952276706696,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.24591213464736938
outside,0.3224688768386841,0.2823421061038971,0.3879719078540802,0.15096399188041687,0.2973117530345917,0.23556071519851685,0.9999999403953552,0.3879719078540802,0.12133985757827759,0.12894654273986816,0.2973117530345917,0.3879719078540802,0.12625060975551605,0.16427920758724213,0.14839068055152893
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.32925453782081604,0.3879719078540802,1.0,0.27501925826072693,0.24997951090335846,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.22068053483963013
legislative,0.22232688963413239,0.19055356085300446,0.27501925826072693,0.11420885473489761,0.34083476662635803,0.33044543862342834,0.12133985757827759,0.27501925826072693,1.0,0.12699294090270996,0.34083476662635803,0.27501925826072693,0.16875262558460236,0.6651111245155334,0.1654243916273117
competence,0.39366716146469116,0.27613162994384766,0.26006200909614563,0.1982906609773636,0.2747616171836853,0.4018150568008423,0.15732139348983765,0.26006200909614563,0.20074063539505005,0.48542219400405884,0.2747616171836853,0.26006200909614563,0.15986664593219757,0.2027537077665329,0.2752470076084137
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.298933744430542,0.2973117530345917,0.733189046382904,0.34083476662635803,0.21105368435382843,1.0,0.733189046382904,0.1698460429906845,0.2885259687900543,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.32925453782081604,0.3879719078540802,1.0,0.27501925826072693,0.24997951090335846,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.22068053483963013
scotland,0.16722074151039124,0.19796344637870789,0.23846951127052307,0.16025477647781372,0.2208399921655655,0.21951928734779358,0.18884232640266418,0.23846951127052307,0.18270938098430634,0.11790580302476883,0.2208399921655655,0.23846951127052307,0.667405903339386,0.33239492774009705,0.09160218387842178
parliament,0.21650300920009613,0.19676777720451355,0.26521381735801697,0.13489659130573273,0.2885259687900543,0.33087170124053955,0.16427920758724213,0.26521381735801697,0.6651111245155334,0.10814092308282852,0.2885259687900543,0.26521381735801697,0.3418616056442261,1.0,0.1586504578590393
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2861754298210144,0.28971612453460693,0.5934505462646484,0.25327762961387634,0.22488819062709808,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4130953550338745
