,what,is,another,name,for,being,born,again,?
today,0.3814660608768463,0.3404538929462433,0.2656041979789734,0.20909298956394196,0.31663668155670166,0.2885189950466156,0.1927737593650818,0.2637636661529541,0.17338968813419342
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.34499165415763855,0.37898433208465576,0.36606305837631226,0.31091248989105225
justifying,0.43036285042762756,0.17693863809108734,0.30847588181495667,0.14234045147895813,0.3611339330673218,0.3812030255794525,0.07534146308898926,0.19386756420135498,0.43052729964256287
grace,0.16722138226032257,0.17061445116996765,0.21545369923114777,0.16768823564052582,0.21431294083595276,0.1982395499944687,0.21203002333641052,0.2345181107521057,0.16775278747081757
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.4445112943649292,0.2600996494293213,0.2348884791135788,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.4885459244251251,0.34663957357406616,0.5373267531394958,0.45938754081726074,0.27652594447135925,0.3939340114593506,0.21848613023757935
known,0.20381177961826324,0.41921812295913696,0.21254785358905792,0.3659360110759735,0.363901823759079,0.24268263578414917,0.3922918140888214,0.10394146293401718,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2851914167404175,0.44774648547172546,0.46524563431739807,0.2520121932029724,0.33001670241355896,0.27043893933296204
conversion,0.21660274267196655,0.24206408858299255,0.241402268409729,0.06673239916563034,0.23820045590400696,0.2619391977787018,0.09045804291963577,0.16426436603069305,0.1924358606338501
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.34499165415763855,0.37898433208465576,0.36606305837631226,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.1001104861497879,0.01270448137074709,0.0027407517191022635,0.045818958431482315,0.07270725071430206,0.0685480609536171
accepting,0.34480366110801697,0.13422909379005432,0.27973473072052,0.12169298529624939,0.35341787338256836,0.3600890338420868,0.13478690385818481,0.29478660225868225,0.2116347998380661
jesus,0.307744562625885,0.18866516649723053,0.17556443810462952,0.12473164498806,0.17945149540901184,0.2130146026611328,0.1730295568704605,0.17018689215183258,0.19975169003009796
as,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2851914167404175,0.44774648547172546,0.46524563431739807,0.2520121932029724,0.33001670241355896,0.27043893933296204
your,0.4207797646522522,0.23122729361057281,0.34266382455825806,0.15587638318538666,0.29769277572631836,0.24306811392307281,0.014051632955670357,0.2927371561527252,0.41889458894729614
personal,0.3188508450984955,0.11115145683288574,0.2805713415145874,0.14375202357769012,0.2968088388442993,0.2792336344718933,0.08307760208845139,0.18307878077030182,0.206199511885643
lord,0.15077504515647888,0.14423592388629913,0.168061301112175,0.218703955411911,0.2191227525472641,0.22342464327812195,0.1791076362133026,0.20294998586177826,0.09544310718774796
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.4286794066429138,0.25002726912498474,0.34503087401390076,0.20544172823429108
savior,0.30994105339050293,0.2569485008716583,0.2053651213645935,0.2459421157836914,0.18893572688102722,0.30677756667137146,0.18446417152881622,0.2582208216190338,0.17049013078212738
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.34499165415763855,0.37898433208465576,0.36606305837631226,0.31091248989105225
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.003883055876940489,-0.04479556903243065,-0.015289289876818657,0.017033448442816734,-0.15459845960140228,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.19621294736862183,0.4111599624156952,0.3904624283313751,0.08717163652181625,0.18348895013332367,0.32389625906944275
being,0.3760843276977539,0.4445112943649292,0.4214536249637604,0.17858129739761353,0.41687241196632385,1.0,0.13924852013587952,0.38447973132133484,0.26743772625923157
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.1001104861497879,0.01270448137074709,0.0027407517191022635,0.045818958431482315,0.07270725071430206,0.0685480609536171
born,0.16581368446350098,0.2600996494293213,0.0852193683385849,0.219647616147995,0.23335127532482147,0.13924852013587952,1.0,0.15884676575660706,0.19166848063468933
again,0.3921525180339813,0.2348884791135788,0.43695035576820374,0.24404379725456238,0.3308057188987732,0.38447973132133484,0.15884676575660706,1.0,0.2679590880870819
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.003883055876940489,-0.04479556903243065,-0.015289289876818657,0.017033448442816734,-0.15459845960140228,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.35574623942375183,0.2350279539823532,0.3829076290130615,0.4130953550338745
