,what,minimalist,composer,is,also,a,university,graduate,?
in,0.30808621644973755,0.11328940093517303,0.1647397130727768,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2576194703578949,0.20430970191955566
the,0.42745697498321533,0.15836849808692932,0.16463536024093628,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
arts,0.15975245833396912,0.2545824646949768,0.22861188650131226,0.1983575075864792,0.2636624872684479,0.21388907730579376,0.37832388281822205,0.4361206889152527,0.09471383690834045
and,0.31309178471565247,0.2827129364013672,0.207661971449852,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
entertainment,0.21648827195167542,0.17398802936077118,0.1843581348657608,0.15301001071929932,0.23835912346839905,0.1972632259130478,0.17231746017932892,0.16484719514846802,0.11855241656303406
",",0.3087472915649414,0.2695409059524536,0.29219841957092285,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
minimalist,0.22515302896499634,0.9999999403953552,0.46382278203964233,0.13911134004592896,0.2298523634672165,0.2589614689350128,0.15677158534526825,0.15088190138339996,0.16724365949630737
composer,0.18320460617542267,0.46382278203964233,1.0000001192092896,0.14817821979522705,0.13492535054683685,0.1815209537744522,0.18249042332172394,0.1483304500579834,0.17525890469551086
philip,0.11288820952177048,0.21167713403701782,0.23758521676063538,0.16814041137695312,0.20277266204357147,0.20079895853996277,0.2322896122932434,0.2064361721277237,0.11887923628091812
glass,0.13572539389133453,0.28054845333099365,0.1368352621793747,0.24710522592067719,0.3104042410850525,0.2592375874519348,0.10234459489583969,0.13211822509765625,0.1252557635307312
",",0.3087472915649414,0.2695409059524536,0.29219841957092285,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
dancer,0.19869180023670197,0.30340397357940674,0.406913161277771,0.18595264852046967,0.1940394788980484,0.21266695857048035,0.1590743511915207,0.20268526673316956,0.18549074232578278
",",0.3087472915649414,0.2695409059524536,0.29219841957092285,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2738925516605377,0.31091248989105225
choreographer,0.1860901564359665,0.38767409324645996,0.48173248767852783,0.0921512097120285,0.1847473382949829,0.14659015834331512,0.19481614232063293,0.24181191623210907,0.17453642189502716
and,0.31309178471565247,0.2827129364013672,0.207661971449852,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.27139508724212646,0.20544172823429108
leader,0.15734966099262238,0.2359234243631363,0.27403685450553894,0.14341628551483154,0.2305959016084671,0.21384623646736145,0.19484947621822357,0.16934719681739807,0.09527933597564697
in,0.30808621644973755,0.11328940093517303,0.1647397130727768,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2576194703578949,0.20430970191955566
the,0.42745697498321533,0.15836849808692932,0.16463536024093628,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.1983441710472107,0.22068053483963013
field,0.1825202852487564,0.22443047165870667,0.03216816857457161,0.17269009351730347,0.20099256932735443,0.2030690312385559,0.2145719975233078,0.1754031777381897,0.11279727518558502
