,what,year,did,börte,'s,give,birth,to,jochi,?
she,0.23844075202941895,0.26100194454193115,0.2624691426753998,0.20401160418987274,0.026962807402014732,0.2075386643409729,0.2664712965488434,0.31156328320503235,0.225696861743927,0.14223381876945496
gave,0.14222867786884308,0.18203102052211761,0.4154756963253021,0.20047341287136078,0.0414002351462841,0.5821815729141235,0.3335624635219574,0.27167177200317383,0.11064337193965912,0.1910865753889084
birth,0.17344997823238373,0.33847975730895996,0.1708407700061798,0.11872448772192001,-0.017712045460939407,0.3623264729976654,0.9999999403953552,0.22512221336364746,0.16979141533374786,0.10080231726169586
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.21717941761016846,0.03782717138528824,0.4396136403083801,0.22512221336364746,1.0,0.1702822893857956,0.29463258385658264
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.263821005821228,0.04866964742541313,0.3436131179332733,0.20554059743881226,0.45503583550453186,0.22165173292160034,0.23916715383529663
son,0.15706995129585266,0.23471257090568542,0.22313499450683594,0.24662339687347412,-0.035570673644542694,0.12102752923965454,0.28725820779800415,0.16820268332958221,0.2647548019886017,0.14735563099384308
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.30557334423065186,-0.0016132977325469255,0.2844066619873047,0.21100591123104095,0.44245919585227966,0.2696787714958191,0.31091248989105225
jochi,0.12511183321475983,0.14557398855686188,0.16607163846492767,0.3272222876548767,0.07596804201602936,0.06418299674987793,0.16979141533374786,0.1702822893857956,1.0,0.10597938299179077
(,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.3193424940109253,0.0012731997994706035,0.22530527412891388,0.18807865679264069,0.30882009863853455,0.20080192387104034,0.40561532974243164
1185–1226,0.08034686744213104,0.013774695806205273,0.10160050541162491,0.08074901252985,0.09188078343868256,-0.006381066516041756,0.04573049768805504,0.05467788502573967,0.22569672763347626,0.020227691158652306
),0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3353121876716614,0.021107977256178856,0.22804592549800873,0.19661204516887665,0.31236231327056885,0.22713732719421387,0.42300865054130554
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.30557334423065186,-0.0016132977325469255,0.2844066619873047,0.21100591123104095,0.44245919585227966,0.2696787714958191,0.31091248989105225
nine,0.11931172013282776,0.29389721155166626,0.16091835498809814,0.17974725365638733,0.011213268153369427,0.1578742265701294,0.16815559566020966,0.2271491289138794,0.13677042722702026,0.13964155316352844
months,0.24954822659492493,0.45172789692878723,0.29584890604019165,0.17505373060703278,0.017206644639372826,0.27266961336135864,0.2909364402294159,0.2831858992576599,0.12152457982301712,0.2804218530654907
later,0.2517229914665222,0.27576395869255066,0.38386887311935425,0.19303859770298004,0.05591587722301483,0.2395067811012268,0.258985698223114,0.393297016620636,0.16918757557868958,0.1417175978422165
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.30557334423065186,-0.0016132977325469255,0.2844066619873047,0.21100591123104095,0.44245919585227966,0.2696787714958191,0.31091248989105225
clouding,0.29617899656295776,0.19267719984054565,0.29818063974380493,0.0956568717956543,0.051701705902814865,0.27189913392066956,0.21588705480098724,0.32905349135398865,0.17296038568019867,0.2333221733570099
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.26430708169937134,-0.01540423184633255,0.29086416959762573,0.21280217170715332,0.535392165184021,0.19898229837417603,0.22068053483963013
issue,0.32369524240493774,0.22925205528736115,0.23056049644947052,0.182353213429451,-0.0772196352481842,0.19854190945625305,0.17565985023975372,0.25523412227630615,0.06615857034921646,0.32172858715057373
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2801446318626404,-0.03817026689648628,0.33489471673965454,0.2531921863555908,0.41548454761505127,0.15254677832126617,0.1826142966747284
his,0.26976513862609863,0.255428284406662,0.3546801507472992,0.2615121304988861,0.047556519508361816,0.2390921413898468,0.19814635813236237,0.3715193271636963,0.22831186652183533,0.18075084686279297
parentage,0.2457733303308487,0.14363470673561096,0.20789790153503418,0.10121805965900421,0.026327162981033325,0.24569323658943176,0.2580879032611847,0.27765846252441406,0.08661417663097382,0.18862174451351166
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.31827959418296814,-0.003708066651597619,0.34017711877822876,0.18902461230754852,0.4645031690597534,0.21038752794265747,0.4130953550338745
