,for,whom,was,luther,concerned,about,in,mansfeld,?
luther,0.12958186864852905,0.11776672303676605,0.19185513257980347,1.0,0.14706529676914215,0.203048437833786,0.20523880422115326,0.29925280809402466,0.1732746809720993
's,-0.07241261005401611,0.006846526637673378,0.008974763564765453,-0.009990512393414974,-0.07886674255132675,-0.020936643704771996,-0.037580832839012146,0.06852786988019943,-0.023395681753754616
final,0.25346213579177856,0.17495781183242798,0.23547481000423431,0.1673239916563034,0.14046870172023773,0.1556522250175476,0.25512343645095825,0.1932479441165924,0.17315025627613068
journey,0.22633793950080872,0.2013530135154724,0.24955794215202332,0.17352430522441864,0.1593995988368988,0.27286678552627563,0.1607937216758728,0.15229693055152893,0.06391996890306473
",",0.4464869201183319,0.25587570667266846,0.45456063747406006,0.23255878686904907,0.3247314691543579,0.3877100944519043,0.5201468467712402,0.29032179713249207,0.31091248989105225
to,0.4451248347759247,0.3108522593975067,0.3636345863342285,0.18029534816741943,0.3205902576446533,0.391953706741333,0.45010748505592346,0.22356681525707245,0.29463258385658264
mansfeld,0.17065034806728363,0.18439745903015137,0.25422683358192444,0.29925280809402466,0.2557605803012848,0.16161483526229858,0.2820907533168793,1.0000001192092896,0.17363522946834564
",",0.4464869201183319,0.25587570667266846,0.45456063747406006,0.23255878686904907,0.3247314691543579,0.3877100944519043,0.5201468467712402,0.29032179713249207,0.31091248989105225
was,0.3863949179649353,0.2438793033361435,1.0000001192092896,0.19185513257980347,0.23844052851200104,0.2577359974384308,0.45514053106307983,0.25422683358192444,0.18412111699581146
taken,0.2691914737224579,0.12429790943861008,0.27550867199897766,0.15287843346595764,0.31365805864334106,0.22840870916843414,0.2500644326210022,0.25420182943344116,0.17662954330444336
because,0.4676002562046051,0.27706480026245117,0.3841400742530823,0.19194559752941132,0.3770458996295929,0.41714149713516235,0.37423941493034363,0.1795797049999237,0.2528740465641022
of,0.4185989499092102,0.2070929855108261,0.4069072902202606,0.1719115972518921,0.3373318910598755,0.40939709544181824,0.5696388483047485,0.2566131353378296,0.1826142966747284
his,0.39312878251075745,0.38462314009666443,0.4405253231525421,0.27093374729156494,0.2586359977722168,0.24169853329658508,0.3598145842552185,0.24989713728427887,0.18075084686279297
concern,0.3286464810371399,0.2600500285625458,0.18855349719524384,0.1542375087738037,0.7143390774726868,0.36705607175827026,0.21638604998588562,0.18593516945838928,0.3455961048603058
for,0.9999999403953552,0.24361787736415863,0.3863949179649353,0.12958186864852905,0.2909458875656128,0.3312419354915619,0.4322226941585541,0.17065034806728363,0.264628142118454
his,0.39312878251075745,0.38462314009666443,0.4405253231525421,0.27093374729156494,0.2586359977722168,0.24169853329658508,0.3598145842552185,0.24989713728427887,0.18075084686279297
siblings,0.17895446717739105,0.4021718502044678,0.1398232877254486,0.11298762261867523,0.20062902569770813,0.2081606686115265,0.13281460106372833,0.22688132524490356,0.11957439035177231
',0.31184524297714233,0.13826081156730652,0.33675912022590637,0.142246812582016,0.21156276762485504,0.2788675129413605,0.4158826768398285,0.24728457629680634,0.330942302942276
families,0.19045168161392212,0.3032018840312958,0.17975707352161407,0.1367785483598709,0.1756802648305893,0.2768075466156006,0.22269998490810394,0.14023937284946442,0.14422203600406647
continuing,0.28343045711517334,0.19131328165531158,0.24030117690563202,0.1969110667705536,0.359142005443573,0.2536320090293884,0.2760273814201355,0.16766983270645142,0.16484299302101135
in,0.4322226941585541,0.20012985169887543,0.45514053106307983,0.20523880422115326,0.27584534883499146,0.39797019958496094,1.0,0.2820907533168793,0.20430970191955566
their,0.3406745493412018,0.28026002645492554,0.2396296262741089,0.1988239735364914,0.2683342397212982,0.25792208313941956,0.34976133704185486,0.10495760291814804,0.1898253709077835
father,0.19884538650512695,0.3707174062728882,0.3492507338523865,0.2816010117530823,0.2195829302072525,0.21857567131519318,0.25954100489616394,0.2908945679664612,0.14826634526252747
hans,0.17461581528186798,0.1189517080783844,0.21729552745819092,0.31312668323516846,0.1887529492378235,0.16876371204853058,0.18619494140148163,0.3490261435508728,0.10353465378284454
luther,0.12958186864852905,0.11776672303676605,0.19185513257980347,1.0,0.14706529676914215,0.203048437833786,0.20523880422115326,0.29925280809402466,0.1732746809720993
's,-0.07241261005401611,0.006846526637673378,0.008974763564765453,-0.009990512393414974,-0.07886674255132675,-0.020936643704771996,-0.037580832839012146,0.06852786988019943,-0.023395681753754616
copper,0.16338711977005005,0.11519820243120193,0.14463649690151215,0.05735950171947479,0.18020197749137878,0.1795608103275299,0.18310096859931946,0.14749814569950104,0.0947067067027092
mining,0.2896292805671692,0.11942768841981888,0.2141381800174713,0.08261378854513168,0.2971048057079315,0.22923924028873444,0.2947709858417511,0.2573607265949249,0.11012917757034302
trade,0.2946145534515381,0.08011749386787415,0.19989590346813202,0.12120672315359116,0.231972798705101,0.15234264731407166,0.23862801492214203,0.2131822109222412,0.09336511790752411
.,0.4726039469242096,0.26115289330482483,0.40146201848983765,0.24907569587230682,0.2531110942363739,0.42038556933403015,0.5591574311256409,0.26983198523521423,0.4130953550338745
