,who,ends,up,getting,more,of,the,teacher,'s,resources,in,this,scenario,?
in,0.2792111933231354,0.24871888756752014,0.3120773434638977,0.2387998104095459,0.32563260197639465,0.5696388483047485,0.6662389636039734,0.22632350027561188,-0.037580832839012146,0.2161814570426941,1.0,0.45205554366111755,0.19522181153297424,0.20430970191955566
response,0.2218329906463623,0.13081367313861847,0.23929332196712494,0.25920307636260986,0.3111054003238678,0.21864040195941925,0.28909924626350403,0.15784195065498352,-0.01666334457695484,0.250387966632843,0.20744606852531433,0.37390729784965515,0.22765961289405823,0.2007838636636734
",",0.3365725874900818,0.2395113855600357,0.34193792939186096,0.2384856641292572,0.3696524500846863,0.4946078956127167,0.4933079481124878,0.2884024977684021,-0.0016132977325469255,0.2789028584957123,0.5201468467712402,0.4316047728061676,0.21074242889881134,0.31091248989105225
teachers,0.34250906109809875,0.13958700001239777,0.17620849609375,0.1964225023984909,0.22816872596740723,0.27737662196159363,0.22025763988494873,0.7334206104278564,0.044750411063432693,0.31075239181518555,0.2128150761127472,0.19526737928390503,0.10532817989587784,0.19522249698638916
may,0.23082798719406128,0.13660641014575958,0.2067306935787201,0.23565103113651276,0.3057594895362854,0.26447007060050964,0.2694292366504669,0.15417979657649994,-0.07006479054689407,0.22292640805244446,0.3424151837825775,0.37716761231422424,0.2144763469696045,0.2768254578113556
concentrate,0.24166332185268402,0.09507447481155396,0.24277855455875397,0.30872929096221924,0.39894574880599976,0.2599338889122009,0.25759652256965637,0.22569085657596588,0.0803983062505722,0.3217048645019531,0.29224032163619995,0.3072880506515503,0.19232960045337677,0.17956885695457458
their,0.3767721951007843,0.16064612567424774,0.3013010323047638,0.3044177293777466,0.36147117614746094,0.4329940676689148,0.516537070274353,0.11377552151679993,-0.005530759692192078,0.273986279964447,0.34976133704185486,0.40095847845077515,0.15906113386154175,0.1898253709077835
attention,0.33245593309402466,0.08511406928300858,0.2663220465183258,0.3499625325202942,0.3470359444618225,0.21725396811962128,0.256243497133255,0.20406188070774078,0.022576546296477318,0.25825396180152893,0.2495301067829132,0.35160312056541443,0.22471243143081665,0.19994445145130157
on,0.2340552806854248,0.26737314462661743,0.34194523096084595,0.28457388281822205,0.37351730465888977,0.3966929316520691,0.5107308030128479,0.1997784823179245,0.0026888418942689896,0.24799394607543945,0.46853652596473694,0.4193967580795288,0.1571872979402542,0.2714994251728058
motivated,0.34423643350601196,0.1396636664867401,0.1219983845949173,0.2122257798910141,0.30038735270500183,0.21040669083595276,0.22899626195430756,0.28576600551605225,0.0012597452150657773,0.1987881064414978,0.21012412011623383,0.30831149220466614,0.321525901556015,0.33650898933410645
students,0.3510516881942749,0.11493700742721558,0.2028108537197113,0.20965781807899475,0.27059733867645264,0.25513339042663574,0.25268980860710144,0.5254908204078674,0.03619067743420601,0.2863208055496216,0.2676171064376831,0.2299622893333435,0.1457466185092926,0.18017297983169556
",",0.3365725874900818,0.2395113855600357,0.34193792939186096,0.2384856641292572,0.3696524500846863,0.4946078956127167,0.4933079481124878,0.2884024977684021,-0.0016132977325469255,0.2789028584957123,0.5201468467712402,0.4316047728061676,0.21074242889881134,0.31091248989105225
ignoring,0.27034255862236023,0.22673849761486053,0.29683738946914673,0.38401395082473755,0.3249269127845764,0.27206501364707947,0.3114033341407776,0.1831219345331192,-0.014602127484977245,0.24424245953559875,0.26473698019981384,0.4205600917339325,0.315094530582428,0.3513915240764618
attention-seeking,0.36391696333885193,0.12349279969930649,0.3046182692050934,0.4146169126033783,0.3942715525627136,0.26816362142562866,0.2858889698982239,0.20767076313495636,0.04883359372615814,0.3196415603160858,0.2765130400657654,0.38537535071372986,0.2838500142097473,0.2918311357498169
and,0.41279885172843933,0.17416058480739594,0.4032393991947174,0.32539379596710205,0.39880692958831787,0.5116966962814331,0.5171257257461548,0.27571162581443787,0.06895173341035843,0.3116118013858795,0.4954058527946472,0.42353692650794983,0.19896063208580017,0.20544172823429108
disruptive,0.22123046219348907,0.2053525298833847,0.26233264803886414,0.3114240765571594,0.3363833427429199,0.18153896927833557,0.2171422839164734,0.20098045468330383,0.020533209666609764,0.23813845217227936,0.21467314660549164,0.3997970521450043,0.3661755919456482,0.4121488630771637
students,0.3510516881942749,0.11493700742721558,0.2028108537197113,0.20965781807899475,0.27059733867645264,0.25513339042663574,0.25268980860710144,0.5254908204078674,0.03619067743420601,0.2863208055496216,0.2676171064376831,0.2299622893333435,0.1457466185092926,0.18017297983169556
.,0.3541337847709656,0.15755970776081085,0.351434588432312,0.33020880818367004,0.4070230722427368,0.5352458953857422,0.5934505462646484,0.225234717130661,-0.003708066651597619,0.2478848099708557,0.5591574311256409,0.500583827495575,0.19352491199970245,0.4130953550338745
,who,ends,up,getting,more,of,the,teacher,'s,resources,in,this,scenario,?
the,0.3733934462070465,0.3721351623535156,0.38423117995262146,0.2930673360824585,0.39758381247520447,0.733189046382904,1.0,0.17760860919952393,-0.01540423184633255,0.25734785199165344,0.6662389636039734,0.6274310946464539,0.19925546646118164,0.22068053483963013
result,0.13371044397354126,0.26016485691070557,0.20669297873973846,0.29020288586616516,0.23343375325202942,0.231380432844162,0.27778977155685425,0.09391458332538605,0.06641998142004013,0.15844959020614624,0.25670310854911804,0.33617642521858215,0.23884667456150055,0.17218433320522308
of,0.2827862501144409,0.26450181007385254,0.32945773005485535,0.24251262843608856,0.30478984117507935,1.0,0.733189046382904,0.19968076050281525,-0.03817026689648628,0.2746381163597107,0.5696388483047485,0.45148900151252747,0.15772195160388947,0.1826142966747284
this,0.3345087468624115,0.2286548763513565,0.37110671401023865,0.39053472876548767,0.5430014133453369,0.45148900151252747,0.6274310946464539,0.15561269223690033,0.02106832154095173,0.2721012532711029,0.45205554366111755,0.9999999403953552,0.27805691957473755,0.3155723512172699
is,0.24293622374534607,0.2949216067790985,0.2853454053401947,0.25932952761650085,0.2946030795574188,0.4854315221309662,0.5823672413825989,0.2001669555902481,0.02396530658006668,0.23539847135543823,0.5394441485404968,0.480927973985672,0.18741686642169952,0.22961433231830597
that,0.45444270968437195,0.15568681061267853,0.35427621006965637,0.3885533809661865,0.4813884496688843,0.41498205065727234,0.5473989248275757,0.1985531747341156,0.04397977516055107,0.2818494439125061,0.435920387506485,0.6909449696540833,0.30760133266448975,0.32716336846351624
motivated,0.34423643350601196,0.1396636664867401,0.1219983845949173,0.2122257798910141,0.30038735270500183,0.21040669083595276,0.22899626195430756,0.28576600551605225,0.0012597452150657773,0.1987881064414978,0.21012412011623383,0.30831149220466614,0.321525901556015,0.33650898933410645
students,0.3510516881942749,0.11493700742721558,0.2028108537197113,0.20965781807899475,0.27059733867645264,0.25513339042663574,0.25268980860710144,0.5254908204078674,0.03619067743420601,0.2863208055496216,0.2676171064376831,0.2299622893333435,0.1457466185092926,0.18017297983169556
",",0.3365725874900818,0.2395113855600357,0.34193792939186096,0.2384856641292572,0.3696524500846863,0.4946078956127167,0.4933079481124878,0.2884024977684021,-0.0016132977325469255,0.2789028584957123,0.5201468467712402,0.4316047728061676,0.21074242889881134,0.31091248989105225
facing,0.24606221914291382,0.23275087773799896,0.2696388065814972,0.34014463424682617,0.19533780217170715,0.3234952986240387,0.3941035270690918,0.07779357582330704,0.03215525671839714,0.20681089162826538,0.2318863719701767,0.2630094587802887,0.18526919186115265,0.09210152924060822
demanding,0.2823983430862427,0.16672416031360626,0.2523343861103058,0.2882866859436035,0.30625855922698975,0.3026946187019348,0.31346237659454346,0.23406289517879486,-0.01852060854434967,0.30000191926956177,0.2719402015209198,0.31367170810699463,0.33609238266944885,0.11861293762922287
university,0.2115909904241562,0.15166513621807098,0.1440795660018921,0.1670324057340622,0.16529905796051025,0.30646374821662903,0.263973206281662,0.4133238196372986,-0.007441582623869181,0.21853569149971008,0.3201795518398285,0.16441507637500763,0.07256266474723816,0.11887256056070328
entrance,0.19094887375831604,0.18692240118980408,0.14668571949005127,0.13698019087314606,0.11274822801351547,0.2534947693347931,0.31372344493865967,0.17740006744861603,0.017093738541007042,0.1157497838139534,0.215397909283638,0.20677846670150757,0.13532476127147675,0.07963564246892929
examinations,0.19812601804733276,0.09368468821048737,0.151718407869339,0.19847582280635834,0.2527886629104614,0.27019232511520386,0.2661936581134796,0.3332398235797882,-0.04236447066068649,0.26655909419059753,0.2401610016822815,0.28357622027397156,0.19657351076602936,0.18493600189685822
",",0.3365725874900818,0.2395113855600357,0.34193792939186096,0.2384856641292572,0.3696524500846863,0.4946078956127167,0.4933079481124878,0.2884024977684021,-0.0016132977325469255,0.2789028584957123,0.5201468467712402,0.4316047728061676,0.21074242889881134,0.31091248989105225
receive,0.29829421639442444,0.09275466948747635,0.12933620810508728,0.38955947756767273,0.24126660823822021,0.25992685556411743,0.2726488411426544,0.1480499655008316,-0.03961443156003952,0.19436082243919373,0.19334688782691956,0.2703298330307007,0.10563807189464569,0.1652119904756546
disproportionate,0.24410182237625122,0.13552138209342957,0.2150498479604721,0.2673832178115845,0.3460375666618347,0.27655187249183655,0.22098848223686218,0.08321063220500946,0.0021818720269948244,0.22073164582252502,0.1953890174627304,0.3045605719089508,0.19738681614398956,0.18086425960063934
resources,0.22842295467853546,0.0917854905128479,0.14479058980941772,0.2800810635089874,0.3226233124732971,0.2746381163597107,0.25734785199165344,0.17209897935390472,0.06825657188892365,1.0000001192092896,0.2161814570426941,0.2721012532711029,0.2287866622209549,0.26047492027282715
.,0.3541337847709656,0.15755970776081085,0.351434588432312,0.33020880818367004,0.4070230722427368,0.5352458953857422,0.5934505462646484,0.225234717130661,-0.003708066651597619,0.2478848099708557,0.5591574311256409,0.500583827495575,0.19352491199970245,0.4130953550338745
