,where,have,some,workers,made,more,than,$,"100,000",?
some,0.39480453729629517,0.6421269774436951,0.9999999403953552,0.3023212254047394,0.37775149941444397,0.5524908900260925,0.46446433663368225,0.17004361748695374,0.045953184366226196,0.2562315762042999
construction,0.16534434258937836,0.1892077475786209,0.19271200895309448,0.36065205931663513,0.19176240265369415,0.22829830646514893,0.1995762437582016,0.21735316514968872,0.024570036679506302,0.13494056463241577
workers,0.17254844307899475,0.224677175283432,0.3023212254047394,1.0000001192092896,0.2165387123823166,0.24038028717041016,0.20744097232818604,0.23549491167068481,-0.03951563313603401,0.1706571877002716
in,0.5344807505607605,0.36843645572662354,0.4010399878025055,0.2254374474287033,0.25271502137184143,0.32563260197639465,0.3270052373409271,0.21616753935813904,0.05864831805229187,0.20430970191955566
the,0.5003893971443176,0.40389683842658997,0.4566698372364044,0.23066683113574982,0.3885267674922943,0.39758381247520447,0.3227543234825134,0.23367542028427124,0.12082944065332413,0.22068053483963013
us/canada,0.28289809823036194,0.20654940605163574,0.2058870941400528,0.17671121656894684,0.19194871187210083,0.22285014390945435,0.2517678737640381,0.3079868257045746,-0.01829315535724163,0.2839969992637634
have,0.412650465965271,0.9999999403953552,0.6421269774436951,0.224677175283432,0.2891587018966675,0.49033403396606445,0.46517109870910645,0.18432669341564178,0.054898280650377274,0.32991164922714233
made,0.20431210100650787,0.2891587018966675,0.37775149941444397,0.2165387123823166,1.0,0.4597497582435608,0.25245386362075806,0.21168220043182373,0.07565568387508392,0.17218779027462006
more,0.29405033588409424,0.49033403396606445,0.5524908900260925,0.24038028717041016,0.4597497582435608,1.0,0.726518988609314,0.24537016451358795,0.03168029710650444,0.27894994616508484
than,0.2726525366306305,0.46517109870910645,0.46446433663368225,0.20744097232818604,0.25245386362075806,0.726518988609314,1.0,0.25895461440086365,0.019694894552230835,0.24917294085025787
$,0.14413857460021973,0.18432669341564178,0.17004361748695374,0.23549491167068481,0.21168220043182373,0.24537016451358795,0.25895461440086365,1.0000001192092896,0.05797248333692551,0.2786129117012024
"100,000",0.07006344199180603,0.054898280650377274,0.045953184366226196,-0.03951563313603401,0.07565568387508392,0.03168029710650444,0.019694894552230835,0.05797248333692551,0.9999998807907104,0.035472359508275986
annually,0.2130594104528427,0.20664232969284058,0.195124089717865,0.18724003434181213,0.15758424997329712,0.25233492255210876,0.26334401965141296,0.3338812291622162,0.09102475643157959,0.1364409476518631
",",0.3149496018886566,0.3541618287563324,0.42400437593460083,0.17716385424137115,0.32507219910621643,0.3696524500846863,0.3371901512145996,0.21166811883449554,0.061657633632421494,0.31091248989105225
depending,0.35278084874153137,0.4128199815750122,0.3907339572906494,0.16635122895240784,0.22845600545406342,0.3733275532722473,0.3693179190158844,0.19819971919059753,0.07748160511255264,0.21704205870628357
on,0.37630224227905273,0.36494916677474976,0.31474894285202026,0.14091183245182037,0.37619519233703613,0.37351730465888977,0.2864885926246643,0.16966626048088074,0.03080799989402294,0.2714994251728058
their,0.3356108069419861,0.523270845413208,0.5109887719154358,0.28854039311408997,0.2909255027770996,0.36147117614746094,0.30367133021354675,0.184418186545372,0.05571485683321953,0.1898253709077835
trade,0.19738349318504333,0.24281083047389984,0.20794804394245148,0.3264685571193695,0.13395464420318604,0.16781359910964966,0.1419070065021515,0.14897896349430084,-0.046008847653865814,0.09336511790752411
.,0.41390106081962585,0.41614407300949097,0.40663889050483704,0.17509925365447998,0.4032190144062042,0.4070230722427368,0.3594527542591095,0.27897560596466064,0.11432906240224838,0.4130953550338745
