,when,was,thoreau,'s,essay,published,?
the,0.5091903209686279,0.48711544275283813,0.30504027009010315,-0.01540423184633255,0.23527753353118896,0.22017472982406616,0.22068053483963013
tax,0.1878177672624588,0.13571642339229584,0.27197036147117615,0.0735364556312561,0.18566767871379852,0.09474512934684753,0.2097984105348587
collector,0.15406793355941772,0.23424914479255676,0.30603376030921936,0.05867529660463333,0.14397762715816498,0.2640947997570038,0.10493998229503632
who,0.48282691836357117,0.3318818509578705,0.38208138942718506,0.05599616840481758,0.17679062485694885,0.16961833834648132,0.26220351457595825
arrested,0.23241513967514038,0.3498801589012146,0.2314710021018982,-0.02864701859652996,0.18276745080947876,0.24614578485488892,0.15566205978393555
him,0.4087010324001312,0.3675798773765564,0.3592554032802582,0.004161491058766842,0.23906788229942322,0.1859825700521469,0.23943768441677094
rose,0.17627869546413422,0.2609468102455139,0.258955717086792,0.07569021731615067,0.09523051977157593,0.13005056977272034,0.11847885698080063
to,0.5423505902290344,0.3636345863342285,0.3212342858314514,0.03782717138528824,0.20905281603336334,0.12403073906898499,0.29463258385658264
higher,0.21136637032032013,0.12998951971530914,0.15295319259166718,-0.012609186582267284,0.13959042727947235,0.10073933005332947,0.15679465234279633
political,0.1841188669204712,0.24282537400722504,0.244094580411911,0.04151610657572746,0.21267171204090118,0.20210297405719757,0.17130474746227264
office,0.22369864583015442,0.3002835810184479,0.11227592080831528,-0.06233545020222664,0.13016662001609802,0.1546579748392105,0.16497313976287842
",",0.36674630641937256,0.45456063747406006,0.3388298749923706,-0.0016132977325469255,0.21124224364757538,0.2937801778316498,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.36109691858291626,0.06895173341035843,0.17351296544075012,0.22629010677337646,0.20544172823429108
thoreau,0.25455182790756226,0.263746052980423,1.0,0.09148705005645752,0.3720651865005493,0.2746715545654297,0.1922200322151184
's,-0.03368149697780609,0.008974763564765453,0.09148705005645752,0.9999999403953552,0.001611704588867724,0.01244857907295227,-0.023395681753754616
essay,0.164252370595932,0.20213858783245087,0.3720651865005493,0.001611704588867724,1.0000001192092896,0.3216150104999542,0.28484269976615906
was,0.37326499819755554,1.0000001192092896,0.263746052980423,0.008974763564765453,0.20213858783245087,0.2896443009376526,0.18412111699581146
not,0.4799930453300476,0.2888734042644501,0.29043129086494446,0.002583299996331334,0.27918410301208496,0.18230889737606049,0.41942933201789856
published,0.1944759637117386,0.2896443009376526,0.2746715545654297,0.01244857907295227,0.3216150104999542,1.0,0.16280238330364227
until,0.494509756565094,0.43126991391181946,0.07555065304040909,0.02445155940949917,0.10612177848815918,0.20374099910259247,0.20304496586322784
after,0.5331412553787231,0.49306565523147583,0.1751653254032135,-0.055672239512205124,0.12837879359722137,0.1847665160894394,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,0.30504027009010315,-0.01540423184633255,0.23527753353118896,0.22017472982406616,0.22068053483963013
end,0.3228412866592407,0.19220198690891266,0.14421924948692322,0.030466308817267418,0.12281138449907303,0.10736575722694397,0.12543344497680664
of,0.3757161796092987,0.4069072902202606,0.27008235454559326,-0.03817026689648628,0.19690492749214172,0.23023100197315216,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.30504027009010315,-0.01540423184633255,0.23527753353118896,0.22017472982406616,0.22068053483963013
mexican,0.13957257568836212,0.1990915983915329,0.19498266279697418,0.07464995235204697,0.04738325998187065,0.0679662898182869,0.12479566037654877
war,0.26339730620384216,0.3560331463813782,0.2696859538555145,0.06856801360845566,0.17371685802936554,0.19933663308620453,0.15510529279708862
.,0.475719153881073,0.40146201848983765,0.2866504490375519,-0.003708066651597619,0.2237943708896637,0.23857341706752777,0.4130953550338745
