,what,decade,marked,abc,'s,transition,to,color,programming,?
the,0.42745697498321533,0.2552448511123657,0.36085957288742065,0.2068762183189392,-0.01540423184633255,0.30452099442481995,0.535392165184021,0.21895472705364227,0.17869283258914948,0.22068053483963013
1960s,-0.17530474066734314,-0.07060196995735168,-0.11424893140792847,0.11778279393911362,0.03265397250652313,-0.0819149911403656,-0.1955609768629074,-0.0033756473567336798,-0.04200657829642296,-0.08257022500038147
would,0.45766422152519226,0.16306330263614655,0.2848338782787323,0.13780725002288818,0.036968596279621124,0.2327810823917389,0.5965728163719177,0.20698337256908417,0.2216154783964157,0.37178951501846313
be,0.3929833769798279,0.16738508641719818,0.3037906289100647,0.14780379831790924,0.025217169895768166,0.29901599884033203,0.4972836375236511,0.25171205401420593,0.23311512172222137,0.3324260413646698
marked,0.20913204550743103,0.26168790459632874,1.0,0.12941521406173706,-0.04582768306136131,0.23760847747325897,0.2587842047214508,0.23431338369846344,0.1268601417541504,0.1466940939426422
by,0.2455483376979828,0.20685213804244995,0.2801784574985504,0.17600902915000916,-0.010884488001465797,0.1568978875875473,0.33534231781959534,0.1992429792881012,0.19613991677761078,0.17966607213020325
the,0.42745697498321533,0.2552448511123657,0.36085957288742065,0.2068762183189392,-0.01540423184633255,0.30452099442481995,0.535392165184021,0.21895472705364227,0.17869283258914948,0.22068053483963013
rise,0.23887591063976288,0.24760830402374268,0.1828402429819107,0.07069945335388184,-0.0661361962556839,0.21680189669132233,0.23256368935108185,0.08538701385259628,0.08442813158035278,0.10799103230237961
of,0.33290785551071167,0.15614621341228485,0.3172365128993988,0.14607268571853638,-0.03817026689648628,0.27408748865127563,0.41548454761505127,0.1876296103000641,0.14286333322525024,0.1826142966747284
family-oriented,0.23210997879505157,0.2717650532722473,0.19522595405578613,0.26533493399620056,0.036691077053546906,0.252634733915329,0.2760982811450958,0.18701086938381195,0.4529781937599182,0.18623007833957672
series,0.17328087985515594,0.29309529066085815,0.15302102267742157,0.38518208265304565,0.0006390819908119738,0.14469613134860992,0.19879554212093353,0.21274156868457794,0.25177183747291565,0.1709602326154709
in,0.30808621644973755,0.2119923084974289,0.3058924674987793,0.1697147786617279,-0.037580832839012146,0.2444610297679901,0.45010748505592346,0.10136925429105759,0.17145347595214844,0.20430970191955566
an,0.2821882665157318,0.056066177785396576,0.18961919844150543,0.16561369597911835,0.025255560874938965,0.24345189332962036,0.3138085603713989,0.18160386383533478,0.21554845571517944,0.19793890416622162
attempt,0.2411041408777237,0.1618788093328476,0.15278442203998566,0.12801934778690338,0.08348104357719421,0.16737259924411774,0.4458620846271515,0.037753764539957047,0.04663114994764328,0.16559520363807678
by,0.2455483376979828,0.20685213804244995,0.2801784574985504,0.17600902915000916,-0.010884488001465797,0.1568978875875473,0.33534231781959534,0.1992429792881012,0.19613991677761078,0.17966607213020325
abc,0.1317344456911087,0.21094603836536407,0.12941521406173706,1.0000001192092896,0.06670809537172318,0.12583263218402863,0.1762417107820511,0.1639925241470337,0.3165910840034485,0.19065172970294952
to,0.455847829580307,0.16759321093559265,0.2587842047214508,0.1762417107820511,0.03782717138528824,0.21985375881195068,1.0,0.2497486025094986,0.1961597204208374,0.29463258385658264
counterprogram,0.36024314165115356,0.1647920310497284,0.16354094445705414,0.22979196906089783,-0.002007494680583477,0.26032185554504395,0.35030314326286316,0.18839335441589355,0.510906994342804,0.2209795117378235
its,0.30393704771995544,0.1449413150548935,0.3192845284938812,0.19045390188694,0.03202139586210251,0.32313618063926697,0.3691340684890747,0.1946939080953598,0.22158177196979523,0.15103481709957123
established,0.14869536459445953,0.2900463342666626,0.19474786520004272,0.12466854602098465,-0.05163693428039551,0.1406107097864151,0.15850777924060822,0.08298792690038681,0.1517123132944107,0.15917523205280304
competitors,0.21241851150989532,0.216053307056427,0.17060184478759766,0.09631531685590744,0.0763479620218277,0.2052583247423172,0.2333730012178421,0.1649954468011856,0.2034817636013031,0.16859129071235657
",",0.3087472915649414,0.18535472452640533,0.2669837772846222,0.2097204476594925,-0.0016132977325469255,0.16835354268550873,0.44245919585227966,0.20653429627418518,0.255766898393631,0.31091248989105225
but,0.5029441118240356,0.180943563580513,0.3024241626262665,0.11702752858400345,0.04136733338236809,0.2836037576198578,0.5542377829551697,0.21793869137763977,0.2520596385002136,0.27921953797340393
the,0.42745697498321533,0.2552448511123657,0.36085957288742065,0.2068762183189392,-0.01540423184633255,0.30452099442481995,0.535392165184021,0.21895472705364227,0.17869283258914948,0.22068053483963013
decade,0.1613653302192688,1.0000001192092896,0.26168790459632874,0.21094603836536407,-0.05015040934085846,0.22992324829101562,0.16759321093559265,0.16350200772285461,0.1780242621898651,0.11237446963787079
was,0.22111038863658905,0.18258047103881836,0.2595137357711792,0.21565799415111542,0.008974763564765453,0.22569464147090912,0.3636345863342285,0.15961390733718872,0.15892314910888672,0.18412111699581146
also,0.42747777700424194,0.14449872076511383,0.24684615433216095,0.2030053734779358,-0.0014726108638569713,0.30356884002685547,0.5348826050758362,0.2363780438899994,0.23027054965496063,0.21848613023757935
marked,0.20913204550743103,0.26168790459632874,1.0,0.12941521406173706,-0.04582768306136131,0.23760847747325897,0.2587842047214508,0.23431338369846344,0.1268601417541504,0.1466940939426422
by,0.2455483376979828,0.20685213804244995,0.2801784574985504,0.17600902915000916,-0.010884488001465797,0.1568978875875473,0.33534231781959534,0.1992429792881012,0.19613991677761078,0.17966607213020325
the,0.42745697498321533,0.2552448511123657,0.36085957288742065,0.2068762183189392,-0.01540423184633255,0.30452099442481995,0.535392165184021,0.21895472705364227,0.17869283258914948,0.22068053483963013
network,0.16917307674884796,0.13588622212409973,0.1386227011680603,0.4295894205570221,0.07819218933582306,0.16424132883548737,0.25940340757369995,0.167613685131073,0.38232916593551636,0.17853789031505585
's,0.02692362666130066,-0.05015040934085846,-0.04582768306136131,0.06670809537172318,0.9999999403953552,-0.032827526330947876,0.03782717138528824,-0.02538621611893177,0.011488005518913269,-0.023395681753754616
gradual,0.2916010916233063,0.2467954158782959,0.2102406919002533,0.06523841619491577,0.04549890384078026,0.40358766913414,0.2780701220035553,0.14853747189044952,0.22350144386291504,0.05457627400755882
transition,0.26982825994491577,0.22992324829101562,0.23760847747325897,0.12583263218402863,-0.032827526330947876,0.9999998807907104,0.21985375881195068,0.2239169478416443,0.20059853792190552,0.15479432046413422
