,what,museum,specializes,in,cultural,history,and,civilizations,of,the,western,hemisphere,?
other,0.341873437166214,0.13978137075901031,0.3092910945415497,0.39989137649536133,0.20922808349132538,0.174475759267807,0.5504306554794312,0.29884061217308044,0.38583824038505554,0.44152235984802246,0.25917482376098633,0.29919248819351196,0.24682199954986572
museums,0.18489275872707367,0.766154408454895,0.25083082914352417,0.2833188474178314,0.3575773239135742,0.3271060883998871,0.3102967441082001,0.28123581409454346,0.2631984055042267,0.2721219062805176,0.17093750834465027,0.14455631375312805,0.1374243199825287
include,0.1535889357328415,0.13027560710906982,0.27383705973625183,0.28694382309913635,0.22488988935947418,0.1433192640542984,0.3915219306945801,0.20850864052772522,0.37431180477142334,0.2951717972755432,0.14655999839305878,0.18716025352478027,0.14925788342952728
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
carpenter,0.16735370457172394,0.1992148607969284,0.2578306496143341,0.2093609720468521,0.07025022059679031,0.11858630180358887,0.31066200137138367,0.17976519465446472,0.19058571755886078,0.20536790788173676,0.158151775598526,0.16323412954807281,0.18098944425582886
center,0.1908310204744339,0.30677101016044617,0.19807219505310059,0.27253323793411255,0.2920789122581482,0.24244576692581177,0.28670641779899597,0.2289462685585022,0.24526838958263397,0.29064592719078064,0.20740799605846405,0.20460174977779388,0.12538520991802216
for,0.3017193675041199,0.15718214213848114,0.23510141670703888,0.4322226941585541,0.25172704458236694,0.25068506598472595,0.5064792633056641,0.19087664783000946,0.4185989499092102,0.4739971458911896,0.15054884552955627,0.21686029434204102,0.264628142118454
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
visual,0.25209182500839233,0.10701840370893478,0.2736959159374237,0.1979106217622757,0.2350427508354187,0.13088561594486237,0.30161386728286743,0.16137383878231049,0.20959678292274475,0.25769078731536865,0.18057329952716827,0.24775339663028717,0.15138444304466248
arts,0.15975245833396912,0.3367849588394165,0.27502450346946716,0.2445804625749588,0.35838133096694946,0.21148034930229187,0.3013502061367035,0.2641487419605255,0.29211288690567017,0.23374557495117188,0.2034614533185959,0.15278442203998566,0.09471383690834045
",",0.3087472915649414,0.20741747319698334,0.2888701856136322,0.5201468467712402,0.24125681817531586,0.2728564441204071,0.6633074283599854,0.2539420425891876,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.25009313225746155,0.31091248989105225
designed,0.15902110934257507,0.19523267447948456,0.1891128271818161,0.22657902538776398,0.17970578372478485,0.0957554429769516,0.2359010875225067,0.1556646078824997,0.2000347077846527,0.2559613883495331,0.10573796182870865,0.08952753245830536,0.11213942617177963
by,0.2455483376979828,0.15592984855175018,0.1658867448568344,0.370934396982193,0.15795396268367767,0.17996156215667725,0.4289871156215668,0.19993041455745697,0.3646814823150635,0.4408751428127289,0.20149661600589752,0.14348028600215912,0.17966607213020325
le,0.13805793225765228,0.01246095821261406,0.0755360946059227,0.20278146862983704,0.15584012866020203,0.16730134189128876,0.15070271492004395,0.14800302684307098,0.16844666004180908,0.18814682960510254,0.13424451649188995,0.09695181995630264,0.11964468657970428
corbusier,0.1296912431716919,0.24557983875274658,0.09685037285089493,0.27295982837677,0.2619335353374481,0.1511198878288269,0.3163359463214874,0.24261483550071716,0.20659039914608002,0.18670004606246948,0.2153479903936386,0.16385139524936676,0.1418239176273346
",",0.3087472915649414,0.20741747319698334,0.2888701856136322,0.5201468467712402,0.24125681817531586,0.2728564441204071,0.6633074283599854,0.2539420425891876,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.25009313225746155,0.31091248989105225
housing,0.14871764183044434,0.18968068063259125,0.21485982835292816,0.255455881357193,0.3217660188674927,0.12096817791461945,0.29145196080207825,0.2830120325088501,0.2954002916812897,0.24837790429592133,0.13815174996852875,0.13302700221538544,0.11872038245201111
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
film,0.17437689006328583,0.1310427337884903,0.13135479390621185,0.22183799743652344,0.23514927923679352,0.155108243227005,0.23832054436206818,0.15719443559646606,0.22166931629180908,0.2824619710445404,0.13928522169589996,0.11399217694997787,0.16369038820266724
archive,0.18317453563213348,0.27302834391593933,0.06945813447237015,0.11993463337421417,0.14630217850208282,0.306210994720459,0.18292714655399323,0.1423766314983368,0.12071600556373596,0.20227214694023132,0.0798753947019577,0.023798715323209763,0.2456444799900055
",",0.3087472915649414,0.20741747319698334,0.2888701856136322,0.5201468467712402,0.24125681817531586,0.2728564441204071,0.6633074283599854,0.2539420425891876,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.25009313225746155,0.31091248989105225
the,0.42745697498321533,0.24861779808998108,0.2333008348941803,0.6662389636039734,0.23337452113628387,0.33215048909187317,0.5171257257461548,0.3179224133491516,0.733189046382904,1.0,0.37920868396759033,0.33851611614227295,0.22068053483963013
peabody,0.15878356993198395,0.3299749791622162,0.23470409214496613,0.23490846157073975,0.2725117802619934,0.294286847114563,0.19423776865005493,0.2630434036254883,0.2784563899040222,0.25355321168899536,0.21227483451366425,0.20457753539085388,0.20188817381858826
museum,0.1771627515554428,1.0000001192092896,0.17191694676876068,0.2407650351524353,0.2752189338207245,0.36523616313934326,0.21554097533226013,0.21005642414093018,0.23314370214939117,0.24861779808998108,0.1567070484161377,0.11378288269042969,0.14128351211547852
