,what,sport,has,kenyan,women,been,a,dominate,force,?
kenya,0.18398970365524292,0.12165214121341705,0.18851779401302338,0.7825311422348022,0.19253922998905182,0.17481857538223267,0.1701713502407074,0.0992579385638237,0.16931946575641632,0.17197901010513306
has,0.20338068902492523,0.19458185136318207,1.0,0.14784684777259827,0.18295742571353912,0.6162750124931335,0.4670248031616211,0.16343790292739868,0.15953533351421356,0.15994466841220856
been,0.2567804455757141,0.20425359904766083,0.6162750124931335,0.13855144381523132,0.17721417546272278,0.9999998807907104,0.3315402865409851,0.1919538676738739,0.13239213824272156,0.24354910850524902
a,0.3320399522781372,0.2169417291879654,0.4670248031616211,0.24743399024009705,0.20322243869304657,0.3315402865409851,1.0,0.17246845364570618,0.2451154738664627,0.23916715383529663
dominant,0.21783894300460815,0.17996123433113098,0.17628338932991028,0.14222434163093567,0.10927683115005493,0.18163511157035828,0.252237468957901,0.7004492282867432,0.17963765561580658,0.07625212520360947
force,0.16915984451770782,0.14287641644477844,0.15953533351421356,0.19983790814876556,0.1318371742963791,0.13239213824272156,0.2451154738664627,0.15331216156482697,1.0000001192092896,0.1650998443365097
in,0.30808621644973755,0.2268456369638443,0.4173259735107422,0.19120332598686218,0.3171939551830292,0.3515113592147827,0.539380669593811,0.19479310512542725,0.21744468808174133,0.20430970191955566
women,0.14828920364379883,0.23453667759895325,0.18295742571353912,0.18975310027599335,0.9999998807907104,0.17721417546272278,0.20322243869304657,0.0692572221159935,0.1318371742963791,0.1616753786802292
's,0.02692362666130066,0.04287061095237732,-0.040683966130018234,-0.029863690957427025,0.012937425635755062,-0.10734795778989792,0.04866964742541313,0.034635644406080246,0.020782919600605965,-0.023395681753754616
volleyball,0.17846478521823883,0.44773879647254944,0.1754768341779709,0.139903724193573,0.3424277901649475,0.12738783657550812,0.17644564807415009,0.1770203709602356,0.15237347781658173,0.15536218881607056
within,0.2498195916414261,0.13919128477573395,0.30466988682746887,0.09141068160533905,0.10508520156145096,0.25758516788482666,0.3858051896095276,0.32304155826568604,0.1941644549369812,0.1870293766260147
africa,0.19696469604969025,0.1324182003736496,0.17411938309669495,0.36865657567977905,0.14717654883861542,0.21515285968780518,0.18140724301338196,0.2175997793674469,0.15667842328548431,0.12926554679870605
",",0.3087472915649414,0.1842397302389145,0.3734780251979828,0.2573927044868469,0.18865817785263062,0.34873589873313904,0.427140474319458,0.22862081229686737,0.22091743350028992,0.31091248989105225
with,0.2464839518070221,0.15825147926807404,0.44092974066734314,0.12480845302343369,0.1728040874004364,0.2804456949234009,0.3783375024795532,0.2651965022087097,0.15703244507312775,0.2433311939239502
both,0.3361809551715851,0.19612710177898407,0.33524906635284424,0.1926533430814743,0.25023984909057617,0.35588735342025757,0.3171786069869995,0.22522589564323425,0.2151227593421936,0.19455738365650177
the,0.42745697498321533,0.15650692582130432,0.4177538752555847,0.1675717681646347,0.279754102230072,0.3563927710056305,0.5829201340675354,0.3102695643901825,0.2800885736942291,0.22068053483963013
clubs,0.07451342791318893,0.2552168071269989,0.14728613197803497,0.07423447072505951,0.1534792184829712,0.13528896868228912,0.17674703896045685,0.159099280834198,0.21310396492481232,0.1735779345035553
and,0.31309178471565247,0.20057028532028198,0.43716782331466675,0.21030722558498383,0.24605001509189606,0.3424558639526367,0.3739250600337982,0.29325994849205017,0.24372100830078125,0.20544172823429108
the,0.42745697498321533,0.15650692582130432,0.4177538752555847,0.1675717681646347,0.279754102230072,0.3563927710056305,0.5829201340675354,0.3102695643901825,0.2800885736942291,0.22068053483963013
national,0.16882304847240448,0.21269653737545013,0.2672328054904938,0.267171710729599,0.2657333314418793,0.22458897531032562,0.27889734506607056,0.08599349856376648,0.17027613520622253,0.15643028914928436
team,0.17632107436656952,0.4124530553817749,0.18100208044052124,0.13367386162281036,0.23113521933555603,0.1420431286096573,0.19125498831272125,0.1548023819923401,0.17875003814697266,0.11243411153554916
winning,0.10492657124996185,0.1917002946138382,0.2066318839788437,0.24498966336250305,0.27958229184150696,0.20287160575389862,0.22859083116054535,0.19985777139663696,0.13432705402374268,0.1251823455095291
various,0.26045072078704834,0.13053153455257416,0.2322511225938797,0.07314927875995636,0.11877278238534927,0.37312939763069153,0.17124241590499878,0.2668403387069702,0.15601703524589539,0.12823495268821716
continental,0.19292454421520233,0.09873383492231369,0.17416077852249146,0.1698930412530899,0.11733713001012802,0.18521128594875336,0.19485482573509216,0.18095402419567108,0.2109472155570984,0.1410352885723114
championships,0.1320040374994278,0.39707624912261963,0.1912701576948166,0.15466159582138062,0.36719533801078796,0.17755267024040222,0.16529357433319092,0.2207697331905365,0.170826256275177,0.12499503791332245
in,0.30808621644973755,0.2268456369638443,0.4173259735107422,0.19120332598686218,0.3171939551830292,0.3515113592147827,0.539380669593811,0.19479310512542725,0.21744468808174133,0.20430970191955566
the,0.42745697498321533,0.15650692582130432,0.4177538752555847,0.1675717681646347,0.279754102230072,0.3563927710056305,0.5829201340675354,0.3102695643901825,0.2800885736942291,0.22068053483963013
past,0.3538547456264496,0.12773363292217255,0.3907585144042969,0.135177344083786,0.17268799245357513,0.46394577622413635,0.24050787091255188,0.13531064987182617,0.1307038962841034,0.2598046660423279
decade,0.1613653302192688,0.18534433841705322,0.20074307918548584,0.16951946914196014,0.1876349002122879,0.2402508705854416,0.17141307890415192,0.23639768362045288,0.06917774677276611,0.11237446963787079
.,0.3567904531955719,0.19931355118751526,0.4105546176433563,0.23113515973091125,0.2560822069644928,0.33645182847976685,0.50484299659729,0.1592528522014618,0.2783275842666626,0.4130953550338745
