,warsaw,summer,jazz,days,is,one,of,the,many,what,hosted,by,warsaw,?
thanks,0.13939103484153748,0.19189658761024475,0.2272886484861374,0.2912646532058716,0.17794272303581238,0.21404190361499786,0.1487227827310562,0.22702956199645996,0.2102011889219284,0.38777562975883484,0.18430551886558533,0.21330715715885162,0.13939103484153748,0.5687435865402222
to,0.1953994333744049,0.23132751882076263,0.1436930000782013,0.2942236363887787,0.42745086550712585,0.4025384783744812,0.41548454761505127,0.535392165184021,0.40243685245513916,0.455847829580307,0.170383021235466,0.33534231781959534,0.1953994333744049,0.29463258385658264
numerous,0.16080217063426971,0.1529911309480667,0.1387571096420288,0.14178527891635895,0.14785398542881012,0.3148730397224426,0.3024154603481293,0.3353725075721741,0.6216120719909668,0.1867249608039856,0.17763933539390564,0.2434663027524948,0.16080217063426971,0.0875130444765091
musical,0.18828555941581726,0.15607401728630066,0.3856748938560486,0.16846749186515808,0.163146510720253,0.22080935537815094,0.2380346953868866,0.2295164167881012,0.224236398935318,0.22908931970596313,0.15611954033374786,0.2919989824295044,0.18828555941581726,0.187048077583313
venues,0.1466691792011261,0.23713062703609467,0.3078632056713104,0.2143409699201584,0.20130445063114166,0.2601762115955353,0.23005232214927673,0.28291937708854675,0.3103237748146057,0.14964675903320312,0.41576603055000305,0.14600643515586853,0.1466691792011261,0.1424274891614914
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
including,0.11240771412849426,0.15357011556625366,0.20219729840755463,0.16020049154758453,0.25093933939933777,0.3568016290664673,0.44195112586021423,0.3738902807235718,0.6119236350059509,0.18328791856765747,0.2598102390766144,0.30155983567237854,0.11240771412849426,0.1633303165435791
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
teatr,0.28753340244293213,0.24565580487251282,0.23512336611747742,0.1883011907339096,0.12818729877471924,0.16099344193935394,0.1547166109085083,0.1670025736093521,0.1552225798368454,0.09525590389966965,0.22905991971492767,0.1014881581068039,0.28753340244293213,0.17024710774421692
wielki,0.48728057742118835,0.24386388063430786,0.1619473397731781,0.19208291172981262,0.2266494184732437,0.193202942609787,0.2029358297586441,0.2319086194038391,0.18895922601222992,0.1911606341600418,0.15201202034950256,0.14564262330532074,0.48728057742118835,0.18371832370758057
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
polish,0.6311136484146118,0.15192607045173645,0.13095378875732422,0.1445007473230362,0.14989061653614044,0.16238172352313995,0.16866981983184814,0.17708231508731842,0.20127539336681366,0.08233486860990524,0.05405940115451813,0.16370171308517456,0.6311136484146118,0.14012759923934937
national,0.19670157134532928,0.2726280093193054,0.19747965037822723,0.15235258638858795,0.23413582146167755,0.2082243114709854,0.3314673602581024,0.32739606499671936,0.21160955727100372,0.16882304847240448,0.2178560197353363,0.19307640194892883,0.19670157134532928,0.15643028914928436
opera,0.1750211864709854,0.16282932460308075,0.2596159875392914,0.19078682363033295,0.1781812608242035,0.18691982328891754,0.2148524820804596,0.21712259948253632,0.15530535578727722,0.19126243889331818,0.19863398373126984,0.16073735058307648,0.1750211864709854,0.12079104036092758
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
chamber,0.13069839775562286,0.18749260902404785,0.25499406456947327,0.10741514712572098,0.18098223209381104,0.17078478634357452,0.24295011162757874,0.2594704031944275,0.21531830728054047,0.1224752739071846,0.12469381839036942,0.16238753497600555,0.13069839775562286,0.04307165369391441
opera,0.1750211864709854,0.16282932460308075,0.2596159875392914,0.19078682363033295,0.1781812608242035,0.18691982328891754,0.2148524820804596,0.21712259948253632,0.15530535578727722,0.19126243889331818,0.19863398373126984,0.16073735058307648,0.1750211864709854,0.12079104036092758
",",0.25300899147987366,0.269391804933548,0.27389779686927795,0.34504905343055725,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.40610817074775696,0.3087472915649414,0.27969205379486084,0.3680937886238098,0.25300899147987366,0.31091248989105225
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
national,0.19670157134532928,0.2726280093193054,0.19747965037822723,0.15235258638858795,0.23413582146167755,0.2082243114709854,0.3314673602581024,0.32739606499671936,0.21160955727100372,0.16882304847240448,0.2178560197353363,0.19307640194892883,0.19670157134532928,0.15643028914928436
philharmonic,0.31292885541915894,0.22010508179664612,0.3877561390399933,0.17530739307403564,0.15630748867988586,0.19669078290462494,0.2278154194355011,0.24673660099506378,0.19382569193840027,0.15309064090251923,0.25360825657844543,0.18963614106178284,0.31292885541915894,0.13191483914852142
hall,0.23401500284671783,0.1906479299068451,0.19734935462474823,0.1493665874004364,0.21646162867546082,0.19801576435565948,0.23551815748214722,0.28526565432548523,0.19989803433418274,0.10849796235561371,0.20991738140583038,0.21702221035957336,0.23401500284671783,0.13520537316799164
and,0.2083624005317688,0.28653737902641296,0.2191883772611618,0.2561761140823364,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.5296266674995422,0.31309178471565247,0.24906118214130402,0.4289871156215668,0.2083624005317688,0.20544172823429108
the,0.23137180507183075,0.2685571610927582,0.1642647236585617,0.2574930489063263,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.4335206151008606,0.42745697498321533,0.2576315402984619,0.4408751428127289,0.23137180507183075,0.22068053483963013
national,0.19670157134532928,0.2726280093193054,0.19747965037822723,0.15235258638858795,0.23413582146167755,0.2082243114709854,0.3314673602581024,0.32739606499671936,0.21160955727100372,0.16882304847240448,0.2178560197353363,0.19307640194892883,0.19670157134532928,0.15643028914928436
