,in,what,year,was,the,first,known,experiments,on,combustion,and,air,conducted,?
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.3752199709415436,0.5514441132545471,0.4552372097969055,0.33883556723594666,0.20502795279026031,0.3601475656032562,0.26141437888145447,0.42438167333602905,0.15920887887477875,0.19460180401802063,0.2673267424106598
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.16935081779956818,0.3966929316520691,0.25126782059669495,0.5116966962814331,0.24196814000606537,0.22415050864219666,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.21008943021297455,0.5107308030128479,0.2447446882724762,0.5171257257461548,0.2877824306488037,0.25795331597328186,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,1.0,0.274125337600708,0.2777732312679291,0.3120559751987457,0.22765444219112396,0.3167642652988434,0.1670549213886261,0.22892512381076813,0.18701928853988647
known,0.32641831040382385,0.20381177961826324,0.20408862829208374,0.35203275084495544,0.3624623417854309,0.274125337600708,1.0,0.17601940035820007,0.19541868567466736,0.21532917022705078,0.3468935489654541,0.0812067911028862,0.23062585294246674,0.18314571678638458
experiments,0.21977302432060242,0.3106561601161957,0.16779468953609467,0.24334195256233215,0.21008943021297455,0.2777732312679291,0.17601940035820007,0.9999998807907104,0.2562560439109802,0.3264664113521576,0.3053898811340332,0.18661102652549744,0.3529052436351776,0.14564716815948486
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.19541868567466736,0.2562560439109802,0.9999999403953552,0.1549367755651474,0.4077630043029785,0.20020021498203278,0.26555413007736206,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.21008943021297455,0.5107308030128479,0.2447446882724762,0.5171257257461548,0.2877824306488037,0.25795331597328186,0.22068053483963013
relationship,0.20233847200870514,0.24358563125133514,0.18191470205783844,0.21654179692268372,0.21018025279045105,0.19408045709133148,0.18717947602272034,0.2128877341747284,0.13926656544208527,0.18390806019306183,0.3086830675601959,0.12736861407756805,0.09540849179029465,0.11361731588840485
between,0.41100412607192993,0.2462156116962433,0.18525539338588715,0.24048170447349548,0.39067012071609497,0.2911831736564636,0.19939005374908447,0.17848534882068634,0.3335416913032532,0.18981648981571198,0.40645647048950195,0.18236064910888672,0.19396664202213287,0.12887074053287506
combustion,0.2270977944135666,0.2678600549697876,0.16608677804470062,0.24947713315486908,0.2447446882724762,0.22765444219112396,0.21532917022705078,0.3264664113521576,0.1549367755651474,1.0,0.21818570792675018,0.3806820511817932,0.1876482367515564,0.2177530825138092
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.3468935489654541,0.3053898811340332,0.4077630043029785,0.21818570792675018,1.0,0.2508046329021454,0.2071675807237625,0.20544172823429108
air,0.22172939777374268,0.10361403971910477,0.15147104859352112,0.18898457288742065,0.2877824306488037,0.1670549213886261,0.0812067911028862,0.18661102652549744,0.20020021498203278,0.3806820511817932,0.2508046329021454,1.0000001192092896,0.1868404746055603,0.1491677612066269
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.35203275084495544,0.24334195256233215,0.3909217119216919,0.24947713315486908,0.3740963041782379,0.18898457288742065,0.28831079602241516,0.18412111699581146
conducted,0.31342044472694397,0.13546347618103027,0.1953052580356598,0.28831079602241516,0.25795331597328186,0.22892512381076813,0.23062585294246674,0.3529052436351776,0.26555413007736206,0.1876482367515564,0.2071675807237625,0.1868404746055603,1.0000001192092896,0.1105341762304306
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.24461808800697327,0.2956569194793701,0.33887791633605957,0.22674179077148438,0.4289871156215668,0.19110813736915588,0.2579965889453888,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.21008943021297455,0.5107308030128479,0.2447446882724762,0.5171257257461548,0.2877824306488037,0.25795331597328186,0.22068053483963013
2nd,0.20607644319534302,0.20511919260025024,0.07787726074457169,0.10986284166574478,0.1951150745153427,0.2253352552652359,0.07666541635990143,0.08330649137496948,0.12790918350219727,0.0417369119822979,0.21892352402210236,0.08669667690992355,0.10261047631502151,0.13054689764976501
century,0.3174034655094147,0.20422613620758057,0.3134029805660248,0.3521432876586914,0.3617299497127533,0.32110705971717834,0.2454954832792282,0.2425965666770935,0.14449788630008698,0.2247992902994156,0.2726690471172333,0.14590336382389069,0.22547218203544617,0.1026201918721199
bce,0.2266346961259842,0.22125564515590668,0.1991761326789856,0.22963665425777435,0.23549413681030273,0.17486344277858734,0.19406382739543915,0.14051257073879242,0.13787339627742767,0.16455724835395813,0.2646905481815338,0.08146997541189194,0.12948738038539886,0.17285779118537903
greek,0.17752651870250702,0.14808377623558044,0.10593240708112717,0.191945880651474,0.23564283549785614,0.20787693560123444,0.18097802996635437,0.10514771193265915,0.12755481898784637,0.15792231261730194,0.23151937127113342,0.139082133769989,0.05771595612168312,0.11180876195430756
writer,0.19054412841796875,0.16903695464134216,0.13303188979625702,0.29712387919425964,0.1583879292011261,0.20952650904655457,0.2552981376647949,0.14966078102588654,0.19654935598373413,0.1434897780418396,0.2668316066265106,0.12198921293020248,0.11699891090393066,0.1860569268465042
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.19541868567466736,0.2562560439109802,0.9999999403953552,0.1549367755651474,0.4077630043029785,0.20020021498203278,0.26555413007736206,0.2714994251728058
mechanics,0.19751228392124176,0.3135516941547394,0.12373487651348114,0.190043106675148,0.25626060366630554,0.1517213135957718,0.15821903944015503,0.3604932129383087,0.1689380705356598,0.4009588956832886,0.1544848382472992,0.21227583289146423,0.15777656435966492,0.15634238719940186
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3604377806186676,0.22640827298164368,0.49057599902153015,0.2079315334558487,0.6633074283599854,0.24731357395648956,0.23980332911014557,0.31091248989105225
